28,561:-76,754:-35,191:-75,49:-65,514:-74,386:-69,463:-77,993:-72,,
24,39:-87,397:-86,702:-86,0:-74,514:-77,645:-79,933:-86,711:-26,920:-75,879:-78
65,786:-52,319:-63,233:-72,985:-85,518:-74,200:-43,101:-72,128:-91,373:-71,
1,121:-73,772:-89,641:-75,168:-77,566:-65,349:-87,819:-69,921:-89,363:-28,714:-82
28,756:-67,993:-79,845:-76,754:-39,191:-75,231:-89,117:-86,,,
41,752:-82,158:-60,20:-57,254:-87,967:-62,804:-60,842:-49,446:-38,925:-63,716:-67
6,522:-91,987:-59,439:-72,982:-86,97:-90,31:-44,210:-78,93:-82,717:-79,575:-84
1,817:-77,993:-80,566:-77,121:-74,363:-34,813:-90,33:-75,168:-76,772:-87,641:-69
60,537:-46,488:-82,469:-75,69:-63,,,,,,
41,716:-61,967:-65,804:-71,158:-71,52:-83,20:-65,925:-73,523:-72,446:-50,842:-59
0,728:-89,513:-92,996:-91,675:-77,92:-77,136:-49,65:-42,431:-77,901:-85,946:-65
25,575:-68,439:-86,365:-89,987:-87,514:-84,799:-63,939:-85,322:-93,37:-56,344:-89
46,168:-77,33:-66,993:-76,566:-71,641:-67,100:-79,833:-67,363:-68,697:-71,418:-49
41,752:-87,446:-36,967:-57,52:-77,842:-45,804:-64,926:-75,523:-71,158:-66,59:-82
28,231:-94,117:-74,191:-69,754:-35,,,,,,
49,630:-35,471:-90,986:-91,645:-90,39:-57,754:-88,681:-84,,,
42,716:-36,523:-62,935:-73,158:-83,842:-66,925:-80,20:-30,967:-30,446:-80,766:-58
0,946:-60,713:-69,136:-51,65:-43,0:-81,,,,,
16,150:-93,718:-75,685:-46,530:-95,468:-88,811:-71,280:-96,919:-74,579:-96,769:-75
38,48:-85,417:-90,792:-94,451:-36,587:-44,651:-89,627:-88,,,
47,322:-45,351:-85,98:-89,1005:-63,689:-83,663:-91,274:-80,392:-90,554:-93,
28,754:-42,845:-83,191:-88,913:-95,1006:-82,993:-81,,,,
70,196:-22,753:-91,978:-79,502:-76,104:-89,,,,,
29,418:-75,754:-77,566:-82,49:-86,100:-87,817:-90,776:-67,499:-76,363:-91,993:-52
19,760:-69,522:-91,87:-89,830:-79,109:-82,577:-90,397:-80,39:-69,178:-78,2:-82
49,630:-37,659:-88,39:-54,760:-48,645:-86,366:-68,399:-91,672:-93,662:-90,845:-81
56,901:-77,1010:-77,728:-81,32:-84,605:-84,846:-77,816:-74,92:-30,508:-82,896:-80
4,968:-71,742:-85,975:-76,146:-73,126:-90,662:-90,834:-79,397:-39,791:-86,708:-73
65,319:-68,985:-86,373:-74,233:-70,200:-48,786:-56,420:-92,518:-70,101:-59,
76,745:-71,331:-76,742:-75,906:-48,39:-78,231:-64,117:-74,210:-87,806:-67,506:-73
76,257:-80,2:-71,191:-74,1006:-71,58:-73,546:-77,240:-85,506:-77,494:-65,470:-75
0,513:-90,374:-92,535:-92,713:-73,879:-91,136:-48,65:-44,675:-86,946:-83,
58,237:-78,709:-80,933:-76,329:-67,508:-34,901:-83,541:-73,948:-76,496:-75,359:-76
16,874:-85,150:-82,579:-85,944:-81,468:-83,449:-82,280:-87,685:-34,718:-79,581:-90
42,446:-79,471:-80,842:-77,716:-25,535:-84,523:-71,967:-25,935:-72,20:-25,943:-85
65,524:-78,785:-73,183:-74,903:-59,646:-54,312:-73,84:-45,623:-79,551:-74,966:-78
4,968:-81,975:-78,397:-53,742:-91,791:-82,87:-84,39:-80,708:-57,146:-80,
0,136:-52,675:-90,946:-88,65:-54,,,,,,
41,967:-59,523:-72,446:-46,925:-59,716:-60,569:-88,59:-86,158:-69,842:-51,804:-66
64,728:-76,740:-72,508:-64,1010:-75,901:-75,92:-61,605:-78,764:-86,329:-76,679:-78
13,525:-91,86:-76,315:-84,500:-39,,,,,,
19,969:-76,520:-29,808:-77,232:-79,139:-86,535:-81,238:-84,516:-79,471:-78,717:-77
54,925:-79,842:-39,393:-78,158:-58,523:-62,935:-74,20:-63,967:-63,446:-72,804:-58
41,842:-62,471:-73,967:-61,716:-60,926:-79,446:-48,254:-70,20:-63,535:-71,925:-66
76,742:-70,142:-71,146:-76,39:-72,231:-59,745:-64,117:-67,711:-64,364:-67,506:-66
1,199:-77,641:-73,291:-84,168:-62,237:-77,714:-69,709:-78,566:-74,363:-35,875:-85
0,237:-92,136:-51,92:-83,406:-88,513:-88,1010:-82,314:-91,65:-37,946:-77,0:-90
49,152:-85,630:-40,681:-81,39:-54,,,,,,
19,576:-57,969:-78,717:-70,45:-82,748:-72,698:-87,516:-78,520:-30,808:-81,364:-66
4,142:-90,708:-69,87:-88,397:-55,742:-85,129:-88,834:-90,39:-82,537:-82,791:-84
76,572:-65,506:-75,331:-74,117:-71,142:-78,2:-74,592:-72,791:-73,231:-65,386:-78
28,754:-33,873:-89,231:-89,117:-85,2:-90,717:-92,845:-83,,,
19,943:-83,516:-91,969:-80,232:-84,739:-81,808:-81,520:-34,717:-72,577:-87,748:-75
46,466:-78,393:-81,819:-86,331:-79,970:-83,686:-58,121:-78,566:-74,363:-79,641:-67
42,20:-31,523:-76,842:-86,716:-26,935:-86,926:-92,925:-91,446:-86,967:-31,158:-92
0,92:-76,47:-61,927:-87,946:-69,65:-44,4:-75,901:-85,740:-85,136:-53,675:-82
56,1010:-64,690:-85,92:-40,896:-84,728:-83,901:-72,65:-83,917:-82,136:-89,740:-83
43,920:-71,374:-80,277:-51,131:-70,879:-84,957:-71,,,,
41,935:-75,716:-63,967:-60,326:-91,925:-71,59:-88,20:-59,52:-83,842:-55,446:-45
35,363:-37,817:-66,641:-65,112:-78,714:-75,772:-79,566:-65,168:-67,418:-73,656:-75
21,579:-67,434:-76,533:-55,944:-79,8:-42,383:-75,157:-32,422:-90,5:-45,170:-58
28,754:-40,49:-61,845:-70,561:-75,397:-90,1006:-81,191:-86,463:-75,386:-64,514:-75
28,34:-53,386:-72,845:-74,191:-77,813:-68,240:-83,754:-27,49:-70,,
46,566:-73,842:-83,833:-74,331:-71,393:-81,100:-80,326:-92,935:-85,466:-77,716:-81
41,446:-41,804:-59,925:-65,716:-62,842:-49,326:-89,20:-60,967:-60,254:-81,523:-68
29,121:-88,641:-88,686:-87,363:-86,566:-78,441:-86,100:-85,754:-79,993:-43,560:-90
23,115:-83,730:-91,587:-91,876:-75,388:-82,559:-43,417:-85,935:-70,926:-83,1007:-87
28,2:-89,845:-89,49:-82,993:-86,191:-81,754:-42,386:-82,,,
42,833:-76,842:-53,20:-25,967:-18,804:-71,446:-70,925:-73,158:-73,935:-65,523:-50
19,554:-85,808:-91,520:-39,471:-77,535:-79,232:-84,668:-89,717:-88,969:-90,516:-87
0,338:-92,484:-83,0:-86,946:-65,901:-86,136:-54,1010:-76,65:-38,675:-84,92:-78
16,449:-85,533:-89,811:-81,718:-75,579:-85,468:-68,262:-84,685:-42,150:-82,280:-83
49,659:-82,264:-56,986:-88,39:-59,92:-92,630:-40,,,,
29,993:-44,754:-70,566:-88,,,,,,,
63,512:-70,148:-88,621:-82,510:-81,342:-66,724:-84,710:-82,70:-79,288:-89,164:-87
41,752:-78,983:-82,523:-70,716:-67,569:-74,804:-64,446:-41,842:-50,967:-61,158:-64
76,331:-73,975:-83,745:-66,742:-74,506:-67,117:-66,364:-70,471:-81,292:-80,240:-84
38,876:-91,587:-49,651:-88,451:-39,627:-91,48:-89,417:-92,,,
31,845:-93,830:-84,873:-80,913:-39,,,,,,
28,845:-82,993:-74,754:-35,696:-67,1006:-79,231:-85,191:-76,117:-88,,
29,665:-81,566:-81,349:-82,754:-67,993:-38,418:-84,,,,
19,845:-85,691:-69,520:-32,717:-80,668:-77,546:-88,516:-88,238:-79,39:-70,456:-89
28,813:-76,191:-85,499:-89,514:-65,15:-66,49:-63,463:-80,561:-78,754:-28,845:-65
26,566:-81,363:-74,641:-55,111:-82,819:-68,847:-67,496:-81,168:-79,714:-71,933:-81
67,469:-73,146:-88,397:-76,377:-94,488:-84,659:-84,537:-42,708:-75,968:-79,791:-85
42,833:-84,967:-23,471:-82,926:-92,446:-82,804:-82,523:-61,20:-22,842:-60,716:-34
0,0:-90,818:-86,65:-42,406:-88,484:-80,901:-86,,,,
13,315:-81,500:-38,86:-74,,,,,,,
16,718:-79,427:-72,468:-68,685:-36,99:-87,234:-87,811:-76,262:-85,11:-85,919:-51
76,471:-66,215:-82,39:-85,2:-70,745:-67,742:-78,514:-82,506:-75,117:-74,231:-64
21,796:-88,434:-88,485:-93,262:-90,8:-41,944:-82,579:-85,5:-42,170:-58,385:-93
11,344:-83,514:-82,322:-76,987:-84,799:-62,575:-48,37:-58,711:-84,392:-87,93:-85
38,587:-26,959:-91,451:-30,295:-80,48:-75,627:-71,1007:-75,,,
41,52:-80,842:-42,716:-69,20:-64,523:-74,935:-84,433:-80,158:-63,804:-63,446:-50
42,20:-18,842:-58,935:-74,716:-25,523:-65,446:-79,766:-62,925:-84,967:-19,158:-85
67,181:-84,745:-83,546:-79,953:-75,2:-85,377:-82,681:-79,1006:-76,263:-88,659:-83
6,210:-87,97:-85,706:-83,987:-59,969:-78,90:-61,990:-87,439:-70,575:-78,31:-47
31,913:-28,873:-75,830:-74,,,,,,,
28,310:-86,117:-84,913:-82,845:-67,49:-65,191:-73,463:-74,754:-31,993:-77,514:-77
10,331:-91,393:-70,363:-73,833:-89,840:-37,412:-72,968:-72,701:-85,106:-83,91:-79
2,686:-67,993:-91,658:-88,3:-85,435:-89,418:-69,,,,
31,845:-74,898:-50,830:-73,546:-82,1006:-61,913:-37,754:-83,873:-72,49:-66,
41,52:-80,158:-63,967:-71,446:-42,352:-89,569:-81,935:-79,925:-78,804:-62,752:-85
41,842:-47,523:-70,446:-53,20:-66,804:-65,935:-83,158:-65,716:-66,967:-68,925:-68
41,967:-51,446:-47,523:-64,20:-56,716:-56,158:-61,254:-74,935:-84,842:-57,804:-61
46,418:-55,168:-84,797:-86,499:-87,833:-86,331:-85,100:-89,993:-86,363:-73,566:-93
1,545:-71,685:-73,919:-61,455:-79,184:-57,468:-83,841:-69,262:-83,444:-84,874:-57
0,645:-94,675:-85,942:-51,713:-62,879:-85,351:-84,65:-47,136:-61,946:-70,255:-74
31,898:-42,754:-84,913:-37,,,,,,,
8,536:-40,730:-75,309:-75,308:-80,115:-62,451:-67,976:-82,,,
76,231:-71,592:-79,58:-71,506:-64,748:-69,2:-76,742:-74,791:-70,117:-67,471:-72
1,363:-35,418:-83,121:-70,665:-76,819:-61,772:-67,499:-68,168:-57,641:-66,817:-67
0,713:-72,354:-53,946:-71,136:-49,65:-46,,,,,
19,238:-90,520:-41,45:-90,210:-94,76:-86,748:-81,969:-76,717:-82,516:-92,588:-94
1,262:-76,841:-74,468:-80,874:-56,919:-62,685:-61,545:-70,455:-84,150:-78,184:-60
42,361:-86,716:-21,523:-54,833:-81,446:-83,935:-72,804:-80,967:-27,433:-87,20:-27
42,20:-20,842:-70,967:-22,716:-25,935:-80,925:-86,833:-86,523:-59,433:-83,393:-84
72,607:-80,229:-89,552:-85,573:-84,583:-46,653:-89,415:-74,503:-91,591:-76,402:-84
0,513:-96,65:-51,1010:-83,727:-60,675:-87,946:-81,92:-82,818:-90,484:-91,136:-54
65,183:-71,551:-76,360:-74,785:-57,966:-71,646:-58,38:-60,84:-43,584:-75,903:-64
42,766:-65,935:-72,842:-61,848:-57,967:-53,158:-82,523:-74,20:-25,301:-80,446:-78
68,261:-79,689:-73,279:-46,258:-71,,,,,,
42,337:-62,20:-18,523:-60,935:-77,925:-79,158:-80,967:-18,842:-56,446:-78,804:-79
65,831:-76,677:-79,183:-67,538:-82,544:-81,903:-52,584:-80,646:-69,84:-38,966:-66
46,418:-60,819:-78,363:-63,112:-82,714:-79,993:-78,168:-67,499:-85,33:-80,833:-82
38,959:-88,451:-40,587:-57,627:-83,651:-84,,,,,
19,45:-83,717:-80,520:-39,748:-79,943:-89,232:-79,76:-88,969:-83,516:-77,
41,967:-58,523:-66,925:-70,935:-75,393:-74,833:-75,446:-45,716:-62,842:-49,20:-59
49,630:-35,845:-84,169:-89,659:-80,986:-85,392:-86,39:-57,,,
28,748:-87,561:-83,514:-74,386:-83,117:-84,717:-90,463:-86,754:-32,845:-84,49:-58
1,641:-65,349:-78,993:-85,33:-74,363:-31,566:-66,168:-69,121:-71,885:-76,772:-79
31,913:-37,898:-42,,,,,,,,
42,842:-58,347:-61,523:-57,259:-36,158:-76,716:-14,446:-75,804:-75,20:-23,967:-23
28,845:-87,499:-87,49:-80,191:-74,2:-84,993:-78,231:-85,386:-83,754:-35,913:-87
64,615:-81,359:-83,901:-76,508:-66,1010:-69,605:-81,329:-75,19:-87,679:-78,92:-53
19,516:-81,808:-72,471:-75,717:-74,748:-73,45:-84,364:-70,520:-32,232:-89,554:-86
42,804:-75,967:-18,20:-19,446:-81,842:-64,433:-80,523:-61,158:-78,925:-82,935:-75
20,967:-61,433:-73,91:-52,20:-61,523:-81,569:-85,158:-74,842:-75,804:-74,840:-56
46,112:-83,363:-55,499:-79,331:-75,386:-78,993:-68,33:-72,292:-85,714:-68,819:-70
0,0:-78,946:-78,65:-44,574:-88,136:-50,92:-77,513:-88,901:-87,338:-88,675:-64
16,280:-80,944:-86,685:-38,796:-89,715:-85,184:-91,150:-82,3:-87,468:-80,579:-89
28,463:-82,191:-70,754:-43,49:-70,748:-87,499:-83,845:-79,,,
1,819:-75,714:-73,168:-76,33:-72,566:-70,121:-73,363:-41,349:-80,499:-82,641:-72
0,136:-56,713:-75,946:-85,675:-89,92:-87,65:-54,,,,
49,39:-55,221:-88,986:-82,630:-38,681:-90,,,,,
38,729:-88,309:-77,587:-38,451:-30,388:-86,627:-90,149:-85,115:-64,536:-49,730:-79
31,514:-65,898:-50,813:-79,913:-41,,,,,,
42,331:-87,352:-87,326:-83,833:-79,792:-86,935:-71,967:-21,716:-29,393:-83,523:-64
24,645:-81,331:-89,826:-91,0:-89,397:-91,711:-35,879:-90,807:-79,768:-56,62:-90
26,363:-74,847:-59,819:-72,714:-72,970:-79,641:-48,111:-75,168:-84,566:-81,33:-83
70,502:-86,978:-79,196:-37,977:-90,753:-89,,,,,
76,748:-72,717:-74,506:-71,240:-85,745:-70,39:-77,975:-87,471:-74,711:-73,742:-80
49,630:-50,39:-73,760:-69,,,,,,,
28,49:-78,913:-85,117:-86,845:-80,231:-80,754:-30,2:-89,191:-80,993:-79,471:-78
19,471:-83,943:-87,717:-79,520:-29,516:-89,739:-88,748:-79,969:-83,808:-82,535:-87
10,523:-79,393:-82,761:-83,412:-80,840:-50,876:-82,91:-79,433:-71,326:-84,766:-87
15,871:-90,352:-82,1011:-78,568:-88,417:-88,393:-81,876:-86,488:-79,412:-75,967:-88
49,672:-90,645:-90,659:-90,392:-90,748:-88,630:-42,39:-49,1006:-91,742:-89,681:-84
76,364:-88,117:-78,2:-81,742:-80,506:-77,231:-77,58:-88,514:-77,39:-80,711:-83
16,8:-81,485:-82,685:-32,796:-77,579:-79,533:-80,262:-71,468:-78,234:-82,5:-84
19,969:-80,471:-78,748:-79,76:-90,520:-43,238:-92,516:-82,808:-80,717:-79,943:-83
28,117:-78,754:-41,191:-82,1006:-80,511:-92,240:-88,711:-91,845:-84,471:-89,231:-87
54,842:-32,523:-65,158:-52,20:-47,967:-47,446:-65,935:-81,716:-49,925:-71,804:-52
0,41:-88,92:-77,678:-88,946:-63,375:-52,136:-52,65:-43,0:-92,879:-89,713:-78
0,92:-85,713:-80,136:-43,4:-88,255:-85,65:-50,946:-68,0:-88,,
23,451:-93,326:-91,543:-94,559:-58,417:-85,876:-85,388:-90,833:-83,935:-78,536:-89
31,913:-39,,,,,,,,,
35,168:-68,641:-73,885:-81,665:-77,819:-69,566:-74,772:-81,33:-76,418:-83,363:-40
49,39:-61,364:-76,471:-87,366:-72,659:-83,535:-92,630:-35,760:-50,681:-88,
10,876:-72,91:-68,587:-85,433:-64,766:-80,417:-80,701:-76,20:-66,840:-45,771:-81
76,364:-78,514:-83,1001:-84,506:-84,592:-77,833:-78,742:-83,331:-83,741:-81,292:-83
42,935:-81,446:-77,523:-62,339:-78,967:-18,20:-15,716:-17,433:-81,842:-64,158:-81
67,968:-78,708:-81,397:-83,469:-75,537:-46,546:-90,146:-88,791:-85,975:-89,377:-94
6,683:-86,706:-84,987:-56,88:-83,344:-86,93:-79,31:-42,575:-78,281:-85,439:-74
3,65:-80,0:-67,461:-73,675:-60,728:-88,896:-87,39:-87,879:-61,917:-84,740:-83
35,112:-73,714:-62,819:-58,641:-61,33:-63,363:-30,885:-69,817:-72,993:-72,566:-70
68,261:-64,258:-50,365:-87,1005:-88,689:-64,443:-89,279:-34,645:-87,,
23,20:-88,361:-91,417:-91,935:-74,393:-91,967:-87,326:-91,559:-66,,
41,446:-58,842:-55,20:-62,925:-77,716:-62,569:-83,523:-76,158:-70,967:-61,935:-81
35,168:-75,993:-77,641:-77,921:-86,184:-89,418:-88,33:-78,566:-81,363:-42,349:-90
4,537:-77,742:-81,2:-85,708:-61,399:-88,397:-47,953:-82,636:-88,561:-81,87:-92
41,254:-82,446:-42,804:-67,842:-46,523:-69,52:-80,158:-67,339:-50,20:-56,926:-80
52,125:-51,901:-84,92:-87,,,,,,,
76,331:-76,506:-74,364:-73,975:-80,592:-77,146:-71,745:-56,344:-67,117:-74,231:-66
19,969:-75,717:-73,748:-74,364:-66,238:-84,943:-84,535:-79,45:-82,520:-24,516:-75
24,711:-29,807:-69,768:-49,0:-87,879:-86,153:-98,,,,
67,1006:-76,745:-83,681:-79,377:-86,953:-74,2:-81,546:-79,659:-83,146:-78,181:-78
35,363:-36,545:-78,418:-81,714:-70,566:-68,885:-71,817:-69,121:-74,641:-67,168:-66
0,65:-49,731:-89,605:-88,0:-84,713:-74,901:-83,675:-75,136:-51,946:-69,
21,944:-80,579:-85,5:-45,8:-45,434:-81,170:-57,,,,
76,579:-73,545:-54,944:-79,715:-65,468:-69,919:-68,685:-62,150:-71,184:-45,874:-43
48,455:-52,1008:-84,311:-83,423:-94,545:-61,874:-85,184:-56,505:-71,426:-94,841:-68
61,620:-78,997:-87,397:-70,537:-77,662:-92,953:-89,840:-78,968:-60,469:-75,855:-92
12,845:-55,546:-49,263:-85,968:-76,953:-84,506:-77,257:-74,754:-79,742:-86,1006:-40
19,520:-30,969:-81,748:-78,516:-87,554:-90,535:-91,366:-93,471:-83,717:-79,364:-70
41,158:-63,393:-82,842:-50,471:-72,935:-77,967:-66,804:-65,446:-43,20:-66,716:-64
31,830:-91,913:-48,49:-86,898:-49,873:-79,,,,,
42,967:-27,804:-86,716:-14,935:-83,20:-27,446:-84,158:-84,842:-61,766:-75,523:-74
65,966:-83,544:-92,785:-79,183:-80,84:-55,584:-86,903:-58,312:-81,538:-89,646:-71
2,557:-84,819:-87,993:-87,474:-61,418:-70,833:-91,3:-86,655:-89,100:-89,715:-81
17,363:-59,418:-83,641:-82,68:-77,772:-80,49:-81,499:-45,714:-83,993:-56,913:-82
74,861:-82,309:-45,149:-90,115:-86,926:-75,388:-37,339:-91,627:-55,931:-79,185:-75
53,981:-71,428:-60,462:-75,795:-71,893:-69,822:-76,725:-88,276:-84,13:-76,188:-73
41,935:-77,20:-60,766:-81,842:-48,158:-73,446:-46,523:-77,967:-60,254:-73,804:-74
42,471:-86,943:-90,158:-86,925:-84,967:-35,716:-25,20:-37,523:-64,842:-70,935:-71
41,446:-49,393:-83,935:-77,405:-86,523:-72,158:-61,160:-83,842:-47,925:-70,804:-61
7,496:-61,291:-67,51:-69,709:-36,223:-68,359:-62,887:-69,933:-61,948:-62,237:-35
42,842:-68,766:-70,446:-81,967:-29,20:-29,840:-93,925:-86,523:-68,926:-88,935:-82
28,386:-69,754:-32,499:-90,191:-82,49:-56,231:-84,2:-85,561:-78,240:-84,463:-76
3,675:-57,461:-61,4:-80,65:-78,0:-56,902:-66,879:-62,136:-85,975:-89,946:-83
38,48:-87,627:-80,651:-86,451:-39,,,,,,
49,39:-83,681:-92,998:-92,659:-91,630:-53,760:-63,366:-90,748:-92,,
65,623:-77,831:-78,911:-79,910:-84,551:-69,479:-80,544:-83,312:-75,84:-53,647:-81
60,659:-81,142:-71,537:-37,488:-81,69:-56,469:-62,,,,
42,804:-81,842:-57,967:-31,529:-83,158:-81,935:-70,925:-83,716:-25,523:-60,20:-32
28,231:-84,49:-80,561:-72,463:-75,993:-73,754:-30,1006:-72,191:-69,386:-71,
21,579:-72,944:-89,5:-44,8:-47,170:-73,533:-68,,,,
49,986:-85,39:-57,630:-38,366:-73,760:-50,,,,,
31,873:-76,49:-78,514:-67,913:-33,898:-39,830:-75,,,,
16,234:-83,579:-87,919:-46,533:-85,796:-81,468:-82,545:-80,811:-72,685:-39,718:-71
49,630:-38,986:-79,376:-87,39:-66,392:-87,681:-79,645:-90,,,
31,873:-73,974:-84,830:-72,1006:-69,845:-75,546:-80,49:-77,913:-29,,
49,366:-81,659:-84,39:-63,575:-88,630:-41,742:-82,995:-80,364:-88,760:-51,668:-85
42,804:-79,20:-19,158:-73,842:-63,716:-33,833:-81,935:-68,967:-19,523:-53,361:-85
41,842:-45,446:-44,254:-80,925:-66,158:-63,20:-62,52:-75,967:-62,804:-63,935:-74
76,1001:-81,506:-79,514:-79,386:-81,292:-83,117:-76,742:-81,745:-79,231:-69,344:-76
38,451:-39,48:-92,393:-93,,,,,,,
23,559:-41,876:-88,967:-90,451:-89,20:-90,458:-91,417:-84,536:-89,317:-91,935:-75
42,20:-27,804:-82,925:-79,446:-72,935:-73,523:-62,716:-23,967:-22,842:-57,926:-85
76,514:-73,745:-65,506:-71,659:-81,117:-72,364:-85,231:-70,215:-82,39:-77,2:-74
42,417:-91,967:-28,935:-67,20:-27,804:-80,361:-85,446:-77,925:-81,158:-79,833:-74
55,468:-84,579:-86,422:-83,150:-49,280:-74,944:-69,3:-90,184:-84,685:-84,703:-88
30,440:-74,773:-83,346:-66,547:-74,356:-66,949:-76,669:-76,550:-60,992:-79,138:-62
28,1006:-79,117:-81,913:-81,754:-31,993:-79,231:-82,49:-87,191:-75,748:-76,
28,699:-80,191:-72,754:-30,717:-85,240:-85,748:-87,993:-72,913:-82,1006:-80,117:-79
49,681:-83,1006:-88,392:-89,630:-31,791:-89,659:-83,471:-86,39:-66,754:-92,92:-89
79,59:-85,309:-54,627:-67,730:-86,451:-80,568:-69,861:-49,115:-86,388:-69,149:-69
65,524:-83,966:-70,646:-61,84:-41,903:-57,785:-59,544:-76,551:-77,584:-78,299:-80
76,1006:-73,240:-74,506:-67,231:-61,2:-68,742:-65,975:-81,471:-70,39:-70,612:-78
76,344:-66,742:-73,331:-75,292:-77,240:-83,130:-80,117:-78,1006:-70,745:-64,592:-77
41,925:-67,804:-74,967:-59,158:-74,446:-51,523:-74,20:-62,842:-55,52:-79,716:-58
76,506:-69,39:-74,659:-80,742:-71,175:-91,2:-72,1001:-76,745:-66,535:-75,331:-77
60,2:-83,506:-87,659:-82,397:-85,953:-61,745:-87,0:-89,412:-86,456:-89,789:-73
47,681:-79,791:-89,1005:-56,281:-72,274:-83,322:-45,392:-93,102:-89,,
28,257:-92,845:-79,535:-91,240:-91,471:-87,117:-85,754:-35,1006:-79,2:-84,191:-73
2,715:-85,409:-89,474:-63,306:-87,3:-82,418:-69,466:-94,100:-96,655:-86,395:-93
76,344:-66,2:-76,231:-67,1006:-77,240:-76,745:-60,742:-77,364:-69,514:-77,117:-69
28,499:-92,754:-44,993:-86,49:-87,913:-92,845:-81,191:-83,,,
42,158:-78,766:-63,446:-81,935:-75,716:-28,20:-20,523:-60,842:-63,967:-20,833:-84
16,718:-87,404:-88,919:-51,874:-82,769:-78,579:-92,468:-76,685:-32,811:-78,150:-86
0,255:-87,975:-86,136:-53,946:-80,528:-72,713:-69,39:-87,645:-92,675:-88,65:-54
29,566:-83,499:-76,514:-85,776:-71,921:-87,993:-40,49:-85,819:-72,349:-87,754:-74
76,791:-76,742:-76,471:-71,240:-81,39:-79,331:-80,117:-73,358:-79,231:-68,506:-65
54,935:-81,446:-75,842:-46,20:-54,716:-50,967:-56,433:-83,158:-58,436:-74,804:-57
42,523:-78,20:-41,446:-88,804:-93,967:-41,716:-26,833:-92,935:-90,,
