2,2887:-94,4313:-78,1128:-91,2181:-75,1842:-66,1537:-71,3955:-73,4471:-70,2024:-91,3287:-86
0,2398:-72,2680:-47,857:-62,3345:-61,4603:-56,3634:-35,5061:-81,2316:-87,240:-58,2928:-72
16,2769:-85,3770:-81,2771:-75,377:-80,3847:-84,1640:-84,2257:-87,435:-83,4900:-84,1980:-81
27,2174:-81,1829:-73,3812:-77,3205:-77,2607:-88,5156:-92,4539:-92,722:-64,2456:-83,4046:-78
16,1449:-90,2315:-96,2901:-82,1640:-91,2302:-92,1980:-86,2476:-86,2701:-83,3791:-92,3919:-83
22,498:-35,434:-68,3569:-37,4449:-75,2241:-63,2607:-65,2408:-70,5118:-67,2465:-54,3487:-44
45,2864:-66,294:-71,2555:-67,773:-90,3498:-68,3079:-67,420:-85,1605:-70,5119:-72,3601:-38
46,3837:-62,2293:-77,3473:-72,3627:-34,4343:-74,5137:-38,3799:-71,3988:-69,5142:-51,4777:-54
17,3747:-59,2575:-58,3742:-68,908:-55,2953:-61,2944:-56,409:-56,4394:-57,4195:-55,3852:-56
25,5093:-66,2221:-82,4918:-56,4829:-90,4612:-75,29:-67,3080:-62,2049:-74,3609:-69,4003:-77
46,5137:-46,3735:-70,3988:-58,2259:-70,4302:-79,5142:-56,291:-78,3799:-77,3627:-45,4953:-79
89,1872:-41,3253:-73,444:-66,4967:-76,2271:-77,3097:-55,2465:-78,3345:-82,876:-77,2680:-81
2,1852:-60,2545:-57,3232:-50,4051:-60,729:-63,4469:-61,822:-62,792:-61,4723:-67,4172:-45
46,3988:-60,291:-81,4953:-80,1691:-65,5142:-54,5137:-41,3627:-34,4302:-81,3735:-70,2293:-73
46,4519:-67,3799:-75,932:-85,4302:-94,291:-94,3988:-72,5137:-40,3627:-40,4953:-92,1691:-76
17,1220:-54,717:-57,2181:-73,4391:-67,2811:-48,2352:-68,4649:-66,1471:-54,3320:-72,1156:-67
34,2901:-79,2024:-93,3854:-51,4875:-39,2413:-82,3957:-90,2130:-77,1980:-90,,
50,398:-88,3421:-59,2220:-63,2713:-63,4878:-70,1916:-56,2555:-35,2431:-65,2864:-53,420:-87
68,4296:-89,2534:-43,1529:-85,1236:-86,1348:-83,4736:-87,4377:-86,3657:-37,4142:-85,1533:-90
76,732:-75,670:-66,1749:-79,2633:-81,3265:-69,2068:-68,4128:-74,2582:-34,2551:-69,2460:-69
4,4128:-84,1089:-73,1749:-37,931:-84,2916:-80,2068:-35,564:-85,2426:-68,2223:-83,732:-69
40,2818:-80,1355:-75,4392:-84,2986:-83,4027:-83,3705:-80,2048:-42,93:-53,2607:-69,5104:-84
59,3659:-70,143:-79,4285:-69,773:-72,5141:-44,3941:-84,5001:-61,4836:-66,2304:-57,1707:-83
39,1017:-83,2782:-84,2555:-90,3482:-79,1754:-90,2283:-77,4815:-49,297:-93,2741:-85,2713:-76
71,936:-46,3190:-57,2793:-60,3828:-46,2406:-46,2518:-65,2797:-46,1851:-47,488:-56,1012:-47
31,4596:-68,1156:-67,2814:-66,1537:-68,656:-70,4391:-66,4667:-73,2352:-66,2342:-68,2870:-72
59,3941:-83,2882:-58,3659:-75,4773:-76,773:-72,143:-86,5141:-43,4326:-69,5001:-60,1806:-48
2,4195:-41,792:-46,729:-69,1220:-46,1569:-55,362:-44,3791:-75,1604:-79,656:-42,717:-46
14,2610:-57,3701:-60,2975:-75,1121:-67,48:-71,1444:-40,4015:-69,4933:-78,1335:-74,3330:-73
70,2463:-77,1947:-61,773:-72,564:-68,5001:-74,1707:-68,931:-66,2223:-71,867:-73,2916:-72
51,2489:-55,4364:-55,1121:-63,4863:-57,2715:-61,369:-55,1103:-64,263:-67,885:-51,483:-56
14,2533:-64,5071:-85,5005:-62,264:-63,4461:-79,1544:-62,5028:-62,3814:-83,2610:-65,1444:-44
56,931:-79,2463:-79,3659:-46,2551:-81,1947:-83,4419:-74,3809:-82,564:-79,1806:-80,5141:-72
37,351:-50,2015:-76,2577:-79,2864:-81,1916:-83,2926:-88,2724:-72,5153:-78,,
76,2460:-72,2582:-41,3265:-67,2551:-73,2633:-82,670:-72,3073:-75,2068:-69,4128:-62,732:-75
48,3498:-60,2987:-75,5002:-78,1529:-83,1533:-74,4463:-79,3682:-72,3079:-77,470:-70,2208:-73
40,1355:-85,3408:-76,2818:-87,434:-75,2607:-78,4925:-84,2048:-55,93:-59,,
30,2271:-81,2048:-79,5118:-83,725:-79,2680:-77,4221:-78,4125:-70,1278:-17,876:-74,738:-34
5,1286:-72,2300:-62,2019:-71,4112:-86,2201:-82,476:-53,1929:-72,782:-45,369:-77,483:-80
75,4285:-69,555:-76,2463:-68,5055:-69,3819:-30,2061:-55,1707:-84,2476:-60,4419:-58,1018:-70
3,1474:-75,2493:-78,3113:-91,4569:-75,4593:-75,5043:-33,32:-68,1523:-86,3401:-78,4465:-75
40,1355:-73,4125:-81,1680:-83,4221:-92,2408:-76,2607:-64,2048:-50,1278:-79,2986:-79,725:-86
76,3265:-69,4128:-48,732:-79,670:-74,2068:-72,2633:-85,1980:-73,2426:-83,1749:-73,2582:-47
16,3061:-64,2769:-94,3003:-81,377:-91,3847:-84,3786:-87,3213:-79,1449:-83,3854:-88,1452:-79
30,2048:-76,738:-40,1355:-73,5106:-84,1278:-34,3815:-81,4129:-63,2607:-75,725:-79,794:-80
38,2271:-60,4125:-47,4967:-60,1391:-60,434:-75,2607:-55,4221:-57,725:-65,4914:-60,4529:-66
69,4545:-83,161:-64,4149:-34,2408:-75,3193:-68,4261:-74,3188:-67,4244:-78,1999:-70,3253:-65
59,2520:-57,4773:-80,4489:-72,5141:-45,773:-60,4285:-65,5001:-50,1530:-57,3809:-66,1806:-60
14,4015:-75,838:-83,1444:-42,2180:-83,1986:-90,1335:-80,278:-86,1121:-74,3845:-82,2233:-90
37,2864:-83,3421:-84,2555:-86,2431:-87,2825:-87,2220:-86,351:-46,2724:-75,2713:-90,4572:-96
53,1537:-61,1609:-70,2814:-77,3852:-60,2024:-93,2887:-92,1128:-87,3070:-92,2811:-81,3355:-89
40,2607:-67,4027:-76,2048:-51,725:-84,1688:-77,434:-75,93:-42,4392:-77,4914:-79,2986:-77
56,4755:-63,1707:-82,143:-84,3941:-82,3659:-34,4419:-76,5001:-75,2476:-70,773:-76,4285:-62
9,4775:-57,1121:-61,4090:-57,4015:-61,2595:-64,3963:-44,2266:-57,4177:-45,1191:-57,311:-45
9,3296:-60,2595:-54,616:-44,2567:-57,2415:-44,1986:-54,3354:-51,234:-54,1019:-51,1953:-56
9,540:-72,1188:-62,2496:-45,3929:-57,234:-61,1986:-61,3378:-41,5049:-41,2621:-57,2341:-45
66,2864:-76,413:-78,2994:-73,4572:-80,2434:-80,3079:-73,1397:-79,346:-73,2431:-57,420:-82
9,2341:-73,1019:-46,2180:-57,3296:-68,3845:-57,4997:-67,3354:-46,3122:-66,234:-66,672:-67
4,2916:-81,2068:-18,2426:-69,2223:-83,3073:-73,3265:-17,3958:-63,1089:-62,867:-76,732:-74
37,2781:-75,2724:-69,3756:-85,2555:-66,351:-56,2015:-72,3561:-80,669:-79,2431:-66,2825:-80
30,3815:-79,4221:-81,4449:-80,1130:-79,738:-43,2607:-63,3569:-87,1278:-37,1355:-67,4125:-71
37,2955:-89,2015:-74,2385:-92,1946:-57,288:-79,2431:-80,3756:-90,2724:-74,2577:-90,2555:-81
44,4674:-66,193:-47,1715:-74,1381:-46,4060:-68,4543:-82,2327:-72,3538:-67,262:-75,5091:-76
56,1605:-71,2283:-88,4463:-62,2713:-63,3498:-75,5073:-55,3344:-34,,,
8,2064:-37,2150:-47,301:-67,1459:-40,4499:-77,4500:-67,629:-67,4379:-65,3125:-60,1713:-67
49,1154:-63,3287:-76,2811:-87,2887:-79,1097:-80,865:-63,1346:-86,4313:-83,509:-67,1609:-96
27,3205:-72,4539:-68,3812:-68,434:-75,566:-38,2166:-74,3758:-76,2310:-69,3705:-75,5081:-66
37,2015:-79,2497:-92,2724:-80,2555:-73,1946:-53,3421:-74,4197:-70,2955:-90,2864:-82,504:-88
3,2072:-83,3253:-87,2159:-85,1523:-78,4634:-77,3401:-84,3197:-82,3718:-76,3670:-88,5043:-44
33,310:-93,3321:-82,978:-43,2476:-87,773:-85,3819:-84,1684:-47,1888:-69,5124:-41,1964:-87
59,3659:-66,1806:-61,4260:-55,5141:-57,4755:-66,931:-72,4285:-67,4277:-72,2304:-57,2476:-76
40,1680:-82,2048:-53,738:-83,1355:-76,2818:-78,93:-44,2607:-57,5118:-84,725:-79,2465:-65
69,1872:-85,4449:-84,444:-85,4149:-38,3253:-74,1999:-77,3491:-86,3888:-81,1206:-81,4304:-86
56,1870:-74,5001:-67,2460:-81,3659:-38,4560:-79,1707:-82,2076:-81,143:-85,773:-77,1289:-84
1,713:-78,3023:-70,5039:-76,1718:-75,1121:-65,4602:-75,1413:-69,3938:-68,1498:-78,4121:-66
16,3847:-98,3003:-82,1449:-76,2769:-79,3854:-82,4823:-94,2901:-72,3213:-77,435:-79,3770:-91
56,4836:-68,1984:-70,1530:-68,564:-78,1806:-69,4066:-70,3659:-34,1870:-66,4285:-64,2520:-67
16,3213:-77,400:-69,1449:-69,4900:-72,1486:-73,435:-71,2769:-72,2346:-77,2257:-76,3003:-74
59,4285:-67,1806:-68,5001:-62,2040:-70,773:-68,4260:-70,1707:-80,1870:-78,2060:-70,5141:-59
59,2476:-74,5001:-73,2773:-63,5141:-52,3659:-69,4260:-65,436:-48,2060:-65,2040:-65,773:-71
31,1333:-45,3411:-71,4515:-89,4837:-45,4425:-51,1609:-44,3614:-74,759:-86,4596:-73,2814:-64
46,4780:-66,4836:-52,1232:-62,4899:-64,3421:-62,773:-72,2075:-58,5036:-63,4878:-29,2320:-58
79,3320:-53,362:-77,656:-77,2645:-77,3261:-76,4195:-77,717:-77,581:-74,460:-68,4118:-67
76,2551:-62,3770:-87,4333:-61,2460:-62,3958:-84,2582:-32,2426:-77,3265:-65,2068:-66,732:-70
57,2436:-72,4925:-75,4539:-32,451:-52,923:-73,3927:-76,5133:-76,3758:-69,2616:-66,434:-66
22,938:-52,3569:-62,5118:-73,1243:-61,2622:-81,2499:-78,3487:-55,2831:-75,498:-55,2241:-83
8,2150:-41,629:-65,1459:-48,1430:-80,1286:-80,301:-68,4500:-68,4379:-61,162:-67,1713:-68
9,4997:-38,1953:-49,2031:-36,5110:-36,3296:-49,1049:-39,2567:-49,3122:-38,672:-49,1472:-50
4,732:-54,867:-75,1749:-35,1089:-64,4128:-90,2426:-62,2068:-22,2223:-82,3265:-20,2916:-73
69,2398:-77,444:-77,4149:-36,3612:-76,4304:-85,1872:-67,2236:-77,1999:-75,3345:-77,496:-75
6,3329:-49,350:-61,278:-84,2610:-59,2609:-82,2533:-60,3755:-77,1214:-65,57:-73,5065:-82
87,2040:-60,151:-64,2060:-61,2773:-60,5055:-64,4644:-63,1018:-63,587:-60,4560:-64,4836:-46
50,2555:-31,2220:-58,4899:-72,4780:-68,420:-82,3421:-56,2431:-65,2864:-51,4836:-72,2597:-83
37,2431:-80,2577:-83,2864:-81,2555:-77,3756:-81,3871:-82,1916:-81,3379:-83,2713:-75,3079:-94
22,687:-67,3487:-44,498:-46,4221:-76,4048:-72,1680:-71,1914:-36,1278:-79,938:-36,5118:-73
48,4945:-75,2427:-77,527:-89,3424:-79,3729:-78,2208:-68,3498:-51,5039:-74,3079:-71,470:-70
46,4762:-76,4836:-75,420:-73,2577:-77,3379:-75,4326:-86,773:-77,3561:-73,669:-74,5153:-75
58,2408:-71,3066:-93,2818:-95,3343:-62,1308:-93,2499:-94,2607:-89,876:-96,3441:-63,109:-78
27,434:-65,2456:-45,1874:-78,738:-84,4539:-69,1829:-46,2986:-78,725:-77,255:-72,3124:-70
37,3756:-78,2724:-74,2577:-86,1916:-78,4762:-88,3561:-85,5153:-87,2015:-73,1946:-62,2864:-79
37,2994:-93,562:-91,2713:-80,2577:-82,2864:-87,2555:-82,3561:-84,5153:-84,4762:-87,2431:-78
16,520:-93,3819:-83,3854:-81,3213:-74,2901:-77,2346:-82,3770:-90,1474:-83,1486:-81,1449:-80
16,1684:-85,4419:-80,3854:-89,1980:-87,2476:-81,3003:-86,1449:-87,2346:-79,4671:-82,1474:-82
37,1916:-90,2015:-77,2713:-81,3561:-88,2577:-91,2864:-85,2724:-73,2825:-90,2220:-88,351:-49
16,3770:-76,869:-42,4823:-76,1980:-77,2372:-74,3819:-76,1660:-77,2901:-73,1486:-75,1449:-76
74,5097:-80,858:-61,3858:-81,1983:-64,2580:-87,3248:-77,877:-82,3401:-81,2865:-86,3201:-91
40,4925:-87,434:-76,4027:-88,1278:-81,1355:-78,2048:-54,2607:-70,93:-51,5118:-80,4545:-93
59,4836:-66,690:-72,4326:-80,4755:-63,4285:-57,931:-62,5001:-70,3659:-68,1806:-54,1984:-73
28,4237:-50,2165:-55,1930:-38,3043:-50,2547:-65,2915:-37,815:-66,1467:-56,3931:-61,4689:-40
4,2426:-64,2460:-80,1749:-33,3265:-21,732:-47,3958:-61,1089:-62,3073:-54,867:-69,2068:-21
46,3627:-39,4777:-48,3988:-66,1750:-85,291:-85,4302:-84,1211:-84,5137:-48,4953:-85,2293:-81
41,2920:-38,2675:-45,1594:-32,,,,,,,
2,4172:-46,656:-66,1852:-73,792:-77,2814:-87,717:-67,1220:-66,362:-65,3261:-66,2315:-70
46,1691:-71,2259:-79,3473:-78,4519:-71,3735:-81,3799:-68,5142:-54,3627:-40,3837:-65,758:-79
46,3627:-42,4927:-75,3837:-78,3473:-82,2305:-89,5142:-56,2293:-80,5137:-45,4343:-86,1110:-77
27,1135:-78,923:-75,725:-84,4539:-67,96:-79,2616:-82,1874:-76,3812:-67,398:-88,1529:-74
17,2811:-43,460:-64,3355:-93,3790:-84,865:-91,2887:-92,2784:-86,509:-74,3320:-76,3287:-92
44,770:-60,2165:-69,1715:-68,4689:-74,2549:-72,4060:-68,2037:-66,1930:-73,3820:-60,1381:-61
2,307:-46,4854:-45,64:-72,1177:-46,2848:-68,729:-46,637:-78,3715:-72,2545:-64,4962:-64
46,5142:-66,2259:-86,4343:-80,4777:-54,5137:-42,3735:-84,3627:-42,3988:-66,3799:-71,415:-81
59,4326:-70,4357:-87,5141:-48,635:-71,1806:-54,2476:-77,143:-89,4773:-82,773:-69,5001:-68
59,587:-59,4326:-70,1707:-81,5001:-60,143:-77,2060:-62,773:-66,3941:-81,4285:-57,3659:-67
37,2864:-81,3756:-82,351:-49,2015:-76,2724:-75,,,,,
14,4383:-86,3465:-71,2233:-79,616:-89,1444:-38,2180:-80,3845:-79,1426:-91,380:-93,2415:-87
14,2975:-59,1127:-57,3192:-54,3721:-61,4206:-67,278:-79,3808:-57,1823:-56,4092:-65,2135:-66
44,2165:-74,262:-63,4689:-73,4060:-60,4573:-71,3820:-49,3538:-68,392:-82,4237:-88,1467:-82
1,83:-33,2380:-53,3845:-74,3814:-71,1952:-87,2007:-35,2233:-89,4259:-49,2180:-74,929:-73
37,1397:-88,3379:-83,2864:-73,669:-82,4762:-90,1946:-48,2015:-79,2555:-68,1916:-78,2724:-76
9,616:-49,234:-60,2415:-49,1019:-60,3354:-61,2567:-44,1953:-44,1986:-61,3296:-54,672:-53
66,4619:-75,4489:-88,1916:-71,2431:-70,2220:-59,4780:-81,420:-89,3682:-85,2385:-77,3421:-61
5,782:-42,1286:-67,2047:-42,4934:-67,4112:-65,1929:-67,1607:-67,2300:-56,2019:-67,3198:-67
31,2352:-70,908:-71,409:-69,4649:-70,1333:-47,2181:-71,2944:-70,4837:-47,1471:-69,1609:-33
56,1371:-74,1289:-74,1947:-75,5141:-73,3659:-36,5001:-81,4755:-63,564:-68,773:-88,931:-69
31,2999:-86,3614:-64,4425:-53,95:-77,3742:-84,2811:-86,2814:-63,1609:-41,4515:-78,26:-83
49,1647:-53,3495:-80,1097:-46,1154:-46,326:-65,4937:-52,1193:-71,1114:-78,865:-48,3325:-77
17,4118:-60,280:-69,2693:-65,2548:-68,460:-62,2645:-63,2359:-68,1193:-63,2811:-52,3325:-69
46,1691:-67,4343:-73,2802:-73,5137:-49,984:-85,3837:-64,4777:-42,3473:-80,2293:-74,4025:-64
37,351:-41,3561:-77,3115:-70,2713:-73,4899:-80,4762:-77,2724:-68,2015:-73,669:-79,2825:-77
68,2818:-85,2534:-33,3657:-44,,,,,,,
46,2259:-71,1956:-78,1987:-70,758:-76,3627:-38,3735:-69,5137:-35,5142:-49,4519:-79,3799:-81
73,3895:-51,1779:-47,4087:-58,4377:-56,4142:-57,2227:-56,4951:-58,601:-82,3707:-57,3907:-58
59,1806:-57,5001:-70,5141:-44,143:-83,1870:-68,1707:-83,3659:-70,2882:-67,3941:-84,773:-76
9,5049:-49,3378:-44,1986:-53,234:-54,1054:-53,380:-57,2740:-57,2341:-49,3354:-63,2496:-49
50,413:-61,2994:-79,4572:-64,3421:-71,2431:-58,1916:-60,346:-70,562:-66,2555:-23,1015:-65
8,4999:-56,629:-68,2064:-39,2868:-57,4016:-81,1930:-88,301:-54,2150:-35,2165:-74,4379:-56
27,2456:-77,2174:-66,2607:-78,1855:-51,5081:-70,2048:-66,1829:-72,1305:-64,2136:-70,566:-64
74,1445:-64,2965:-50,4164:-78,698:-69,623:-63,3611:-80,895:-89,928:-75,3786:-90,4382:-80
2,1569:-51,2545:-57,784:-83,1852:-66,469:-49,4723:-59,729:-50,4747:-64,4854:-52,4172:-51
17,3852:-68,3287:-84,3325:-72,1193:-73,2024:-79,908:-68,460:-60,2548:-72,2887:-80,4313:-91
16,2769:-88,3212:-82,3819:-92,3854:-86,435:-91,1449:-87,4900:-88,4747:-84,2346:-82,4969:-79
37,2724:-70,1916:-76,2555:-73,3561:-78,2015:-72,504:-80,2431:-67,1946:-53,3421:-70,2825:-79
37,2737:-91,351:-45,2555:-84,2215:-90,841:-85,2987:-92,2015:-77,2724:-75,1482:-90,3953:-90
27,2607:-74,566:-76,1131:-60,3205:-58,2986:-69,4392:-74,1874:-79,3995:-64,3812:-55,3705:-69
2,1569:-68,4723:-82,2545:-66,4195:-66,362:-79,656:-66,4172:-46,1220:-66,729:-46,792:-66
76,2068:-67,4128:-70,2551:-69,1749:-85,670:-55,1980:-83,732:-69,3770:-86,3265:-66,2582:-35
37,2724:-74,4762:-87,3561:-88,2431:-81,669:-85,1946:-47,3421:-83,2015:-75,,
74,2606:-85,2965:-44,3113:-90,1474:-75,895:-79,4509:-44,1445:-52,3611:-71,4650:-82,4671:-78
16,4823:-82,4790:-89,435:-87,1486:-81,3770:-84,3006:-86,3003:-75,3786:-90,2901:-84,2257:-87
69,3345:-73,4149:-45,4449:-77,876:-66,4967:-67,3253:-63,444:-82,1999:-75,1872:-72,4261:-74
46,3988:-71,3627:-18,4777:-51,4519:-46,5142:-45,4025:-50,5137:-35,1813:-49,,
37,4762:-93,2724:-78,41:-58,2220:-79,2431:-83,2864:-88,3756:-88,2713:-87,2015:-85,351:-44
52,4997:-90,3198:-62,2415:-89,838:-88,3122:-90,1539:-68,616:-87,3845:-89,2180:-91,1394:-61
56,4773:-92,4755:-67,5001:-76,1346:-91,3809:-64,143:-84,2060:-70,1707:-89,3659:-39,773:-78
9,3354:-63,616:-74,2415:-75,1986:-58,2496:-67,2740:-66,380:-67,234:-58,1019:-63,2341:-67
2,1852:-76,1569:-51,469:-48,4857:-83,4723:-68,4101:-74,2811:-73,1128:-73,4854:-47,1403:-77
59,2304:-63,2040:-60,2060:-63,773:-67,587:-59,4260:-63,3809:-59,5036:-59,5141:-55,2773:-63
42,4736:-75,3682:-72,1533:-81,2124:-88,2750:-49,3088:-59,745:-74,347:-63,491:-69,294:-48
31,4649:-73,908:-63,1333:-42,26:-76,4425:-50,2814:-71,1609:-39,409:-70,2575:-68,2181:-72
49,1097:-66,3742:-88,4857:-55,865:-66,326:-72,371:-88,4937:-58,1154:-66,2760:-51,3930:-82
88,5043:-75,32:-83,2664:-87,5155:-87,2399:-85,4348:-86,4525:-84,4465:-81,3489:-85,1378:-89
90,4736:-74,1605:-68,2750:-77,3079:-44,2497:-80,4155:-78,2155:-73,4463:-70,3682:-79,3501:-82
2,656:-72,4195:-72,4172:-48,729:-52,4854:-61,1852:-71,2097:-72,2545:-67,2811:-82,97:-84
74,4650:-77,1445:-57,4041:-80,2965:-51,4509:-51,895:-87,3611:-75,623:-52,4832:-74,698:-66
56,5001:-71,3659:-41,4755:-64,1707:-84,4326:-82,2867:-80,1947:-69,773:-74,1806:-76,3941:-86
79,362:-70,4195:-63,460:-72,656:-69,717:-70,3320:-32,792:-70,2645:-73,3261:-70,1220:-75
59,5036:-64,773:-54,5001:-62,651:-57,143:-82,1806:-63,2060:-67,3809:-68,3529:-73,5141:-67
14,4383:-84,113:-71,1121:-63,4284:-84,2233:-82,2180:-80,278:-78,1590:-84,1591:-71,3845:-79
37,2385:-85,2431:-68,1916:-76,4878:-88,2864:-73,3421:-76,2724:-69,669:-84,1946:-52,3379:-81
72,4364:-83,1394:-82,1137:-66,1049:-84,4549:-63,3968:-63,290:-82,4602:-82,331:-83,4076:-74
58,1195:-80,1308:-81,573:-87,3343:-70,1733:-87,724:-75,5020:-81,109:-75,3441:-62,1278:-86
60,4287:-44,2693:-68,4273:-83,861:-68,2548:-69,3495:-44,3325:-69,2784:-82,460:-69,4118:-60
40,1355:-80,2607:-80,3815:-76,340:-87,3705:-81,2048:-55,93:-63,5104:-83,4392:-83,2499:-87
3,2000:-85,3670:-70,1832:-82,2230:-76,1474:-78,2400:-84,2720:-81,2237:-80,5043:-42,4348:-79
48,2208:-77,973:-90,2987:-89,1482:-86,632:-87,470:-77,3501:-88,745:-84,3498:-52,4842:-85
74,858:-52,4509:-55,2965:-55,1445:-53,3248:-76,895:-79,3587:-54,623:-54,3611:-75,3113:-88
37,1916:-92,2864:-84,4762:-93,5153:-93,2220:-84,1946:-62,2431:-87,2724:-71,2015:-80,3756:-86
56,773:-76,5001:-76,5036:-77,1530:-75,4285:-75,1806:-73,4419:-78,5141:-64,3659:-53,4755:-65
17,3261:-68,792:-65,3320:-68,362:-68,656:-67,4195:-62,1471:-54,2811:-55,717:-86,1220:-68
69,1152:-63,2683:-63,4149:-40,3193:-64,496:-72,3716:-62,3253:-73,4027:-80,2398:-73,1422:-90
59,4326:-73,1806:-55,5001:-65,2773:-60,4260:-61,773:-70,587:-61,5036:-61,2060:-61,2304:-62
25,2693:-87,4320:-85,1193:-87,460:-78,4195:-84,3656:-44,2645:-82,3930:-87,4118:-78,4723:-73
72,2336:-65,1188:-75,1054:-74,1498:-47,1456:-75,4602:-47,4549:-74,3462:-62,1931:-83,3968:-71
28,4237:-65,3043:-64,1467:-62,2165:-53,1930:-56,2915:-56,1518:-45,4689:-36,2516:-45,4912:-61
89,2271:-67,738:-87,3491:-86,2680:-74,2236:-84,2607:-85,4221:-87,1391:-74,1680:-80,2465:-80
16,3212:-82,1449:-86,3819:-80,4419:-77,4747:-82,1705:-82,4823:-75,3847:-80,1980:-77,3770:-81
1,1084:-72,616:-78,83:-24,3845:-72,113:-75,2007:-25,2180:-72,3296:-74,2415:-78,314:-41
56,143:-89,4285:-68,5001:-79,587:-60,151:-78,4644:-78,2040:-66,4773:-87,4260:-64,773:-73
37,2431:-68,504:-89,4836:-89,5153:-87,1861:-80,420:-84,1946:-55,3421:-74,2864:-73,2555:-75
89,3345:-77,3253:-69,876:-75,4304:-90,1680:-83,1872:-39,2316:-90,2465:-71,857:-71,240:-70
52,782:-62,1929:-57,4934:-56,1286:-55,1394:-61,1291:-65,2047:-61,4112:-69,2019:-54,4499:-58
56,4285:-73,4326:-82,5001:-77,1707:-83,773:-78,3941:-84,143:-86,3659:-45,4823:-87,4755:-69
58,3691:-71,1278:-79,738:-86,3815:-76,2408:-53,1355:-64,3441:-63,3343:-37,3169:-61,4224:-52
30,738:-46,725:-81,340:-87,2607:-68,4914:-84,2408:-81,1278:-36,3343:-85,1337:-61,2680:-84
16,2901:-74,1449:-85,3050:-84,4969:-79,2644:-89,4703:-81,1486:-85,3213:-80,2346:-77,204:-78
46,733:-79,708:-63,4285:-65,2075:-71,2320:-62,3421:-63,4878:-32,420:-66,948:-67,4836:-68
58,2408:-67,4843:-68,3441:-83,4125:-92,4224:-64,3815:-81,738:-89,3343:-55,1278:-87,1308:-82
56,5001:-75,3659:-33,1707:-86,1273:-69,4755:-74,773:-79,2052:-81,143:-90,1806:-82,3941:-88
2,729:-58,2545:-61,1569:-64,4557:-69,4051:-73,4172:-49,4469:-69,3325:-75,822:-69,4195:-75
34,1980:-81,3854:-47,4969:-77,3003:-83,1684:-89,3945:-88,555:-85,3847:-86,4823:-87,826:-83
17,3852:-73,2944:-72,1220:-61,908:-72,2811:-49,4391:-83,2181:-72,460:-72,3320:-71,792:-62
37,2825:-92,2015:-81,351:-43,2555:-78,1916:-89,2724:-74,84:-88,2220:-80,3115:-84,3561:-91
14,350:-62,2533:-61,1444:-44,2180:-80,5028:-63,4415:-72,3845:-81,2610:-61,2654:-57,3701:-58
15,1972:-64,2538:-64,1798:-64,3605:-56,4244:-64,5155:-74,2236:-64,197:-64,3913:-60,1073:-64
46,4285:-67,773:-74,5055:-74,2773:-71,3421:-67,420:-69,2060:-69,4780:-59,4326:-74,4878:-28
16,1072:-78,1980:-82,1660:-77,2476:-78,3212:-80,1380:-85,3003:-80,1449:-76,1474:-84,3847:-86
59,5141:-50,4755:-60,4419:-70,3659:-71,2882:-69,3809:-75,4560:-72,1870:-72,1806:-65,4285:-66
63,2431:-68,3421:-72,2577:-76,2825:-74,669:-75,3561:-76,2713:-63,3379:-78,1916:-75,2015:-68
59,5141:-40,2052:-77,635:-66,4285:-61,3809:-69,1806:-49,587:-60,3659:-68,4755:-58,931:-71
