219584 0:-999 857:-63 2654:-73 3161:-80 3205:-64 3531:-69 3851:-75 3874:-55 3955:-70 4288:-69 5216:-999
33631 0:-999 42:-72 230:-73 1341:-62 1528:-72 1907:-47 2354:-72 3329:-61 4873:-71 5095:-75 5216:-999
221958 0:-999 232:-41 312:-82 828:-90 1364:-60 2490:-79 3020:-83 3833:-83 4071:-75 4546:-80 5167:-77 5216:-999
221977 0:-999 23:-59 230:-91 232:-59 1137:-80 1364:-80 3020:-80 4071:-77 5216:-999
221978 0:-999 23:-60 232:-57 1364:-79 4071:-91 5216:-999
221979 0:-999 23:-67 232:-62 828:-85 1137:-82 2858:-80 3020:-82 4071:-88 4546:-91 5216:-999
221980 0:-999 23:-59 232:-55 828:-86 4071:-84 4430:-88 5167:-90 5216:-999
221981 0:-999 23:-55 232:-58 5216:-999
221982 0:-999 23:-56 232:-57 828:-83 3020:-78 5216:-999
56412 0:-999 867:-51 1256:-77 1445:-44 1665:-44 3493:-71 4605:-76 5188:-52 5206:-70 5216:-999
56465 0:-999 240:-88 611:-89 651:-89 1319:-88 2075:-91 2233:-84 3168:-46 3750:-41 5216:-999
56466 0:-999 603:-83 989:-56 1813:-48 3303:-61 3351:-81 3362:-82 3881:-50 4149:-88 4897:-86 5216:-999
36103 0:-999 106:-78 127:-57 1665:-44 2254:-83 2463:-82 3210:-68 4115:-78 4569:-79 5206:-62 5216:-999
222077 0:-999 240:-30 696:-64 860:-88 1264:-79 1606:-49 2011:-81 2075:-69 3168:-61 3828:-86 5216:-999
222095 0:-999 230:-80 232:-42 392:-80 1137:-81 1364:-70 2928:-76 3036:-83 3529:-77 4071:-75 5167:-75 5216:-999
222096 0:-999 23:-41 60:-89 230:-84 232:-38 1364:-62 2490:-72 2858:-75 2928:-85 4071:-70 5095:-93 5216:-999
36213 0:-999 230:-73 325:-76 828:-90 892:-37 1144:-55 2410:-79 3833:-83 3910:-75 4870:-74 5216:-999
56652 0:-999 200:-82 366:-77 534:-76 1419:-35 2389:-78 2644:-39 3921:-76 4075:-82 4538:-67 4660:-75 5216:-999
222245 0:-999 446:-70 1022:-72 1968:-79 1997:-73 3198:-59 3339:-60 3517:-79 3791:-79 4154:-83 4976:-79 5216:-999
222288 0:-999 127:-58 293:-90 867:-55 1256:-77 1445:-41 1665:-41 1984:-89 4569:-81 4605:-76 5206:-63 5216:-999
36404 0:-999 130:-62 359:-60 1175:-66 1819:-62 2141:-35 2540:-54 2977:-68 3774:-66 4098:-36 5183:-68 5216:-999
121517 0:-999 588:-68 631:-71 2373:-71 2409:-49 3484:-75 3536:-87 3900:-82 4449:-79 4894:-78 5144:-47 5216:-999
56826 0:-999 352:-76 421:-81 992:-70 2224:-76 3222:-54 3654:-41 3772:-77 4148:-76 4923:-80 4994:-56 5216:-999
121618 0:-999 29:-65 58:-54 1481:-81 1519:-81 2118:-76 3033:-61 3741:-52 4669:-75 4797:-68 4813:-48 5216:-999
121619 0:-999 45:-81 289:-72 840:-63 1519:-76 1923:-42 3344:-73 3741:-57 4669:-69 4797:-64 4813:-53 5216:-999
121620 0:-999 26:-75 1256:-68 1445:-36 1665:-36 1984:-83 2463:-75 3210:-70 4569:-76 4605:-72 5206:-64 5216:-999
56942 0:-999 653:-53 872:-81 889:-64 2410:-78 2631:-59 2799:-79 3036:-68 3505:-66 3529:-53 5216:-999
36543 0:-999 23:-34 232:-25 828:-83 1364:-55 2490:-75 3529:-76 4071:-57 4546:-77 5167:-79 5216:-999
36544 0:-999 23:-38 232:-31 828:-78 1364:-57 3529:-76 3833:-83 4071:-60 4335:-79 4546:-77 5167:-79 5216:-999
56947 0:-999 520:-42 579:-72 751:-72 1080:-86 1730:-76 1892:-44 2326:-78 2779:-80 3993:-81 5097:-80 5216:-999
36545 0:-999 23:-41 232:-36 392:-80 655:-85 889:-80 1253:-82 1364:-70 4071:-64 4546:-75 5167:-67 5216:-999
222597 0:-999 144:-84 310:-65 1295:-75 1901:-85 2335:-75 2940:-78 3380:-69 4131:-71 4557:-62 4821:-75 5216:-999
121774 0:-999 295:-74 366:-78 1419:-40 2644:-37 2837:-41 3484:-79 3921:-88 4538:-78 5216:-999
57083 0:-999 23:-36 42:-84 232:-37 828:-90 1137:-82 1323:-60 1364:-65 1907:-70 2490:-81 3020:-82 5216:-999
57084 0:-999 10:-83 23:-34 232:-40 312:-77 655:-89 1364:-61 2490:-73 4071:-66 4113:-88 4546:-73 5216:-999
57085 0:-999 23:-42 230:-73 232:-41 828:-86 1528:-75 3020:-73 3329:-92 4071:-66 4546:-75 5216:-999
57086 0:-999 42:-77 232:-54 828:-88 1137:-68 1364:-56 2436:-78 3020:-68 4071:-66 4430:-89 5167:-66 5216:-999
222665 0:-999 655:-71 1740:-44 2896:-42 4546:-55 5216:-999
222666 0:-999 520:-71 1175:-83 1907:-54 2028:-48 2326:-69 2793:-81 2820:-85 3053:-35 5097:-84 5216:-999
222696 0:-999 963:-87 1865:-89 2229:-88 2286:-87 3536:-51 3835:-81 3844:-84 4740:-72 4874:-84 5216:-999
121839 0:-999 42:-61 230:-75 889:-63 2410:-80 3469:-73 3910:-77 4430:-89 4483:-53 4695:-71 5095:-73 5216:-999
121840 0:-999 867:-48 1256:-71 1445:-52 1665:-54 1984:-77 3124:-71 4569:-79 5188:-48 5206:-67 5216:-999
36831 0:-999 23:-36 230:-73 232:-43 828:-90 1137:-82 1364:-59 1705:-71 2490:-77 3329:-84 4546:-83 5216:-999
121953 0:-999 208:-50 449:-36 1147:-59 1372:-55 1614:-45 1973:-51 2043:-72 3531:-69 3955:-68 4980:-46 5216:-999
121954 0:-999 714:-86 1220:-87 1380:-63 2912:-42 3607:-74 4434:-68 5216:-999
36875 0:-999 1022:-72 1128:-81 1549:-81 1997:-75 2463:-74 2970:-71 3198:-63 3339:-64 4110:-69 4611:-71 5216:-999
223034 0:-999 42:-61 325:-80 889:-65 1528:-75 3469:-67 4430:-80 4483:-30 4870:-80 5095:-69 5216:-999
223035 0:-999 42:-64 889:-64 892:-84 1341:-85 3469:-65 4430:-86 4483:-43 4695:-86 4870:-79 5095:-65 5216:-999
37097 0:-999 446:-69 1009:-68 1022:-71 1128:-73 1968:-78 1997:-76 2970:-78 3339:-61 4154:-82 4976:-76 5216:-999
223106 0:-999 310:-64 334:-74 669:-68 958:-82 1195:-65 1901:-85 2335:-78 3500:-56 4699:-67 4781:-79 5216:-999
57527 0:-999 230:-72 325:-71 1038:-81 1528:-73 2280:-83 3469:-65 4033:-82 4870:-72 5095:-67 5216:-999
57528 0:-999 3910:-77 4430:-85 4483:-40 5095:-72 5216:-999
57529 0:-999 42:-64 889:-69 1285:-82 1528:-69 2410:-70 3910:-73 4430:-75 4695:-74 5216:-999
37185 0:-999 103:-70 1007:-64 1697:-61 2451:-72 2479:-29 3692:-29 3774:-88 3993:-70 4405:-74 5216:-999
37186 0:-999 179:-50 313:-24 1069:-71 1614:-63 1809:-64 2654:-64 3161:-63 3607:-61 3955:-63 5216:-999
223190 0:-999 393:-66 831:-72 1790:-65 2018:-73 3596:-43 3863:-84 3946:-42 4470:-65 4490:-54 4733:-40 5216:-999
57626 0:-999 60:-67 230:-77 655:-70 1528:-77 2480:-79 2896:-37 3475:-77 3653:-79 4510:-75 4546:-58 5216:-999
57627 0:-999 141:-51 651:-78 1648:-59 1967:-59 2233:-74 3706:-64 4405:-55 5066:-73 5216:-999
57768 0:-999 621:-71 2261:-87 3406:-36 3482:-71 3979:-75 4822:-87 5038:-87 5078:-65 5084:-59 5103:-72 5216:-999
57798 0:-999 23:-38 232:-40 1137:-81 1364:-68 1705:-69 2436:-75 3020:-81 4071:-72 4546:-76 5167:-71 5216:-999
57800 0:-999 510:-55 540:-73 623:-73 628:-41 692:-57 1913:-84 2122:-69 2316:-72 3361:-72 4781:-80 5216:-999
37484 0:-999 94:-83 359:-76 935:-75 1175:-83 2141:-52 3105:-80 3774:-83 3978:-77 4098:-58 4598:-79 5216:-999
223461 0:-999 230:-74 232:-33 312:-81 1364:-59 2490:-70 3529:-75 3833:-78 4071:-63 4546:-76 5167:-77 5216:-999
122587 0:-999 230:-75 325:-90 1341:-51 1528:-77 1907:-61 2777:-78 2820:-66 3329:-69 3910:-75 4430:-88 5216:-999
223462 0:-999 23:-37 232:-53 392:-87 828:-92 1137:-81 1364:-61 3020:-80 4071:-69 4546:-77 5167:-83 5216:-999
223463 0:-999 23:-50 232:-28 392:-78 828:-90 863:-87 1137:-83 1364:-63 2928:-78 5167:-66 5216:-999
223464 0:-999 1586:-68 1648:-79 1730:-71 2225:-79 3053:-39 3129:-41 3706:-81 4695:-86 5216:-999
223488 0:-999 292:-69 449:-69 912:-88 1147:-47 1372:-67 1462:-71 3421:-56 4687:-39 5216:-999
122687 0:-999 10:-78 23:-32 60:-73 232:-36 312:-88 392:-78 653:-80 1364:-56 4071:-65 5167:-78 5216:-999
37649 0:-999 831:-64 1760:-55 1789:-65 2018:-60 2124:-38 2565:-85 3429:-58 3863:-85 4490:-43 4733:-39 5216:-999
223615 0:-999 23:-54 232:-52 828:-88 1137:-79 1323:-65 2490:-81 3020:-79 3843:-43 4071:-64 4546:-78 5216:-999
223616 0:-999 10:-75 230:-64 232:-49 828:-84 1137:-77 1629:-66 4160:-85 4318:-73 4546:-83 5167:-65 5216:-999
223627 0:-999 980:-66 1201:-39 1402:-85 2665:-76 2700:-46 2924:-38 3691:-81 3891:-46 5014:-69 5216:-999
58106 0:-999 240:-42 1606:-58 2075:-74 5216:-999
223711 0:-999 299:-61 334:-71 1770:-62 2384:-61 3380:-60 3924:-65 4325:-65 4557:-59 4630:-61 4699:-74 5216:-999
58139 0:-999 42:-75 230:-83 325:-89 889:-74 1528:-74 1648:-88 1907:-85 3910:-81 4870:-90 5095:-77 5216:-999
37796 0:-999 23:-50 232:-45 312:-85 1364:-58 2490:-75 3529:-83 4071:-63 4546:-75 4695:-92 5167:-69 5216:-999
58140 0:-999 42:-70 230:-81 889:-73 1907:-87 3469:-70 3910:-81 4695:-71 4870:-89 5095:-75 5216:-999
37797 0:-999 23:-35 232:-27 312:-82 392:-83 1137:-89 1364:-58 2490:-69 3020:-89 4071:-64 4546:-73 5216:-999
37798 0:-999 10:-72 23:-34 232:-54 653:-75 1364:-64 2490:-70 2858:-58 3711:-79 4071:-76 5167:-72 5216:-999
37799 0:-999 23:-45 232:-51 312:-79 1364:-58 1528:-76 2490:-66 2896:-82 3833:-81 4071:-60 5167:-71 5216:-999
37800 0:-999 23:-34 232:-34 1364:-61 4071:-63 4546:-77 5167:-79 5216:-999
58224 0:-999 446:-75 1009:-69 1997:-79 2463:-86 2674:-72 2970:-82 3198:-72 3339:-71 3517:-70 5216:-999
223859 0:-999 23:-39 232:-38 828:-90 1323:-65 1364:-67 2490:-80 2928:-78 3833:-85 4071:-59 4546:-79 5216:-999
37986 0:-999 240:-61 458:-92 482:-87 696:-91 1500:-86 2075:-84 3168:-36 3505:-90 3677:-89 4773:-82 5216:-999
38020 0:-999 3:-50 479:-59 708:-57 1076:-61 1393:-47 1790:-65 3533:-52 4557:-88 4664:-48 4828:-57 5216:-999
38021 0:-999 3:-61 708:-55 786:-65 1393:-57 2045:-71 2093:-71 2940:-76 3533:-63 4664:-52 4828:-57 5216:-999
224028 0:-999 7:-63 58:-42 88:-76 721:-67 1923:-49 2376:-62 3054:-66 3723:-53 4066:-77 5146:-72 5216:-999
224029 0:-999 249:-66 586:-75 1901:-60 2122:-45 2316:-70 2335:-63 2768:-68 3691:-82 3924:-81 3997:-79 5216:-999
58455 0:-999 293:-92 867:-54 1256:-85 1445:-37 1665:-37 1984:-81 5188:-54 5206:-82 5216:-999
38127 0:-999 208:-57 449:-54 1147:-59 1220:-84 1372:-46 1973:-52 2043:-71 4980:-42 5216:-999
38130 0:-999 42:-67 325:-83 889:-71 1341:-73 3910:-76 4483:-35 4695:-78 4870:-79 5095:-75 5216:-999
224061 0:-999 374:-77 712:-82 989:-64 1813:-49 3303:-52 3351:-75 3881:-49 4213:-83 4897:-82 5216:-999
224062 0:-999 712:-84 989:-69 1813:-49 3303:-52 3351:-73 3385:-82 3881:-49 4213:-83 4897:-82 5216:-999
224063 0:-999 446:-62 1009:-75 1968:-77 1997:-73 2970:-81 3198:-72 3339:-71 3517:-80 4110:-70 5216:-999
58526 0:-999 579:-85 1648:-74 1730:-70 1907:-61 2451:-77 2820:-77 3053:-40 3329:-77 3706:-75 4234:-70 5216:-999
224119 0:-999 230:-80 892:-57 1144:-42 1285:-75 2410:-78 3469:-59 3910:-87 4266:-87 4870:-76 5216:-999
224120 0:-999 42:-87 230:-89 892:-49 1144:-50 1285:-73 3469:-54 3910:-75 4266:-87 4870:-77 5216:-999
224121 0:-999 23:-84 392:-50 653:-84 1137:-80 3020:-70 3100:-87 3248:-72 3529:-88 3816:-83 4452:-76 5216:-999
224188 0:-999 208:-61 292:-76 449:-54 488:-82 1069:-77 1372:-53 1614:-53 1973:-55 4561:-67 4980:-44 5216:-999
