54062 0:-999 436:-73 1091:-61 1095:-90 1113:-88 1304:-81 2922:-999
33740 0:-999 80:-47 815:-73 1236:-59 1804:-66 2086:-89 2296:-59 2682:-47 2849:-46 2850:-66 2922:-999
54188 0:-999 475:-72 1056:-77 1219:-45 1582:-48 2083:-40 2405:-51 2482:-30 2537:-48 2797:-40 2922:-999
56968 0:-999 119:-84 753:-88 1091:-49 1095:-85 1113:-83 1304:-74 2014:-84 2064:-82 2715:-88 2922:-999
56969 0:-999 111:-83 685:-56 777:-67 905:-86 1258:-77 1287:-82 1365:-90 2103:-48 2188:-53 2922:-999
56970 0:-999 386:-92 448:-74 510:-93 520:-90 545:-90 1066:-88 1683:-93 1803:-92 2183:-89 2833:-89 2922:-999
36710 0:-999 119:-88 436:-71 997:-88 1091:-36 1095:-81 1113:-80 1304:-72 2630:-84 2922:-999
36715 0:-999 293:-64 448:-81 529:-63 1043:-68 1056:-78 1622:-84 2098:-62 2512:-48 2527:-77 2613:-49 2922:-999
57135 0:-999 85:-67 128:-87 483:-39 933:-56 1982:-70 1989:-56 2171:-71 2357:-56 2548:-57 2922:-999
222772 0:-999 262:-36 361:-59 715:-66 866:-71 1913:-75 2061:-42 2361:-74 2368:-64 2553:-62 2615:-60 2922:-999
121913 0:-999 232:-74 1019:-77 1218:-70 1291:-58 1492:-62 1883:-72 2154:-73 2399:-72 2598:-69 2914:-52 2922:-999
57218 0:-999 386:-82 399:-80 442:-79 638:-86 714:-62 1200:-67 1292:-62 1683:-82 1702:-83 2458:-53 2922:-999
57219 0:-999 25:-67 214:-72 398:-82 463:-69 522:-72 1471:-67 1499:-72 2403:-72 2515:-67 2580:-78 2922:-999
36967 0:-999 80:-42 1236:-56 1804:-60 2117:-69 2296:-50 2682:-42 2849:-42 2850:-60 2886:-72 2922:-999
222945 0:-999 536:-88 638:-88 918:-88 1123:-70 1200:-73 1305:-72 1622:-80 1995:-85 2527:-86 2546:-72 2922:-999
222946 0:-999 638:-86 714:-50 918:-87 1056:-79 1200:-66 1622:-82 1995:-88 2527:-86 2546:-79 2579:-82 2922:-999
36998 0:-999 777:-63 815:-63 867:-79 1200:-78 1219:-70 2117:-55 2268:-79 2421:-57 2482:-60 2752:-66 2922:-999
57435 0:-999 136:-80 601:-76 850:-88 1123:-90 2055:-76 2268:-72 2296:-47 2541:-73 2781:-78 2849:-57 2922:-999
122120 0:-999 293:-56 1056:-66 1200:-66 1242:-54 1510:-68 2305:-73 2458:-66 2482:-50 2512:-39 2613:-45 2922:-999
122121 0:-999 314:-55 369:-46 771:-59 776:-62 1320:-59 1598:-51 1718:-52 2789:-57 2916:-58 2922:-999
37047 0:-999 104:-67 174:-86 304:-64 369:-66 776:-64 1303:-63 1598:-82 1718:-81 1742:-83 2507:-88 2922:-999
223066 0:-999 348:-78 601:-65 983:-72 1803:-51 2055:-26 2183:-76 2268:-66 2296:-70 2493:-43 2768:-70 2922:-999
122252 0:-999 740:-75 860:-37 2922:-999
223224 0:-999 85:-67 128:-87 211:-73 483:-36 1236:-72 1989:-53 2117:-84 2206:-79 2357:-53 2809:-67 2922:-999
122350 0:-999 119:-92 441:-88 753:-89 997:-93 1091:-53 1304:-84 1383:-94 2064:-94 2592:-89 2715:-90 2922:-999
37273 0:-999 776:-68 1092:-54 1115:-44 2222:-71 2253:-70 2481:-74 2610:-45 2759:-54 2895:-74 2919:-60 2922:-999
57643 0:-999 155:-78 965:-91 1203:-67 1312:-66 1406:-59 1539:-85 1752:-52 1874:-79 2033:-91 2269:-84 2922:-999
57644 0:-999 436:-67 882:-90 1091:-45 1113:-75 1304:-68 1383:-81 1841:-92 2370:-89 2436:-87 2592:-83 2922:-999
122391 0:-999 104:-69 304:-54 369:-38 1090:-61 1303:-66 1598:-52 1718:-52 1742:-60 2326:-69 2667:-53 2922:-999
57677 0:-999 173:-71 461:-75 1053:-67 1324:-43 2126:-73 2176:-68 2277:-44 2418:-81 2480:-43 2768:-69 2922:-999
122470 0:-999 293:-75 777:-69 1056:-68 1200:-78 1219:-76 1361:-73 1584:-67 2482:-68 2512:-56 2613:-61 2922:-999
37418 0:-999 33:-67 323:-75 1291:-60 1642:-63 1699:-45 1712:-41 1993:-50 2051:-65 2598:-75 2914:-61 2922:-999
57785 0:-999 81:-81 458:-77 694:-39 1165:-54 1260:-81 1619:-48 1629:-78 2112:-39 2562:-66 2663:-55 2922:-999
37481 0:-999 232:-69 694:-62 730:-62 827:-62 1492:-84 1619:-57 1900:-57 1997:-62 2112:-65 2748:-65 2922:-999
37642 0:-999 81:-78 210:-78 502:-89 772:-66 1146:-84 1492:-73 1712:-83 1964:-64 2051:-66 2059:-89 2922:-999
57995 0:-999 119:-88 294:-92 997:-88 1091:-38 1095:-88 1113:-89 1304:-79 2064:-89 2592:-91 2630:-88 2922:-999
58055 0:-999 244:-80 314:-31 440:-80 496:-77 746:-76 777:-32 792:-72 1258:-81 1817:-74 1929:-79 2922:-999
37716 0:-999 403:-70 740:-64 860:-44 940:-86 948:-92 1371:-77 2369:-85 2922:-999
223688 0:-999 22:-73 91:-73 232:-77 589:-66 1078:-47 1247:-49 1958:-75 2022:-49 2204:-77 2802:-48 2922:-999
122865 0:-999 80:-62 391:-79 1236:-45 1803:-79 1804:-36 2095:-71 2296:-37 2493:-71 2768:-83 2850:-36 2922:-999
122891 0:-999 227:-60 314:-76 349:-60 771:-63 777:-60 1263:-65 1929:-71 2080:-65 2525:-58 2852:-71 2922:-999
122892 0:-999 128:-88 136:-81 601:-80 777:-81 867:-86 1804:-74 1824:-78 2117:-68 2296:-71 2850:-75 2922:-999
122893 0:-999 85:-68 128:-79 211:-71 483:-36 1236:-85 1989:-52 2117:-69 2357:-52 2791:-80 2809:-68 2922:-999
122894 0:-999 85:-67 601:-94 1236:-88 1989:-51 2117:-72 2268:-85 2357:-51 2774:-73 2922:-999
122895 0:-999 85:-61 128:-85 483:-51 990:-83 1989:-53 2357:-53 2791:-93 2809:-61 2922:-999
122896 0:-999 85:-64 128:-86 483:-32 990:-85 1989:-53 2117:-71 2296:-93 2357:-53 2474:-82 2809:-64 2922:-999
122897 0:-999 232:-61 1019:-86 1492:-68 1619:-54 1836:-86 1900:-54 1964:-76 2112:-52 2223:-88 2748:-52 2922:-999
58193 0:-999 448:-67 453:-78 1392:-77 1525:-83 1564:-81 1720:-36 2098:-73 2327:-79 2482:-60 2527:-78 2922:-999
223843 0:-999 601:-81 1763:-86 1803:-43 1804:-85 2055:-46 2067:-85 2095:-51 2493:-51 2768:-68 2850:-78 2922:-999
223855 0:-999 188:-72 252:-62 268:-44 1285:-92 1332:-90 1686:-73 1782:-65 2038:-81 2120:-64 2573:-44 2922:-999
38031 0:-999 214:-70 463:-68 522:-69 715:-82 1260:-84 1499:-70 1673:-84 2365:-76 2403:-69 2686:-76 2922:-999
123152 0:-999 104:-69 304:-65 369:-37 1090:-58 1718:-54 1860:-82 2326:-73 2507:-43 2667:-66 2730:-76 2922:-999
38098 0:-999 581:-42 617:-54 804:-73 1371:-68 1393:-61 1688:-76 1748:-75 2400:-49 2609:-74 2654:-34 2922:-999
58465 0:-999 481:-77 489:-74 771:-34 777:-67 792:-75 794:-68 1743:-42 2103:-77 2478:-72 2922:-999
38182 0:-999 448:-85 529:-51 1219:-71 1361:-79 1470:-76 1622:-77 2098:-79 2482:-68 2512:-52 2613:-66 2922:-999
38231 0:-999 104:-57 116:-55 369:-49 818:-47 1442:-79 1598:-37 1718:-37 1742:-46 2507:-49 2730:-59 2922:-999
123482 0:-999 740:-71 860:-39 1371:-89 2369:-89 2922:-999
38494 0:-999 265:-79 448:-69 453:-74 529:-81 909:-84 1392:-79 1720:-44 2098:-81 2327:-80 2482:-58 2922:-999
123625 0:-999 386:-78 487:-86 520:-81 638:-78 1258:-79 1411:-72 1441:-64 1489:-79 2080:-67 2549:-72 2922:-999
123631 0:-999 25:-32 214:-64 463:-63 501:-68 522:-64 736:-76 1471:-58 1499:-64 2403:-64 2515:-71 2922:-999
58939 0:-999 90:-83 123:-76 195:-68 303:-55 512:-89 709:-71 767:-67 1415:-80 1715:-62 2343:-48 2922:-999
58941 0:-999 244:-82 386:-77 399:-78 440:-68 746:-77 777:-32 1107:-81 1411:-76 1783:-80 2618:-82 2922:-999
158710 0:-999 581:-52 617:-63 804:-82 1371:-76 1393:-63 1748:-88 2400:-51 2449:-88 2609:-88 2654:-51 2922:-999
158726 0:-999 90:-71 123:-78 195:-59 303:-50 512:-74 709:-66 1046:-57 1415:-78 1715:-65 2343:-38 2922:-999
158727 0:-999 90:-61 123:-79 303:-50 709:-63 757:-50 779:-61 1415:-80 2084:-62 2586:-50 2747:-62 2922:-999
158834 0:-999 173:-79 348:-77 552:-62 1053:-82 2129:-69 2176:-68 2277:-59 2418:-69 2480:-54 2768:-78 2922:-999
158835 0:-999 173:-75 348:-77 552:-64 1053:-81 2129:-71 2176:-76 2277:-63 2418:-66 2480:-57 2768:-79 2922:-999
123942 0:-999 314:-73 777:-75 980:-83 1109:-81 1219:-67 1263:-76 1929:-54 2482:-76 2789:-72 2852:-31 2922:-999
124048 0:-999 119:-75 997:-83 1091:-48 1095:-76 1113:-83 1304:-74 2922:-999
59436 0:-999 232:-65 641:-79 809:-71 1492:-73 1619:-46 1900:-45 1964:-62 2112:-62 2239:-78 2748:-61 2922:-999
59466 0:-999 403:-72 581:-88 740:-52 860:-44 940:-78 1962:-95 2102:-89 2367:-91 2369:-74 2654:-88 2922:-999
59467 0:-999 403:-85 740:-61 860:-31 940:-84 2680:-93 2922:-999
159110 0:-999  2922:-999
159111 0:-999  2922:-999
159134 0:-999 659:-86 737:-69 1159:-71 1475:-85 2147:-70 2922:-999
39194 0:-999 403:-75 740:-73 940:-89 1924:-90 2658:-92 2922:-999
39195 0:-999 403:-76 429:-91 500:-91 740:-47 860:-51 940:-85 1371:-69 2239:-94 2367:-94 2680:-80 2922:-999
39295 0:-999 104:-68 304:-57 369:-47 1090:-63 1442:-76 1598:-33 1718:-34 1742:-48 2667:-61 2730:-66 2922:-999
124394 0:-999 188:-75 252:-83 268:-38 334:-77 1049:-67 1332:-84 1695:-83 2120:-58 2194:-87 2573:-40 2922:-999
59837 0:-999 214:-82 463:-75 522:-80 712:-59 1499:-82 1784:-89 2403:-82 2460:-62 2526:-41 2660:-75 2922:-999
124588 0:-999 740:-65 860:-33 1371:-89 2922:-999
171520 0:-999 265:-59 909:-58 1219:-30 1392:-46 1564:-60 1582:-53 2327:-57 2405:-53 2482:-38 2797:-51 2922:-999
124649 0:-999 403:-91 740:-63 860:-34 940:-90 2922:-999
124666 0:-999 104:-78 709:-63 820:-68 1046:-66 1330:-58 1598:-80 2312:-64 2390:-68 2532:-60 2667:-70 2922:-999
159652 0:-999 119:-72 294:-80 436:-81 997:-76 1091:-45 1113:-71 1304:-72 2391:-71 2592:-73 2630:-80 2922:-999
171655 0:-999 119:-71 436:-63 753:-85 1091:-44 1113:-82 1304:-69 2064:-78 2592:-81 2922:-999
124797 0:-999 293:-80 314:-79 1056:-73 1173:-73 1219:-72 1361:-74 2482:-66 2512:-44 2613:-52 2797:-79 2922:-999
159737 0:-999 238:-76 307:-80 309:-52 963:-65 1304:-78 1786:-34 1874:-83 1892:-39 2044:-75 2165:-85 2922:-999
60128 0:-999 53:-74 680:-43 1053:-73 1078:-48 1267:-37 1492:-79 2022:-38 2484:-74 2598:-84 2802:-43 2922:-999
124898 0:-999 293:-41 314:-70 1056:-70 1219:-69 1361:-62 2482:-66 2512:-53 2537:-77 2613:-58 2752:-79 2922:-999
160066 0:-999 358:-92 965:-86 1203:-68 1312:-68 1406:-95 1641:-89 1752:-50 1874:-86 2147:-95 2922:-999
60523 0:-999 79:-84 94:-85 980:-85 1103:-85 1107:-86 1783:-84 2098:-75 2327:-82 2482:-64 2527:-74 2922:-999
60530 0:-999 232:-61 809:-70 1099:-80 1492:-64 1619:-42 1900:-42 1964:-70 2112:-44 2239:-72 2748:-44 2922:-999
60557 0:-999 448:-79 552:-80 1066:-82 1230:-80 1452:-89 1793:-82 1898:-82 2054:-88 2644:-88 2768:-82 2922:-999
60558 0:-999 92:-75 173:-82 391:-49 983:-75 1531:-76 1803:-49 1805:-74 2055:-53 2493:-58 2768:-78 2922:-999
60559 0:-999 45:-85 173:-83 348:-86 448:-78 1066:-82 2029:-85 2183:-74 2688:-83 2768:-82 2833:-83 2922:-999
60560 0:-999 391:-78 1236:-52 1300:-82 1803:-78 1804:-59 2095:-82 2296:-63 2320:-82 2849:-78 2850:-59 2922:-999
60561 0:-999 581:-48 617:-66 1371:-82 1393:-82 1748:-85 2400:-73 2609:-86 2654:-48 2922:-999
172204 0:-999 304:-52 369:-39 776:-76 1090:-54 1598:-40 1718:-40 2326:-66 2339:-72 2667:-59 2730:-59 2922:-999
160215 0:-999 104:-82 304:-65 369:-66 776:-72 1090:-74 1484:-65 1598:-70 1718:-69 1742:-62 2730:-88 2922:-999
160216 0:-999 104:-73 116:-74 304:-63 1090:-67 1303:-74 1484:-62 1598:-60 1718:-60 1742:-67 2730:-75 2922:-999
160335 0:-999 601:-83 697:-87 706:-79 1803:-77 1805:-40 1982:-75 2055:-78 2296:-53 2849:-70 2850:-49 2922:-999
125538 0:-999 303:-57 709:-74 1434:-60 1562:-78 1605:-67 1715:-78 2167:-66 2343:-67 2662:-48 2739:-65 2922:-999
61158 0:-999 19:-47 80:-51 448:-81 1173:-79 1300:-81 2117:-69 2143:-78 2682:-50 2849:-62 2922:-47
61159 0:-999 374:-69 776:-55 1115:-50 2222:-76 2253:-77 2326:-72 2339:-69 2507:-78 2610:-56 2919:-63 2922:-999
125993 0:-999 28:-85 91:-84 210:-77 772:-70 786:-81 879:-82 947:-75 1019:-70 1883:-73 2051:-69 2922:-999
160962 0:-999 155:-82 1203:-74 1304:-88 1312:-78 1406:-72 1641:-66 1752:-61 1892:-93 2292:-83 2440:-89 2922:-999
126048 0:-999 411:-47 649:-77 911:-75 1098:-43 1222:-41 1367:-68 1557:-65 1879:-68 2285:-61 2575:-55 2922:-999
126127 0:-999 88:-80 201:-75 933:-43 1982:-59 1989:-47 2117:-75 2171:-59 2296:-85 2320:-84 2548:-49 2922:-999
126194 0:-999 104:-73 369:-52 776:-63 1115:-76 1598:-55 1718:-54 2507:-52 2667:-64 2730:-78 2901:-47 2922:-999
161165 0:-999 232:-88 772:-70 1146:-70 1218:-75 1291:-58 1628:-75 1655:-58 1712:-70 2154:-82 2914:-56 2922:-999
173238 0:-999 37:-52 205:-64 251:-71 974:-44 1249:-52 1274:-50 1359:-53 1942:-48 2418:-79 2661:-53 2922:-999
126320 0:-999 494:-73 685:-72 1258:-70 1287:-69 1441:-72 1489:-70 1624:-50 1631:-50 2188:-72 2620:-69 2922:-999
161285 0:-999 188:-72 252:-68 268:-24 334:-85 425:-89 1049:-63 1782:-71 2120:-59 2315:-85 2573:-45 2922:-999
173308 0:-999 442:-63 762:-75 831:-78 1293:-78 1560:-91 1702:-86 1928:-92 1995:-75 2267:-90 2922:-999
173358 0:-999 123:-91 513:-83 709:-89 746:-84 872:-27 1237:-88 1363:-87 2087:-82 2626:-48 2831:-56 2922:-999
126374 0:-999 232:-59 641:-89 809:-78 1492:-66 1619:-45 1900:-46 1964:-75 2112:-47 2239:-80 2748:-48 2922:-999
126404 0:-999 715:-81 801:-84 985:-74 1085:-85 1279:-69 1792:-77 2223:-71 2396:-77 2437:-79 2660:-71 2922:-999
126472 0:-999 104:-65 369:-41 776:-67 818:-55 1090:-63 1303:-69 1742:-54 2507:-41 2667:-62 2730:-83 2922:-999
161471 0:-999 369:-40 818:-47 1090:-58 1303:-54 1442:-84 1598:-34 1718:-34 1742:-46 2507:-40 2667:-50 2922:-999
173640 0:-999 273:-73 462:-40 497:-83 951:-85 1332:-72 1509:-51 1551:-84 1737:-85 1899:-76 2922:-999
126661 0:-999 232:-63 809:-69 1099:-79 1492:-71 1619:-46 1900:-45 1964:-76 2112:-51 2239:-74 2748:-51 2922:-999
161786 0:-999 40:-76 173:-66 448:-75 545:-77 1300:-76 1349:-78 1898:-43 2183:-85 2768:-43 2855:-77 2922:-999
126849 0:-999 127:-88 453:-85 520:-85 831:-88 918:-80 1525:-84 1702:-78 1918:-87 2098:-78 2482:-83 2922:-999
161825 0:-999 45:-69 53:-82 205:-71 635:-73 743:-79 974:-76 1053:-73 2129:-64 2176:-64 2484:-81 2922:-999
173893 0:-999 232:-55 809:-68 1492:-71 1619:-55 1900:-55 1964:-72 2112:-54 2239:-67 2748:-54 2922:-999
126902 0:-999 183:-83 581:-42 617:-60 1371:-67 1393:-60 1688:-83 2400:-74 2654:-42 2680:-88 2922:-999
62287 0:-999 88:-54 211:-57 448:-70 482:-71 483:-71 815:-66 1300:-70 1849:-58 2421:-54 2849:-72 2922:-999
173930 0:-999 85:-55 483:-29 601:-80 1804:-85 1989:-53 2117:-66 2357:-53 2809:-55 2850:-76 2922:-999
173941 0:-999 369:-42 579:-80 776:-65 1090:-67 1598:-59 1718:-60 2326:-66 2507:-42 2667:-60 2730:-72 2922:-999
173990 0:-999 579:-75 776:-49 1092:-61 1115:-42 1733:-78 1860:-85 2326:-72 2610:-42 2759:-61 2895:-76 2922:-999
173991 0:-999 45:-75 173:-73 552:-73 850:-78 1230:-72 1452:-49 2054:-49 2060:-64 2129:-64 2768:-82 2922:-999
174051 0:-999 104:-64 304:-61 369:-45 579:-77 1303:-65 1442:-91 1598:-47 1718:-47 2555:-85 2667:-59 2922:-999
118985 0:-999 25:-45 214:-80 463:-81 501:-83 522:-80 1353:-45 1499:-80 2403:-80 2686:-82 2719:-82 2922:-999
119466 0:-999 12:-42 199:-60 424:-43 661:-59 1178:-42 1270:-43 1367:-81 1790:-73 1883:-26 2290:-78 2922:-999
119878 0:-999 55:-85 508:-79 520:-80 779:-79 836:-83 1336:-87 1525:-80 2084:-86 2657:-83 2867:-84 2922:-999
119985 0:-999 74:-78 387:-61 411:-75 599:-73 1045:-88 1222:-61 1879:-78 2245:-73 2285:-77 2593:-76 2922:-999
120560 0:-999 389:-72 608:-64 840:-51 1603:-56 1931:-60 1960:-38 2310:-62 2409:-54 2647:-68 2743:-60 2922:-999
120856 0:-999 32:-73 80:-44 448:-72 815:-77 2268:-78 2296:-67 2682:-44 2849:-47 2922:-49
121162 0:-999 90:-73 219:-68 288:-85 606:-67 684:-63 825:-54 1802:-71 2007:-49 2278:-63 2394:-75 2922:-999
121913 0:-999 232:-74 1019:-77 1218:-70 1291:-58 1492:-62 1883:-72 2154:-73 2399:-72 2598:-69 2914:-52 2922:-999
122120 0:-999 293:-56 1056:-66 1200:-66 1242:-54 1510:-68 2305:-73 2458:-66 2482:-50 2512:-39 2613:-45 2922:-999
122121 0:-999 314:-55 369:-46 771:-59 776:-62 1320:-59 1598:-51 1718:-52 2789:-57 2916:-58 2922:-999
122252 0:-999 740:-75 860:-37 2922:-999
122350 0:-999 119:-92 441:-88 753:-89 997:-93 1091:-53 1304:-84 1383:-94 2064:-94 2592:-89 2715:-90 2922:-999
122391 0:-999 104:-69 304:-54 369:-38 1090:-61 1303:-66 1598:-52 1718:-52 1742:-60 2326:-69 2667:-53 2922:-999
122470 0:-999 293:-75 777:-69 1056:-68 1200:-78 1219:-76 1361:-73 1584:-67 2482:-68 2512:-56 2613:-61 2922:-999
122865 0:-999 80:-62 391:-79 1236:-45 1803:-79 1804:-36 2095:-71 2296:-37 2493:-71 2768:-83 2850:-36 2922:-999
122891 0:-999 227:-60 314:-76 349:-60 771:-63 777:-60 1263:-65 1929:-71 2080:-65 2525:-58 2852:-71 2922:-999
122892 0:-999 128:-88 136:-81 601:-80 777:-81 867:-86 1804:-74 1824:-78 2117:-68 2296:-71 2850:-75 2922:-999
122893 0:-999 85:-68 128:-79 211:-71 483:-36 1236:-85 1989:-52 2117:-69 2357:-52 2791:-80 2809:-68 2922:-999
122894 0:-999 85:-67 601:-94 1236:-88 1989:-51 2117:-72 2268:-85 2357:-51 2774:-73 2922:-999
122895 0:-999 85:-61 128:-85 483:-51 990:-83 1989:-53 2357:-53 2791:-93 2809:-61 2922:-999
122896 0:-999 85:-64 128:-86 483:-32 990:-85 1989:-53 2117:-71 2296:-93 2357:-53 2474:-82 2809:-64 2922:-999
122897 0:-999 232:-61 1019:-86 1492:-68 1619:-54 1836:-86 1900:-54 1964:-76 2112:-52 2223:-88 2748:-52 2922:-999
123152 0:-999 104:-69 304:-65 369:-37 1090:-58 1718:-54 1860:-82 2326:-73 2507:-43 2667:-66 2730:-76 2922:-999
123482 0:-999 740:-71 860:-39 1371:-89 2369:-89 2922:-999
123625 0:-999 386:-78 487:-86 520:-81 638:-78 1258:-79 1411:-72 1441:-64 1489:-79 2080:-67 2549:-72 2922:-999
123631 0:-999 25:-32 214:-64 463:-63 501:-68 522:-64 736:-76 1471:-58 1499:-64 2403:-64 2515:-71 2922:-999
123942 0:-999 314:-73 777:-75 980:-83 1109:-81 1219:-67 1263:-76 1929:-54 2482:-76 2789:-72 2852:-31 2922:-999
124048 0:-999 119:-75 997:-83 1091:-48 1095:-76 1113:-83 1304:-74 2922:-999
124394 0:-999 188:-75 252:-83 268:-38 334:-77 1049:-67 1332:-84 1695:-83 2120:-58 2194:-87 2573:-40 2922:-999
124588 0:-999 740:-65 860:-33 1371:-89 2922:-999
124649 0:-999 403:-91 740:-63 860:-34 940:-90 2922:-999
124666 0:-999 104:-78 709:-63 820:-68 1046:-66 1330:-58 1598:-80 2312:-64 2390:-68 2532:-60 2667:-70 2922:-999
124797 0:-999 293:-80 314:-79 1056:-73 1173:-73 1219:-72 1361:-74 2482:-66 2512:-44 2613:-52 2797:-79 2922:-999
