219595 0:-999 384:-81 878:-64 1397:-60 1489:-44 1503:-66 1553:-65 1823:-72 2298:-60 2472:-58 3249:-999
36468 0:-999 431:-84 827:-78 1346:-80 1450:-52 1903:-92 1930:-84 2167:-61 2505:-86 2755:-78 2930:-72 3249:-999
36469 0:-999 661:-98 827:-79 953:-76 1346:-69 1450:-65 1651:-88 1930:-85 1949:-69 2014:-94 2167:-65 3249:-999
56880 0:-999 384:-82 749:-74 950:-81 1273:-79 1946:-54 2200:-60 2241:-68 2852:-84 2904:-82 3044:-47 3249:-999
56933 0:-999 257:-80 567:-73 856:-45 954:-58 1360:-64 1553:-58 1639:-58 2459:-70 2874:-41 3137:-61 3249:-999
121649 0:-999 228:-64 633:-84 800:-67 812:-58 1070:-89 1130:-56 1544:-69 2138:-66 2355:-56 2684:-64 3249:-999
56952 0:-999 583:-65 858:-79 1754:-62 1763:-62 1867:-78 1948:-71 2316:-75 2931:-67 3044:-48 3188:-77 3249:-999
56953 0:-999 362:-73 742:-78 800:-91 1070:-88 2138:-91 2392:-82 2713:-32 3249:-999
56957 0:-999 633:-80 772:-46 800:-64 812:-59 1130:-45 1544:-52 2138:-63 2355:-45 2453:-46 2684:-69 3249:-999
36639 0:-999 739:-69 884:-42 1482:-40 1561:-53 1745:-36 1993:-81 2069:-81 2103:-40 2296:-46 2939:-54 3249:-999
121776 0:-999 3:-44 573:-70 760:-86 1239:-86 1354:-59 1479:-65 1706:-82 2332:-90 2861:-89 3082:-93 3249:-999
36732 0:-999 187:-80 272:-71 384:-80 480:-63 635:-75 828:-43 925:-64 1240:-57 1286:-74 3082:-64 3249:-999
57133 0:-999 66:-81 187:-80 384:-83 474:-75 567:-70 696:-68 856:-44 1553:-66 1857:-71 2260:-78 3249:-999
121893 0:-999 220:-44 382:-73 480:-52 505:-39 828:-63 925:-52 1240:-69 1396:-69 2434:-76 2472:-72 3249:-999
222870 0:-999 583:-59 799:-54 943:-55 1553:-79 1754:-66 1807:-58 1946:-54 1948:-55 3044:-41 3078:-61 3249:-999
222871 0:-999 247:-67 349:-77 573:-78 760:-60 1239:-59 2239:-36 2241:-79 2312:-35 2465:-77 3249:-999
222881 0:-999 187:-82 664:-40 1454:-66 1720:-71 1766:-74 2096:-75 2241:-61 2644:-64 2991:-46 2996:-52 3249:-999
57393 0:-999 350:-83 630:-88 929:-64 958:-55 1389:-92 1561:-83 1785:-88 2058:-80 2213:-46 2939:-81 3249:-999
57503 0:-999 799:-60 883:-68 943:-61 1066:-69 1754:-55 1763:-79 1807:-81 1948:-64 2613:-71 3044:-45 3249:-999
57504 0:-999 288:-75 491:-61 1363:-62 1488:-37 1578:-55 2199:-68 2473:-55 2977:-68 2990:-37 3151:-63 3249:-999
37151 0:-999 52:-76 1072:-59 1536:-75 1649:-60 1812:-52 2021:-52 2040:-75 2056:-60 2732:-74 3085:-68 3249:-999
57563 0:-999 362:-89 633:-80 1070:-83 1130:-46 1482:-90 1901:-85 2069:-84 2103:-91 2138:-54 2355:-46 3249:-999
122278 0:-999 633:-81 800:-60 812:-56 1070:-85 1130:-49 1901:-85 2355:-49 3249:-999
122279 0:-999 53:-52 175:-83 877:-49 1017:-64 1536:-38 2091:-63 2225:-66 2512:-53 3067:-63 3249:-999
122280 0:-999 53:-53 175:-84 877:-51 1017:-72 1536:-32 2021:-81 2091:-65 2225:-67 2512:-55 3067:-72 3249:-999
122281 0:-999 782:-67 950:-78 1205:-63 1928:-78 1971:-57 1989:-66 2067:-56 2295:-56 2833:-64 2921:-67 3249:-999
223194 0:-999 247:-73 573:-83 710:-57 1043:-51 1706:-69 2014:-50 2085:-74 2197:-58 2334:-51 2930:-64 3249:-999
122466 0:-999 346:-56 623:-79 887:-57 1371:-57 1912:-43 2150:-41 2301:-82 2470:-80 2784:-43 3149:-83 3249:-999
223366 0:-999 177:-48 179:-56 235:-59 384:-77 845:-44 1273:-84 1397:-59 1489:-54 2298:-58 2434:-62 3249:-999
122511 0:-999 177:-37 235:-60 845:-37 878:-61 1489:-43 1553:-74 1770:-74 1823:-60 3137:-68 3249:-999
37451 0:-999 131:-82 505:-44 828:-65 1396:-72 1553:-68 2307:-73 2387:-78 2434:-75 2472:-78 2825:-74 3249:-999
37452 0:-999 220:-47 272:-84 356:-86 480:-57 505:-45 828:-61 925:-57 1240:-59 1396:-68 2833:-87 3249:-999
37504 0:-999 664:-78 1128:-40 1190:-73 1454:-69 1595:-80 2096:-88 2236:-73 2644:-82 3110:-77 3249:-999
37517 0:-999 175:-45 681:-82 877:-75 1033:-43 1514:-74 1806:-73 1812:-73 2021:-77 2056:-65 2091:-81 3249:-999
57882 0:-999 3:-41 573:-63 760:-79 1239:-80 1354:-53 1479:-55 1706:-75 3249:-999
57982 0:-999 738:-70 1608:-48 1646:-92 1853:-79 1981:-67 2052:-39 2055:-68 2688:-80 3227:-86 3249:-999
223662 0:-999 362:-81 742:-84 1070:-89 1859:-89 2036:-91 2392:-51 2523:-78 2623:-90 2713:-68 3249:-999
223663 0:-999 362:-87 742:-87 800:-94 1859:-92 2036:-90 2138:-93 2392:-59 2414:-81 2523:-74 2713:-64 3249:-999
223679 0:-999 799:-64 943:-67 1763:-52 1807:-55 1946:-55 1948:-59 1966:-78 2303:-65 3044:-43 3140:-66 3249:-999
122860 0:-999 184:-87 426:-69 1376:-70 1892:-84 2734:-34 2770:-83 2816:-85 3249:-999
122879 0:-999 228:-91 362:-73 742:-68 996:-90 2138:-88 2324:-90 2392:-46 2523:-78 2684:-90 2713:-56 3249:-999
223809 0:-999 111:-81 175:-45 1033:-46 1514:-82 1806:-79 1812:-82 2021:-78 2091:-81 2188:-54 2385:-85 3249:-999
223810 0:-999 187:-85 195:-48 384:-77 555:-69 691:-75 710:-85 1579:-36 2181:-72 2197:-85 2505:-71 3249:-999
37899 0:-999 228:-54 633:-75 772:-47 1130:-50 1544:-56 1901:-84 2138:-63 2355:-48 2453:-48 2684:-57 3249:-999
123052 0:-999 883:-67 1273:-77 1763:-64 1946:-53 1948:-58 1966:-85 2157:-80 2542:-84 2746:-79 3078:-72 3249:-999
58398 0:-999 111:-85 175:-46 204:-85 657:-90 1033:-52 1067:-82 2021:-78 2225:-84 2385:-82 3249:-999
58399 0:-999 175:-54 877:-76 1017:-87 1033:-50 1536:-76 2021:-71 2056:-74 3067:-85 3249:-999
123142 0:-999 384:-80 799:-66 943:-67 1273:-76 1946:-54 2200:-78 2241:-82 2374:-87 2704:-78 3044:-64 3249:-999
123158 0:-999 53:-46 340:-82 877:-50 935:-91 1081:-86 1521:-79 1536:-40 2056:-85 2512:-46 3067:-60 3249:-999
58473 0:-999 696:-59 856:-39 954:-63 1360:-64 1553:-54 1639:-63 2260:-75 2874:-41 2879:-72 3137:-59 3249:-999
38282 0:-999 346:-61 887:-72 1371:-65 1741:-81 1912:-38 2022:-81 2150:-46 2470:-84 2784:-46 2873:-78 3249:-999
58664 0:-999 583:-66 799:-69 943:-75 1763:-56 1946:-51 1948:-57 2613:-64 2704:-64 3044:-47 3078:-78 3249:-999
38346 0:-999 362:-73 742:-83 2036:-94 2324:-85 2392:-86 2523:-51 2713:-39 3249:-999
58780 0:-999 66:-63 567:-66 692:-39 858:-62 1066:-56 2143:-67 2316:-69 2374:-62 2619:-63 2891:-54 3249:-999
38441 0:-999 1:-90 633:-76 800:-55 812:-53 1130:-51 1544:-53 2103:-87 2138:-56 2355:-52 2684:-58 3249:-999
38515 0:-999 53:-54 877:-41 935:-88 1017:-70 1438:-79 1536:-41 2091:-64 2512:-54 3067:-69 3249:-999
58865 0:-999 228:-54 633:-81 772:-44 800:-51 1130:-44 1544:-44 2138:-57 2355:-45 2453:-43 2684:-53 3249:-999
38530 0:-999 362:-62 742:-80 1366:-90 2392:-79 2449:-84 2523:-53 2623:-93 2713:-37 3249:-999
158551 0:-999 633:-80 800:-53 1070:-87 1130:-44 1901:-85 2069:-83 2138:-53 2355:-41 3249:-999
58959 0:-999 64:-69 384:-89 591:-86 692:-55 883:-78 1273:-82 2241:-75 2316:-71 2816:-59 3082:-65 3249:-999
158585 0:-999 228:-62 772:-47 800:-57 812:-55 1130:-36 1544:-55 2138:-47 2355:-36 2453:-46 2684:-61 3249:-999
158586 0:-999 228:-62 742:-84 800:-54 1070:-78 1130:-42 1544:-50 1901:-78 2138:-55 2355:-41 2684:-62 3249:-999
158587 0:-999 228:-62 633:-77 772:-54 800:-58 1544:-50 2138:-58 2355:-39 2453:-55 2684:-64 3249:-999
123782 0:-999 66:-71 384:-85 583:-61 950:-88 1273:-79 1604:-70 1754:-58 1763:-58 1946:-64 3044:-50 3249:-999
123783 0:-999 664:-51 1128:-73 1454:-65 1766:-74 1903:-74 2083:-60 2096:-71 2644:-54 2991:-36 3082:-79 3249:-999
158692 0:-999 37:-64 183:-69 486:-43 562:-43 1556:-33 1670:-64 1732:-63 1807:-58 2347:-69 2529:-32 3249:-999
158711 0:-999 64:-71 276:-75 384:-76 531:-72 692:-40 858:-62 1659:-73 1946:-83 2374:-57 2619:-63 3249:-999
38766 0:-999 64:-70 692:-62 858:-57 883:-57 1754:-61 1948:-64 2374:-37 2619:-57 2816:-61 3044:-66 3249:-999
38833 0:-999 901:-86 953:-68 1095:-68 1346:-69 2085:-84 2334:-79 2335:-68 2866:-69 2930:-74 3249:-999
59244 0:-999 177:-35 235:-56 384:-74 845:-38 1397:-58 1489:-44 1530:-76 1770:-66 1823:-78 2298:-57 3249:-999
158895 0:-999 177:-33 235:-56 384:-66 696:-55 845:-44 1397:-49 1489:-35 2298:-49 3082:-63 3137:-58 3249:-999
123996 0:-999 883:-70 950:-86 1273:-80 1928:-84 1946:-59 1966:-77 2157:-78 2542:-77 2904:-82 3044:-47 3249:-999
124008 0:-999 664:-63 741:-75 1454:-54 1904:-68 2075:-74 2083:-79 2356:-85 2996:-74 3249:-999
124009 0:-999 169:-76 735:-52 1525:-64 1906:-57 2222:-64 2672:-79 2943:-78 3249:-999
39052 0:-999 400:-55 426:-67 577:-74 1189:-51 1376:-91 1522:-71 2057:-65 2583:-77 2734:-88 2758:-49 3249:-999
39055 0:-999 64:-63 384:-75 692:-44 858:-67 1273:-80 1946:-75 2316:-65 2374:-62 2816:-64 3082:-66 3249:-999
59435 0:-999 583:-78 883:-71 1754:-57 1763:-57 1807:-66 1946:-52 1948:-63 2200:-61 3044:-44 3078:-66 3249:-999
59449 0:-999 179:-48 384:-68 567:-69 696:-64 845:-43 1489:-39 1553:-65 2394:-52 3249:-999
59460 0:-999 491:-80 508:-83 1363:-58 1488:-42 1578:-57 2199:-80 2473:-55 2977:-79 2990:-42 3151:-61 3249:-999
159117 0:-999 694:-73 953:-58 1355:-65 1450:-65 1651:-71 1903:-70 2085:-71 2335:-58 2755:-92 2831:-88 3249:-999
159138 0:-999 346:-52 887:-78 1371:-78 1741:-85 1912:-40 2087:-83 2150:-53 2301:-84 2784:-53 3249:-999
159139 0:-999 346:-53 887:-68 1371:-68 1912:-53 2022:-85 2150:-52 2224:-83 2301:-87 2405:-79 2784:-52 3249:-999
159140 0:-999 858:-71 1754:-53 1763:-55 1807:-55 1948:-56 2303:-68 2842:-63 3044:-41 3078:-61 3140:-67 3249:-999
124282 0:-999 400:-69 426:-76 577:-78 714:-79 1189:-50 1315:-66 1825:-89 2057:-62 2583:-77 2758:-58 3249:-999
124283 0:-999 362:-81 742:-84 772:-50 1070:-78 1130:-40 1697:-88 2069:-74 2103:-83 2138:-56 3249:-999
39452 0:-999 3:-43 573:-67 620:-91 897:-76 1354:-52 1479:-56 1579:-88 1706:-79 2239:-86 3249:-999
124805 0:-999 901:-73 953:-58 1651:-61 1903:-66 2085:-61 2167:-72 2196:-84 2239:-88 2930:-72 3249:-999
124806 0:-999 128:-84 431:-79 937:-72 1346:-63 1429:-66 1706:-87 1930:-65 2855:-75 2930:-81 3249:-999
159733 0:-999 901:-70 953:-59 1651:-77 1706:-76 2085:-77 2167:-70 2196:-90 2335:-58 2930:-71 3249:-999
159734 0:-999 827:-70 901:-71 1043:-65 1355:-65 1450:-64 1651:-74 1706:-67 2085:-74 2167:-70 2930:-65 3249:-999
159815 0:-999 323:-52 350:-55 739:-60 884:-60 1070:-70 1561:-55 1745:-55 2069:-69 2296:-56 2939:-55 3249:-999
159846 0:-999 175:-45 877:-72 1033:-46 1536:-76 1806:-74 1812:-79 2056:-67 2460:-89 3249:-999
159847 0:-999 187:-81 220:-69 272:-62 356:-63 480:-71 555:-72 828:-48 925:-73 1240:-55 1950:-63 3249:-999
124953 0:-999 362:-70 742:-70 800:-84 1223:-89 1697:-86 1859:-86 2036:-85 2138:-89 2392:-52 2713:-55 3249:-999
60264 0:-999 3:-81 573:-86 827:-77 1043:-74 1579:-86 1706:-72 1903:-78 2014:-82 2334:-82 2930:-71 3249:-999
60265 0:-999 901:-53 1095:-69 1346:-68 1651:-83 1706:-79 1903:-85 2085:-83 2167:-52 2674:-87 2930:-69 3249:-999
125050 0:-999 400:-67 426:-73 1189:-49 1315:-85 1376:-90 1522:-78 1685:-81 2057:-65 2583:-87 2758:-49 3249:-999
125051 0:-999 400:-65 426:-70 963:-88 1189:-51 1315:-77 1522:-80 1685:-81 2057:-68 2583:-71 2758:-51 3249:-999
172029 0:-999 64:-55 66:-60 384:-70 531:-63 692:-47 883:-75 1553:-61 2374:-58 2619:-50 3044:-70 3249:-999
172030 0:-999 64:-51 66:-58 384:-66 531:-65 692:-48 883:-68 1273:-78 1946:-80 2374:-51 2619:-58 3249:-999
60551 0:-999 300:-41 588:-61 1174:-62 1268:-51 1919:-68 1972:-52 2041:-57 2331:-55 2462:-52 3249:-999
125218 0:-999 177:-74 220:-44 266:-75 480:-49 505:-47 925:-49 1240:-69 1553:-65 1579:-73 3249:-999
60606 0:-999 532:-68 635:-64 1145:-44 1454:-56 2061:-51 2241:-45 2356:-65 2391:-40 3031:-58 3099:-70 3249:-999
160272 0:-999 362:-69 742:-64 1071:-85 1303:-83 2036:-76 2392:-57 2523:-70 2684:-81 2713:-51 2720:-82 3249:-999
60749 0:-999 1095:-68 1429:-72 1651:-82 1706:-77 1930:-72 2014:-80 2855:-68 2930:-76 3249:-999
60750 0:-999 901:-84 1095:-59 1429:-71 1651:-91 1930:-72 2014:-87 2085:-91 2167:-86 2930:-61 3249:-999
125425 0:-999 362:-65 742:-71 1739:-71 1859:-78 2036:-74 2305:-87 2392:-36 2713:-47 3249:-999
125476 0:-999 257:-82 454:-67 856:-55 2042:-49 2383:-49 2874:-58 2879:-46 3136:-67 3249:-999
60818 0:-999 633:-88 742:-88 772:-59 812:-47 1130:-52 1323:-89 1544:-47 1901:-90 2355:-52 2453:-57 3249:-999
125515 0:-999 228:-76 633:-78 772:-62 800:-54 1130:-40 1544:-60 2138:-54 2355:-41 2453:-62 2684:-80 3249:-999
125516 0:-999 633:-83 772:-42 800:-60 1130:-45 1544:-66 2138:-57 2355:-46 2453:-42 2684:-71 3249:-999
172500 0:-999 742:-76 800:-95 996:-91 1070:-95 1223:-91 2324:-92 2523:-79 2713:-61 3249:-999
125549 0:-999 64:-69 187:-87 692:-41 858:-58 1066:-65 1946:-80 2374:-57 2619:-58 2852:-84 2904:-83 3249:-999
172525 0:-999 384:-80 950:-85 1273:-79 1928:-86 1946:-55 2613:-57 2704:-59 2825:-72 2852:-84 2904:-84 3249:-999
172547 0:-999 326:-75 1027:-50 1073:-29 1613:-78 2292:-75 2313:-50 2606:-35 2850:-61 2854:-73 3121:-52 3249:-999
125608 0:-999 384:-83 950:-89 1273:-80 1928:-90 1946:-51 1948:-61 2816:-65 2852:-93 2904:-91 3044:-49 3249:-999
60937 0:-999 664:-58 1454:-54 1720:-74 1766:-72 2083:-70 2391:-69 2644:-69 2991:-50 3045:-63 3249:-999
160633 0:-999 64:-57 384:-68 531:-52 692:-33 749:-69 858:-61 2316:-57 2374:-61 2619:-61 2816:-55 3249:-999
61078 0:-999 694:-72 953:-67 1346:-55 1355:-57 1450:-61 1706:-65 1949:-63 2335:-66 2866:-77 2930:-61 3249:-999
160780 0:-999 228:-62 362:-89 633:-75 800:-63 1070:-81 1130:-40 1544:-47 1697:-86 2138:-61 2684:-62 3249:-999
125811 0:-999 772:-64 800:-64 812:-59 1130:-51 1482:-75 1544:-59 2138:-63 2355:-51 2453:-63 2684:-67 3249:-999
125812 0:-999 228:-62 633:-80 772:-47 800:-51 812:-49 1130:-33 2138:-56 2355:-34 2453:-47 3249:-999
172875 0:-999 220:-65 272:-72 356:-72 480:-69 828:-48 925:-63 1240:-58 1950:-73 2391:-76 2668:-75 3249:-999
126074 0:-999 80:-54 567:-71 696:-61 939:-49 1360:-35 2137:-71 2459:-35 2662:-67 2814:-77 3137:-61 3249:-999
126075 0:-999 1:-92 288:-87 658:-68 726:-90 1488:-60 1505:-69 1697:-87 2229:-80 2473:-49 2832:-92 3249:-999
173073 0:-999 384:-78 710:-47 768:-60 1706:-63 2197:-47 2222:-53 2334:-45 2703:-60 2912:-55 2930:-42 3249:-999
161076 0:-999 255:-69 664:-74 1454:-39 1904:-66 2042:-62 2083:-67 2096:-77 2644:-66 2991:-60 3249:-999
126184 0:-999 620:-46 1366:-75 1694:-60 1886:-85 2332:-50 2773:-49 2837:-57 2861:-50 2930:-84 3025:-62 3249:-999
61533 0:-999 1978:-80 3249:-999
