54093 0:-999 307:-86 1011:-89 1127:-76 1421:-81 1508:-76 1671:-86 2019:-76 2243:-59 2404:-74 2513:-999
55914 0:-999 316:-75 376:-61 565:-42 568:-80 794:-49 1051:-81 1533:-51 1555:-86 2327:-73 2496:-67 2513:-999
55997 0:-999 476:-45 519:-59 542:-75 646:-70 882:-84 1024:-68 1277:-56 1651:-73 1884:-74 2088:-56 2513:-999
120875 0:-999 110:-53 1004:-87 1831:-59 1926:-84 2121:-77 2513:-999
120936 0:-999 6:-70 105:-75 348:-74 654:-78 705:-77 842:-29 1188:-62 1490:-61 1779:-65 1910:-74 2513:-999
35888 0:-999 145:-82 266:-82 316:-83 349:-89 805:-69 807:-79 830:-81 1789:-85 2076:-82 2475:-86 2513:-999
120995 0:-999 1:-82 571:-62 1117:-61 1414:-72 1423:-74 1457:-33 1547:-71 1917:-63 1978:-81 2249:-72 2513:-999
56312 0:-999 1:-89 283:-91 466:-39 491:-80 915:-89 1423:-71 1477:-82 1608:-87 1920:-94 1978:-90 2513:-999
56494 0:-999 129:-71 431:-72 1089:-69 1135:-46 1286:-74 1393:-35 1547:-69 1830:-70 2023:-68 2247:-71 2513:-999
222146 0:-999 43:-84 323:-53 830:-91 1065:-75 1073:-83 1147:-85 1273:-62 1452:-78 2298:-66 2361:-78 2513:-999
121303 0:-999 3:-78 227:-77 251:-71 413:-61 914:-76 1117:-77 1423:-95 1457:-89 1487:-61 1528:-61 2513:-999
121304 0:-999 1:-76 242:-76 491:-77 753:-49 1060:-73 1457:-56 1608:-75 1770:-80 1917:-38 2249:-55 2513:-999
56609 0:-999 614:-60 800:-77 1740:-83 1765:-72 1791:-69 1824:-78 1940:-65 2245:-73 2475:-70 2509:-70 2513:-999
56610 0:-999 278:-73 792:-75 804:-85 807:-65 1286:-75 1580:-84 1847:-85 1963:-89 2247:-82 2413:-57 2513:-999
36254 0:-999 112:-49 413:-75 809:-49 816:-48 889:-38 1141:-81 1328:-49 1571:-51 1642:-58 2042:-48 2513:-999
121361 0:-999 3:-57 600:-86 841:-64 914:-56 978:-75 1368:-64 2031:-67 2080:-75 2082:-82 2272:-64 2513:-999
56683 0:-999 1:-84 19:-52 325:-70 391:-32 535:-71 545:-31 758:-72 1529:-40 1900:-84 2513:-999
222305 0:-999 1:-86 373:-70 491:-90 915:-87 1414:-79 1457:-71 1917:-70 1978:-88 2041:-89 2513:-999
222324 0:-999 1:-79 373:-66 491:-81 915:-79 1019:-74 1608:-78 1917:-33 1920:-87 2513:-999
222326 0:-999 460:-66 535:-89 568:-87 746:-72 1214:-69 1263:-83 1651:-67 2102:-63 2437:-85 2513:-999
56786 0:-999 162:-66 321:-87 323:-75 562:-71 1024:-70 1714:-57 1881:-84 1884:-80 2088:-84 2373:-47 2513:-999
222358 0:-999 422:-65 434:-82 1089:-68 1369:-44 1393:-35 1547:-73 1830:-53 2023:-72 2242:-62 2270:-71 2513:-999
36398 0:-999 316:-68 529:-74 805:-47 807:-67 830:-69 1940:-73 2063:-73 2475:-69 2513:-999
56960 0:-999 1:-77 241:-73 242:-79 373:-66 491:-77 1423:-71 1457:-32 1917:-63 2041:-73 2249:-70 2513:-999
36559 0:-999 91:-41 112:-59 726:-79 809:-58 816:-66 1328:-60 1359:-79 1623:-77 1702:-77 2042:-71 2513:-999
36560 0:-999 91:-36 112:-65 726:-79 809:-64 816:-79 889:-79 1003:-72 1328:-63 1968:-79 2042:-70 2513:-999
222557 0:-999 3:-68 227:-69 251:-73 914:-68 1117:-66 1438:-69 1528:-52 1640:-76 1715:-79 2513:-999
36754 0:-999 10:-49 283:-79 419:-69 622:-47 793:-51 913:-66 1019:-80 1130:-56 1423:-62 1457:-58 2513:-999
121880 0:-999 817:-43 1153:-59 1649:-77 1861:-75 1868:-56 1966:-69 2030:-65 2236:-84 2359:-84 2513:-999
36813 0:-999 112:-52 726:-77 809:-52 816:-49 1328:-53 1359:-77 1571:-50 1623:-75 1642:-50 2042:-49 2513:-999
36814 0:-999 3:-68 227:-76 251:-74 763:-76 841:-76 914:-68 1487:-53 1640:-81 2402:-83 2439:-86 2513:-999
121966 0:-999 10:-74 419:-71 466:-81 622:-69 795:-83 913:-61 915:-88 1130:-62 1136:-47 1423:-73 2513:-999
121967 0:-999 1:-88 10:-85 466:-53 491:-77 622:-88 793:-82 915:-87 1423:-75 1608:-86 2319:-75 2513:-999
57321 0:-999 266:-69 546:-74 607:-43 626:-86 800:-91 1789:-69 1824:-91 1940:-68 2063:-69 2475:-67 2513:-999
57329 0:-999 268:-72 316:-67 805:-56 807:-61 830:-64 1651:-75 2074:-75 2475:-74 2513:-999
57330 0:-999 266:-73 316:-62 805:-60 807:-58 830:-61 1132:-80 1452:-83 1789:-73 2074:-80 2475:-71 2513:-999
57331 0:-999 266:-71 316:-60 529:-72 542:-67 565:-67 607:-77 805:-53 807:-62 830:-54 1789:-71 2513:-999
57332 0:-999 266:-80 316:-53 529:-74 568:-73 805:-55 1081:-78 1446:-78 2307:-78 2475:-72 2513:-999
57357 0:-999 1:-78 14:-65 242:-79 491:-86 753:-48 1019:-74 1547:-70 1608:-82 1917:-40 2513:-999
57358 0:-999 361:-79 374:-44 753:-75 965:-61 1547:-76 1851:-61 1917:-77 2113:-69 2508:-73 2513:-999
57381 0:-999 3:-87 227:-85 251:-77 457:-86 914:-81 1117:-70 1381:-88 1438:-82 2439:-90 2454:-91 2513:-999
222974 0:-999 124:-58 299:-52 493:-70 862:-62 1331:-68 1808:-58 1860:-65 1861:-47 1868:-72 2043:-48 2513:-999
222982 0:-999 145:-54 266:-71 529:-79 607:-35 906:-73 1081:-72 1446:-71 1940:-68 2307:-72 2475:-59 2513:-999
222983 0:-999 10:-82 179:-71 283:-91 325:-78 466:-73 622:-80 913:-57 1136:-44 1423:-74 1941:-71 2513:-999
122159 0:-999 50:-70 519:-68 618:-80 646:-65 1024:-60 1234:-72 1457:-69 1651:-69 1884:-66 2102:-74 2513:-999
57501 0:-999 59:-62 277:-70 462:-78 838:-78 1004:-45 1079:-51 1092:-51 1637:-51 1998:-92 2121:-61 2513:-999
57519 0:-999 129:-60 140:-80 278:-69 422:-66 434:-69 961:-62 991:-81 1286:-78 2242:-72 2418:-81 2513:-999
223111 0:-999 260:-73 422:-66 904:-79 927:-74 1135:-43 1393:-30 1580:-83 2023:-74 2236:-69 2242:-63 2513:-999
57562 0:-999 391:-52 545:-50 555:-61 1572:-71 1651:-69 1819:-57 1917:-61 2513:-999
223218 0:-999 838:-68 1004:-50 1079:-46 1092:-46 1455:-68 1637:-46 1841:-69 1894:-87 2121:-65 2513:-999
122425 0:-999 12:-66 34:-77 131:-77 354:-55 800:-67 1379:-80 1614:-72 1791:-79 1824:-66 2245:-80 2513:-999
122443 0:-999 106:-80 413:-55 726:-32 816:-72 1359:-78 1487:-55 1528:-55 1623:-71 1727:-78 2042:-73 2513:-999
122483 0:-999 145:-58 529:-79 607:-38 1191:-51 1409:-68 1669:-80 1765:-87 1789:-64 2347:-52 2475:-57 2513:-999
57804 0:-999 3:-68 251:-68 413:-45 763:-82 914:-67 1117:-72 1487:-45 1528:-45 1640:-78 2080:-85 2513:-999
37510 0:-999 129:-69 268:-72 434:-76 753:-80 1286:-74 1393:-39 1547:-69 2023:-76 2236:-70 2443:-84 2513:-999
57938 0:-999 1:-83 491:-83 571:-68 753:-51 915:-82 1423:-81 1608:-78 1900:-83 1917:-47 2156:-81 2513:-999
37696 0:-999 183:-53 676:-43 831:-69 1121:-59 1573:-39 1697:-36 1988:-59 2045:-40 2056:-63 2361:-56 2513:-999
223690 0:-999 145:-52 266:-71 607:-50 830:-78 1409:-76 1789:-75 2076:-54 2094:-53 2347:-55 2475:-72 2513:-999
122851 0:-999 14:-71 753:-58 962:-47 1329:-59 1457:-62 1475:-75 1770:-76 1830:-71 1917:-47 2249:-64 2513:-999
37961 0:-999 142:-68 187:-68 368:-75 488:-67 802:-79 919:-77 1152:-60 1504:-62 1573:-84 1924:-56 2513:-999
37962 0:-999 316:-46 804:-47 807:-49 830:-68 1132:-59 1651:-63 2074:-59 2076:-57 2094:-58 2102:-80 2513:-999
37963 0:-999 145:-61 316:-54 805:-77 807:-56 830:-53 1132:-70 1651:-68 2074:-74 2076:-62 2475:-69 2513:-999
37982 0:-999 3:-75 227:-72 413:-47 763:-76 914:-72 1390:-50 1528:-47 2500:-78 2513:-999
58702 0:-999 179:-71 901:-79 1301:-62 1381:-74 1423:-71 1445:-60 2226:-48 2261:-79 2399:-74 2454:-73 2513:-999
38383 0:-999 497:-49 811:-64 962:-82 965:-61 1311:-60 1417:-68 1741:-59 1917:-82 2020:-66 2349:-34 2513:-999
158502 0:-999 110:-48 538:-79 821:-83 842:-91 1060:-91 1635:-79 1831:-65 1838:-87 2121:-76 2391:-80 2513:-999
158503 0:-999 96:-82 183:-89 365:-62 680:-46 1258:-88 1639:-92 1899:-91 2171:-90 2442:-73 2513:-999
123663 0:-999 1:-76 57:-54 491:-84 953:-46 1019:-86 1209:-72 1414:-77 1457:-75 1572:-49 1608:-85 2513:-999
158645 0:-999 43:-66 276:-87 408:-73 614:-70 676:-38 1535:-71 1573:-48 1697:-48 1740:-83 2441:-72 2513:-999
123749 0:-999 466:-63 491:-78 821:-77 1423:-69 1445:-57 1773:-79 2035:-82 2226:-47 2257:-87 2446:-78 2513:-999
123750 0:-999 10:-74 179:-69 1154:-70 1301:-83 1423:-72 1457:-69 1941:-69 2369:-67 2399:-73 2454:-72 2513:-999
158684 0:-999 59:-62 277:-77 462:-75 838:-76 1004:-50 1079:-46 1455:-74 1637:-46 2121:-41 2446:-92 2513:-999
158685 0:-999 59:-74 197:-72 462:-73 838:-78 1004:-54 1079:-44 1092:-44 1637:-44 1841:-72 2121:-43 2513:-999
158686 0:-999 59:-74 197:-70 462:-78 547:-93 1004:-50 1079:-41 1092:-41 1637:-41 1841:-72 2121:-37 2513:-999
38757 0:-999 251:-68 914:-68 1117:-68 1640:-81 1666:-75 1715:-82 2295:-77 2332:-82 2439:-75 2513:-80
59228 0:-999 112:-48 809:-48 816:-43 889:-46 923:-79 1328:-48 1571:-53 1902:-90 2042:-44 2283:-46 2513:-999
38919 0:-999 112:-49 726:-75 809:-50 816:-50 923:-71 1328:-50 1571:-52 1642:-52 2031:-79 2042:-50 2513:-999
123978 0:-999 99:-53 446:-51 584:-49 1127:-75 1396:-71 1469:-76 1791:-63 1933:-81 2172:-50 2243:-67 2513:-999
59313 0:-999 129:-51 186:-63 332:-44 434:-27 792:-69 927:-67 1153:-68 1286:-63 1619:-34 1925:-34 2513:-999
124054 0:-999 1:-88 242:-52 373:-68 994:-62 1019:-87 1272:-82 1423:-90 1457:-55 1608:-88 2125:-59 2513:-999
158969 0:-999 466:-57 647:-69 1254:-80 1445:-60 1595:-62 2054:-74 2226:-52 2285:-71 2348:-75 2446:-73 2513:-999
158970 0:-999 466:-61 1060:-68 1301:-59 1445:-60 1457:-55 1595:-67 1720:-67 2138:-70 2226:-52 2446:-68 2513:-999
158972 0:-999 371:-78 413:-50 1301:-54 1330:-64 1418:-74 1423:-69 1487:-50 1720:-63 2319:-69 2399:-79 2513:-999
159097 0:-999 3:-71 227:-66 251:-84 914:-64 1438:-66 1487:-64 1640:-74 2031:-83 2402:-89 2513:-89
159098 0:-999 316:-78 618:-74 807:-77 830:-84 1150:-74 1452:-79 1651:-83 2102:-89 2186:-57 2513:-999
59524 0:-999 19:-60 355:-67 391:-55 545:-54 671:-85 685:-56 915:-82 1024:-79 1529:-55 1900:-83 2513:-999
124242 0:-999 466:-59 733:-82 874:-85 1301:-59 1381:-54 1418:-59 1423:-71 1595:-55 2226:-46 2399:-79 2513:-999
39253 0:-999 202:-76 361:-72 374:-57 753:-60 852:-69 1547:-69 1702:-77 1851:-62 1917:-69 2439:-77 2513:-999
59600 0:-999 70:-89 431:-76 464:-87 753:-79 962:-88 1089:-71 1547:-78 1830:-74 2023:-78 2249:-89 2513:-999
39464 0:-999 43:-74 476:-84 618:-66 807:-67 1150:-68 1234:-81 1277:-87 1452:-67 2254:-72 2431:-73 2513:-999
39465 0:-999 179:-53 466:-48 1154:-53 1301:-66 1445:-60 1457:-58 1720:-69 1941:-53 2226:-48 2446:-65 2513:-999
124567 0:-999 179:-65 313:-72 647:-61 793:-66 913:-53 1003:-79 1136:-44 1154:-65 1477:-73 1941:-65 2513:-999
124568 0:-999 149:-77 227:-44 763:-71 914:-44 923:-74 1117:-75 1240:-79 1640:-50 2031:-66 2439:-59 2513:-999
124587 0:-999 74:-55 129:-64 186:-48 278:-37 434:-77 792:-48 1649:-88 2150:-74 2240:-61 2443:-47 2513:-999
59926 0:-999 129:-68 772:-70 792:-83 927:-72 1153:-80 1286:-82 1393:-16 1547:-71 1580:-87 2236:-66 2513:-999
159581 0:-999 107:-68 283:-68 408:-93 821:-61 865:-86 1301:-63 1699:-63 1720:-63 2319:-29 2446:-73 2513:-999
159582 0:-999 283:-63 413:-58 689:-84 865:-82 1301:-58 1330:-60 1487:-59 1528:-60 1871:-71 2416:-63 2513:-999
159583 0:-999 283:-87 689:-83 1301:-63 1330:-78 1423:-67 1487:-69 1528:-68 1551:-86 2319:-60 2416:-73 2513:-999
159584 0:-999 466:-77 535:-94 689:-84 1418:-88 1423:-74 1457:-60 1699:-81 2261:-73 2399:-71 2454:-65 2513:-999
159585 0:-999 10:-74 622:-79 913:-60 1136:-43 1374:-82 1423:-76 1946:-86 2261:-75 2399:-65 2454:-70 2513:-999
171677 0:-999 542:-74 804:-66 805:-48 807:-67 1081:-84 1150:-83 1446:-82 1452:-83 2076:-67 2475:-78 2513:-999
171678 0:-999 316:-64 649:-74 807:-62 1132:-69 1150:-62 1452:-65 1819:-70 1871:-71 2074:-68 2475:-74 2513:-999
171679 0:-999 266:-64 607:-79 614:-66 807:-60 830:-39 1150:-74 1480:-75 1573:-75 2441:-75 2475:-57 2513:-999
171788 0:-999 276:-88 408:-71 568:-84 645:-64 1058:-69 1131:-80 1654:-87 1740:-83 1847:-83 2437:-83 2513:-999
171789 0:-999 276:-87 408:-68 568:-86 645:-66 746:-91 865:-91 1131:-86 1740:-81 1764:-89 1847:-83 2513:-999
171825 0:-999 10:-78 413:-54 726:-29 889:-77 923:-83 1003:-68 1359:-76 1487:-54 1528:-54 2283:-77 2513:-999
125037 0:-999 110:-60 466:-87 538:-75 821:-81 1004:-87 1060:-89 1635:-74 1831:-73 2121:-78 2319:-90 2513:-999
171995 0:-999 422:-62 1089:-71 1135:-33 1369:-39 1393:-25 1830:-69 2023:-71 2236:-66 2242:-71 2247:-74 2513:-999
160142 0:-999 266:-72 316:-67 542:-83 804:-72 805:-61 807:-88 830:-72 1789:-74 2046:-81 2475:-78 2513:-999
60613 0:-999 142:-61 187:-64 488:-61 900:-58 1143:-70 1152:-64 1504:-63 1556:-80 1924:-57 2437:-75 2513:-999
60650 0:-999  2513:-999
60651 0:-999  2513:-999
172329 0:-999 1:-83 242:-77 491:-84 733:-64 1423:-83 1608:-78 1900:-83 1920:-88 1930:-78 2376:-84 2513:-999
172333 0:-999 112:-59 726:-87 809:-59 816:-64 889:-57 1328:-59 1571:-69 2031:-93 2042:-65 2283:-58 2513:-999
60752 0:-999 129:-79 260:-82 792:-85 927:-82 991:-72 1153:-81 1286:-81 1393:-36 2236:-69 2317:-82 2513:-999
60787 0:-999 6:-69 348:-68 705:-79 842:-34 1079:-71 1092:-71 1400:-80 1490:-74 1831:-85 2513:-999
172449 0:-999 43:-87 266:-70 316:-62 565:-73 789:-81 804:-78 807:-67 830:-70 1789:-68 1833:-82 2513:-999
160499 0:-999 383:-73 476:-41 519:-64 646:-67 882:-84 1024:-63 1277:-48 1884:-66 2088:-58 2102:-74 2513:-999
160500 0:-999 321:-65 476:-44 519:-72 641:-65 854:-64 882:-83 1277:-54 1884:-72 2088:-49 2154:-85 2513:-999
160545 0:-999 266:-74 316:-67 568:-71 794:-82 804:-75 805:-64 830:-70 1263:-91 1533:-74 1789:-72 2513:-999
125622 0:-999 376:-50 565:-35 804:-76 1619:-59 1625:-65 1925:-59 1932:-62 1965:-59 2046:-74 2496:-61 2513:-999
172681 0:-999 112:-49 809:-49 816:-50 889:-48 923:-76 1328:-49 1571:-61 1623:-70 1642:-61 2042:-50 2513:-999
160713 0:-999 1:-94 10:-88 726:-14 733:-92 1359:-70 1381:-90 1423:-90 1571:-90 1623:-69 2042:-80 2513:-999
61227 0:-999 1:-83 19:-53 391:-37 491:-86 535:-74 545:-39 602:-77 685:-44 1529:-49 1900:-83 2513:-999
61285 0:-999 266:-74 316:-59 404:-71 568:-69 805:-58 807:-62 906:-89 1789:-74 2100:-77 2475:-76 2513:-999
61329 0:-999 371:-76 535:-83 712:-71 1048:-72 1419:-84 1457:-63 1655:-71 1842:-79 2399:-75 2507:-51 2513:-999
173172 0:-999 179:-47 466:-43 1154:-49 1301:-68 1423:-75 1445:-52 1941:-48 2226:-48 2285:-58 2446:-57 2513:-999
161166 0:-999 162:-62 323:-73 476:-84 1024:-58 1273:-76 1714:-48 1881:-84 1884:-84 2088:-81 2513:-999
61587 0:-999 106:-91 497:-55 591:-46 811:-64 965:-77 1311:-73 1417:-71 1741:-75 2020:-70 2349:-28 2513:-999
161266 0:-999 10:-77 419:-66 622:-69 795:-59 913:-50 1130:-59 1301:-67 1423:-73 1457:-60 1595:-78 2513:-999
61660 0:-999 547:-56 617:-72 647:-68 1055:-73 1057:-67 1381:-88 1418:-54 1773:-67 2138:-85 2454:-70 2513:-999
126390 0:-999 91:-80 112:-60 726:-80 809:-59 816:-49 1328:-60 1359:-76 1623:-71 1642:-56 2042:-58 2513:-999
173453 0:-999 162:-65 323:-66 476:-79 618:-81 1024:-55 1273:-75 1881:-69 1884:-70 2088:-79 2513:-999
126487 0:-999 325:-44 373:-62 548:-60 753:-55 758:-43 962:-37 1457:-56 1917:-37 1956:-49 2249:-58 2513:-999
126569 0:-999 316:-67 618:-57 807:-61 1150:-63 1600:-76 1959:-46 2186:-48 2254:-81 2431:-79 2513:-999
61996 0:-999 266:-69 529:-64 805:-59 807:-64 830:-61 1132:-84 1932:-81 2094:-75 2475:-73 2513:-999
126653 0:-999 1:-70 325:-42 491:-77 535:-75 758:-43 1019:-77 1608:-78 1842:-54 1900:-70 2376:-77 2513:-999
126654 0:-999 1:-80 242:-64 325:-60 491:-81 758:-66 1019:-74 1608:-85 1842:-59 1900:-81 2376:-81 2513:-999
126684 0:-999 91:-81 413:-49 726:-17 793:-74 816:-72 923:-77 1359:-62 1487:-49 1528:-49 2042:-73 2513:-999
126719 0:-999 1:-80 491:-80 535:-91 753:-73 1423:-66 1608:-85 1900:-80 1920:-87 2041:-80 2399:-76 2513:-999
126720 0:-999 1:-76 491:-79 753:-58 1019:-78 1414:-64 1423:-87 1608:-81 1920:-85 2041:-79 2308:-86 2513:-999
161738 0:-999 59:-73 838:-85 1004:-65 1079:-59 1092:-59 1455:-88 1637:-59 1841:-75 2073:-75 2121:-41 2513:-999
126797 0:-999 1:-69 325:-52 548:-75 753:-49 758:-51 915:-70 962:-40 1457:-56 1917:-37 2249:-57 2513:-999
173903 0:-999 242:-81 325:-43 753:-56 758:-42 962:-45 1329:-56 1374:-73 1917:-45 2249:-62 2270:-72 2513:-999
173935 0:-999 129:-62 278:-67 431:-59 434:-69 482:-74 896:-73 927:-59 1393:-19 1966:-73 2236:-69 2513:-999
126959 0:-999 124:-54 299:-56 812:-77 940:-79 1327:-66 1808:-64 1860:-61 1887:-68 1951:-68 2394:-66 2513:-999
62314 0:-999 568:-55 746:-81 1556:-91 1701:-91 1822:-89 2223:-89 2255:-80 2416:-83 2437:-87 2513:-999
127029 0:-999 129:-81 278:-84 434:-82 927:-83 1286:-86 1393:-43 1547:-77 1830:-78 1907:-85 2236:-80 2513:-999
119083 0:-999 162:-62 476:-78 618:-74 641:-78 1024:-52 1273:-68 1714:-52 2088:-76 2373:-53 2496:-88 2513:-999
119116 0:-999 129:-49 186:-60 260:-62 268:-56 482:-68 792:-60 927:-60 991:-62 1286:-58 2317:-61 2513:-999
119228 0:-999 129:-82 278:-82 434:-78 772:-79 927:-76 1153:-85 1393:-36 1547:-84 2236:-74 2513:-999
119499 0:-999 316:-72 376:-61 565:-49 804:-80 1619:-62 1625:-74 1925:-61 1965:-61 2046:-81 2496:-67 2513:-999
119682 0:-999 319:-88 807:-70 1051:-85 1132:-77 1150:-72 1452:-71 1533:-90 1740:-86 1959:-47 2513:-999
119683 0:-999 1:-75 325:-46 753:-60 758:-45 962:-45 1329:-63 1842:-62 1917:-49 1930:-77 2270:-72 2513:-999
119955 0:-999 142:-65 187:-73 368:-82 488:-67 802:-78 900:-65 919:-78 946:-81 1152:-62 1504:-62 2513:-999
120033 0:-999 278:-81 644:-86 772:-86 858:-53 1267:-56 1347:-71 1580:-69 1778:-61 1911:-65 2413:-64 2513:-999
120250 0:-999 3:-58 841:-74 1287:-82 1313:-75 1454:-82 1487:-56 1640:-53 1981:-86 2031:-69 2272:-73 2513:-999
120572 0:-999 210:-68 365:-59 680:-48 818:-71 900:-83 1481:-49 1535:-80 2140:-79 2513:-999
120875 0:-999 110:-53 1004:-87 1831:-59 1926:-84 2121:-77 2513:-999
120936 0:-999 6:-70 105:-75 348:-74 654:-78 705:-77 842:-29 1188:-62 1490:-61 1779:-65 1910:-74 2513:-999
120995 0:-999 1:-82 571:-62 1117:-61 1414:-72 1423:-74 1457:-33 1547:-71 1917:-63 1978:-81 2249:-72 2513:-999
121303 0:-999 3:-78 227:-77 251:-71 413:-61 914:-76 1117:-77 1423:-95 1457:-89 1487:-61 1528:-61 2513:-999
121304 0:-999 1:-76 242:-76 491:-77 753:-49 1060:-73 1457:-56 1608:-75 1770:-80 1917:-38 2249:-55 2513:-999
121361 0:-999 3:-57 600:-86 841:-64 914:-56 978:-75 1368:-64 2031:-67 2080:-75 2082:-82 2272:-64 2513:-999
121880 0:-999 817:-43 1153:-59 1649:-77 1861:-75 1868:-56 1966:-69 2030:-65 2236:-84 2359:-84 2513:-999
121966 0:-999 10:-74 419:-71 466:-81 622:-69 795:-83 913:-61 915:-88 1130:-62 1136:-47 1423:-73 2513:-999
121967 0:-999 1:-88 10:-85 466:-53 491:-77 622:-88 793:-82 915:-87 1423:-75 1608:-86 2319:-75 2513:-999
122159 0:-999 50:-70 519:-68 618:-80 646:-65 1024:-60 1234:-72 1457:-69 1651:-69 1884:-66 2102:-74 2513:-999
122425 0:-999 12:-66 34:-77 131:-77 354:-55 800:-67 1379:-80 1614:-72 1791:-79 1824:-66 2245:-80 2513:-999
122443 0:-999 106:-80 413:-55 726:-32 816:-72 1359:-78 1487:-55 1528:-55 1623:-71 1727:-78 2042:-73 2513:-999
122483 0:-999 145:-58 529:-79 607:-38 1191:-51 1409:-68 1669:-80 1765:-87 1789:-64 2347:-52 2475:-57 2513:-999
122851 0:-999 14:-71 753:-58 962:-47 1329:-59 1457:-62 1475:-75 1770:-76 1830:-71 1917:-47 2249:-64 2513:-999
123663 0:-999 1:-76 57:-54 491:-84 953:-46 1019:-86 1209:-72 1414:-77 1457:-75 1572:-49 1608:-85 2513:-999
