54066 0:-999 760:-69 1004:-69 1239:-79 1646:-82 2590:-77 2784:-60 3666:-54 4246:-77 4835:-63 5409:-999
54069 0:-999 53:-72 711:-83 1429:-71 2319:-67 2370:-69 3835:-65 3940:-67 4356:-60 4518:-76 5409:-999
219801 0:-999 1429:-73 1478:-77 1680:-78 2319:-66 2591:-74 3974:-71 4356:-56 4723:-76 4732:-69 5409:-999
219802 0:-999 134:-76 485:-45 570:-62 1013:-85 1325:-73 1712:-69 2971:-32 4534:-65 4723:-64 5282:-58 5409:-999
118928 0:-999 340:-77 780:-80 1947:-83 3193:-78 3576:-79 3995:-81 4157:-80 4427:-83 4980:-86 5073:-80 5409:-999
118929 0:-999 360:-71 369:-80 934:-63 1044:-76 1448:-68 1848:-69 3070:-48 3515:-80 3776:-58 4560:-74 5409:-999
54255 0:-999 760:-74 1004:-73 1822:-67 4288:-61 4531:-81 4760:-82 5170:-53 5409:-999
54256 0:-999 1604:-64 5409:-999
54257 0:-999 866:-71 1604:-72 3038:-78 5409:-999
54258 0:-999 446:-79 866:-63 1604:-59 2514:-67 2831:-57 3207:-69 3835:-68 5409:-999
54259 0:-999 490:-57 569:-68 866:-62 1118:-72 2444:-54 2831:-61 3182:-77 3821:-60 3835:-67 4830:-61 5409:-999
54274 0:-999 228:-69 1300:-76 1696:-51 2182:-63 2306:-61 2829:-53 3973:-76 5079:-77 5104:-60 5230:-75 5409:-999
54276 0:-999 112:-77 231:-83 260:-66 2002:-79 3220:-74 3451:-86 3536:-73 3590:-69 4739:-83 4986:-75 5409:-999
119009 0:-999 20:-66 1374:-60 1375:-77 2464:-64 2845:-49 2887:-86 4065:-54 4701:-54 5146:-58 5366:-51 5409:-999
54323 0:-999 295:-72 1028:-69 1058:-68 1095:-76 2066:-72 2779:-70 4124:-54 4874:-55 5010:-65 5409:-999
33908 0:-999 340:-73 647:-91 1075:-86 2563:-80 3193:-75 3576:-69 3816:-68 3995:-77 5069:-70 5203:-70 5409:-999
33917 0:-999 53:-78 221:-91 446:-74 515:-91 1118:-87 1881:-83 1965:-85 3038:-78 3207:-77 3835:-70 5409:-999
33918 0:-999 182:-72 446:-69 1881:-81 2139:-73 3038:-73 3821:-69 3835:-69 3940:-73 4797:-72 4830:-69 5409:-999
33919 0:-999 53:-62 446:-66 711:-87 1254:-82 1429:-67 2370:-79 2600:-85 3053:-80 3453:-70 4356:-76 5409:-999
33920 0:-999 53:-64 446:-65 490:-78 1254:-79 1429:-66 2370:-77 2600:-85 3053:-78 3453:-75 4356:-76 5409:-999
33987 0:-999 6:-34 154:-30 230:-60 1539:-60 2192:-65 2447:-72 2507:-63 2963:-32 3133:-57 3817:-63 5409:-999
219999 0:-999 2623:-80 2785:-86 3757:-94 3769:-73 4157:-76 4242:-84 4566:-81 4660:-72 4980:-75 5152:-92 5409:-999
34039 0:-999 1018:-87 1300:-79 1453:-84 1696:-88 1877:-79 2306:-94 2829:-91 3308:-94 5104:-92 5230:-91 5409:-999
34040 0:-999 228:-97 1018:-84 1453:-81 1696:-83 1877:-71 2829:-85 3308:-92 5104:-91 5125:-65 5230:-94 5409:-999
220050 0:-999 240:-47 647:-85 1493:-86 1848:-70 1914:-84 3424:-53 3656:-46 3776:-71 4811:-58 5288:-50 5409:-999
34085 0:-999 569:-70 1040:-68 2021:-39 2961:-41 3211:-41 3262:-72 3501:-41 4029:-60 4475:-75 4831:-82 5409:-999
34086 0:-999 393:-50 840:-67 1692:-82 2354:-69 2912:-47 3532:-47 3763:-63 4246:-62 4722:-72 4835:-54 5409:-999
34089 0:-999 949:-81 1255:-77 2416:-74 3220:-71 4122:-61 4739:-73 4837:-69 4928:-84 4986:-70 5020:-74 5409:-999
34090 0:-999 112:-68 591:-64 992:-45 2186:-65 2239:-46 2496:-59 3876:-48 4207:-45 5041:-38 5186:-64 5409:-999
34166 0:-999 623:-66 923:-67 1239:-69 1822:-64 2347:-66 3317:-61 4531:-68 5170:-35 5409:-999
34167 0:-999 623:-70 785:-56 923:-71 1822:-65 2347:-71 2784:-76 3666:-78 4531:-56 5170:-34 5409:-999
119275 0:-999 490:-78 1696:-84 2182:-78 2600:-87 2778:-76 3053:-82 3835:-77 4215:-83 4830:-80 4838:-73 5409:-999
34204 0:-999 2152:-71 2964:-67 2976:-74 3533:-66 3591:-74 3776:-69 4235:-74 4458:-83 4889:-49 5033:-69 5409:-999
34205 0:-999 360:-65 748:-67 934:-60 1044:-74 1848:-69 3070:-44 3265:-83 4560:-70 4746:-70 5288:-77 5409:-999
119346 0:-999 840:-74 1564:-81 1967:-48 3108:-37 3632:-44 4301:-43 4760:-84 4835:-31 5223:-77 5409:-999
54644 0:-999 130:-65 631:-74 1074:-53 1505:-55 2062:-54 2730:-76 3182:-65 4674:-81 5239:-68 5409:-999
220221 0:-999 458:-78 697:-93 1947:-84 2013:-84 2613:-78 3403:-81 3850:-93 4932:-77 5203:-72 5376:-81 5409:-999
34266 0:-999 479:-40 780:-77 816:-77 834:-52 1947:-53 2833:-49 3576:-63 3687:-65 5073:-76 5203:-68 5409:-999
220251 0:-999 134:-69 535:-69 1319:-53 2425:-72 2721:-70 2859:-56 3014:-68 4048:-62 5336:-88 5389:-81 5409:-999
34292 0:-999 447:-83 570:-83 1254:-87 1478:-85 2319:-73 2370:-72 3053:-87 4356:-66 4890:-90 5151:-83 5409:-999
220265 0:-999 140:-67 380:-64 613:-47 1728:-60 1742:-65 2278:-46 2413:-72 4010:-65 4040:-67 4908:-60 5409:-999
119402 0:-999 9:-52 1338:-61 1905:-59 2044:-83 2066:-53 2185:-73 3081:-75 3288:-65 4145:-81 4794:-75 5409:-999
54751 0:-999 552:-64 1160:-76 1448:-82 1670:-64 3070:-76 3591:-77 4235:-77 4458:-79 4889:-20 5033:-64 5409:-999
34390 0:-999 570:-79 847:-76 1254:-80 1310:-89 1429:-70 1680:-83 2370:-63 4366:-87 4723:-78 5151:-86 5409:-999
34410 0:-999 1429:-75 1680:-83 2182:-78 2370:-56 3053:-77 3835:-67 4356:-53 4568:-81 4723:-83 5165:-89 5409:-999
34411 0:-999 761:-64 1071:-64 1448:-74 2484:-75 3070:-43 3214:-76 3355:-66 3533:-77 4481:-68 4978:-64 5409:-999
220400 0:-999 221:-76 446:-72 1519:-82 3038:-68 3835:-65 3918:-70 4293:-78 4723:-82 5193:-78 5409:-999
220401 0:-999 53:-71 545:-73 3038:-76 3821:-82 3835:-70 3918:-72 4293:-75 4464:-76 4830:-80 4838:-80 5409:-999
220426 0:-999 153:-71 1374:-64 1933:-83 2724:-68 3458:-49 4131:-58 4300:-67 4677:-34 4707:-62 5025:-72 5409:-999
54873 0:-999 890:-81 999:-79 1807:-74 2021:-54 2785:-83 3973:-76 4242:-80 4566:-78 5152:-61 5279:-75 5409:-999
220443 0:-999 552:-80 1670:-81 3131:-80 3533:-78 3591:-77 3701:-83 4235:-78 4853:-86 4889:-62 5033:-82 5409:-999
54886 0:-999 53:-69 182:-82 446:-41 545:-66 1881:-71 2849:-64 3835:-73 3918:-75 3940:-62 4797:-71 5409:-999
54891 0:-999 890:-69 1040:-75 1174:-40 1189:-44 1755:-55 2809:-40 3643:-73 3719:-61 3720:-62 4186:-62 5409:-999
34497 0:-999 1940:-61 2623:-65 3066:-78 3081:-78 3120:-45 3262:-36 4029:-68 4124:-83 5125:-63 5306:-81 5409:-999
220468 0:-999 490:-71 711:-87 1604:-56 3207:-77 3835:-76 4356:-57 5409:-999
54910 0:-999 1338:-54 1905:-52 2066:-57 2289:-64 2501:-75 3081:-72 3288:-66 3895:-73 4427:-56 5073:-71 5409:-999
54914 0:-999 446:-53 545:-73 1429:-73 2849:-60 3918:-29 3940:-56 3974:-51 4194:-83 4723:-84 4732:-51 5409:-999
34519 0:-999 24:-83 32:-67 1967:-52 3108:-43 3457:-60 3632:-54 4289:-69 4301:-51 4597:-73 4835:-35 5409:-999
54917 0:-999 847:-77 1254:-75 1478:-79 1989:-78 2370:-64 2374:-81 2486:-79 3453:-72 4723:-77 5151:-77 5409:-999
54944 0:-999 294:-57 1461:-78 1585:-79 2464:-58 3359:-67 4065:-57 4564:-60 4629:-75 5146:-64 5366:-73 5409:-999
220525 0:-999 711:-85 847:-85 1254:-84 1429:-80 1680:-86 2182:-84 2319:-69 2370:-66 3053:-82 4723:-83 5409:-999
220526 0:-999 711:-81 847:-83 1429:-81 1478:-86 2182:-72 2319:-65 2370:-68 3053:-71 3453:-82 4356:-63 5409:-999
220527 0:-999 221:-82 711:-87 847:-83 1429:-84 1478:-84 2319:-72 2370:-74 3053:-77 4293:-77 4356:-71 5409:-999
220528 0:-999 711:-84 847:-81 1429:-72 1478:-78 2182:-79 2319:-65 2370:-63 3053:-76 3453:-78 4356:-60 5409:-999
220529 0:-999 53:-45 515:-84 866:-50 1254:-73 1429:-68 1680:-77 2319:-66 2370:-75 3918:-47 4723:-75 5409:-999
119685 0:-999 260:-62 438:-86 1255:-78 1428:-70 3220:-75 3590:-64 4122:-68 4928:-84 5020:-74 5409:-999
55011 0:-999 816:-92 1028:-65 1196:-69 1873:-60 2779:-62 4124:-55 4314:-68 4510:-66 4874:-63 5010:-64 5409:-999
55055 0:-999 760:-65 1004:-64 2711:-85 2759:-73 2784:-60 2807:-88 4288:-55 4554:-59 4597:-78 4935:-83 5409:-999
55075 0:-999 458:-70 780:-65 1873:-58 1898:-61 2013:-70 2613:-78 4157:-74 4427:-63 4932:-62 5376:-73 5409:-999
34679 0:-999 330:-72 569:-79 1272:-79 2182:-80 2370:-67 3053:-75 3643:-78 3835:-66 4568:-72 4838:-71 5409:-999
55098 0:-999 431:-70 485:-79 570:-80 2079:-71 2370:-81 2541:-59 3604:-65 4642:-31 5151:-80 5282:-81 5409:-999
55105 0:-999 545:-70 1087:-82 1881:-74 3207:-72 3821:-71 3835:-57 3918:-69 4409:-74 4838:-76 5193:-78 5409:-999
55106 0:-999 53:-66 446:-81 515:-86 1881:-70 3038:-64 3821:-73 3835:-63 3918:-72 4409:-74 4518:-79 5409:-999
34725 0:-999 112:-69 231:-59 438:-77 646:-69 1255:-65 2416:-76 2496:-65 4739:-74 4837:-76 5020:-73 5409:-999
220720 0:-999 321:-91 447:-72 485:-79 570:-72 699:-70 769:-88 1013:-90 1325:-75 2882:-87 5151:-78 5409:-999
119867 0:-999 130:-68 485:-43 2147:-57 2541:-69 2680:-44 3675:-70 3918:-77 4534:-83 4642:-73 4674:-66 5409:-999
55169 0:-999 760:-67 1004:-67 1646:-69 1944:-62 2784:-57 2912:-47 4246:-68 4885:-66 5409:-999
220745 0:-999 446:-75 545:-80 1604:-64 1680:-87 2319:-71 2370:-72 2600:-85 3835:-71 3918:-76 4356:-68 5409:-999
220746 0:-999 182:-75 334:-73 515:-87 545:-68 711:-84 1604:-55 2319:-62 2370:-61 4356:-60 4723:-78 5409:-999
220747 0:-999 1108:-90 1205:-92 1539:-85 1981:-60 2447:-89 2454:-61 4208:-91 4645:-90 4831:-92 5409:-999
220772 0:-999 852:-70 1196:-74 1873:-84 1898:-73 1970:-57 3193:-75 3576:-74 3836:-69 4510:-73 4932:-48 5409:-999
34823 0:-999 552:-68 1670:-68 2015:-75 3070:-74 3131:-67 3365:-65 3533:-66 4458:-76 4889:-49 5033:-67 5409:-999
34864 0:-999 107:-62 981:-64 1375:-85 1684:-76 2533:-71 2688:-64 5409:-999
34865 0:-999 168:-77 524:-87 1374:-60 1375:-81 1655:-83 1684:-74 2724:-70 2887:-89 4300:-70 5409:-999
55270 0:-999 24:-66 32:-77 74:-66 750:-85 1736:-80 2759:-75 4065:-77 4321:-56 4597:-74 4629:-76 5409:-999
55271 0:-999 112:-56 231:-57 438:-76 1255:-62 3536:-56 3590:-47 4739:-60 4837:-59 4928:-74 5020:-59 5409:-999
55275 0:-999 128:-79 431:-65 570:-64 769:-66 1013:-78 1310:-66 2837:-58 4466:-72 4674:-63 4723:-72 5409:-999
119973 0:-999 1004:-91 1452:-50 1564:-80 3161:-65 3666:-67 4502:-46 4767:-44 4835:-91 4935:-94 5409:-999
119974 0:-999 484:-89 1711:-90 2759:-70 2928:-85 4050:-83 4065:-81 4432:-85 4692:-92 4701:-83 5347:-89 5409:-999
55277 0:-999 1374:-60 1375:-72 1684:-79 2498:-65 3408:-57 3555:-69 3589:-69 4191:-45 4634:-70 4677:-67 5409:-999
220859 0:-999 743:-79 1646:-76 1967:-50 2048:-80 3632:-49 4246:-75 4301:-45 4760:-79 4835:-27 5061:-61 5409:-999
55298 0:-999 334:-92 1429:-80 1478:-85 1989:-87 2182:-82 2319:-75 3053:-79 4356:-57 4723:-90 5151:-89 5409:-999
55299 0:-999 334:-87 1429:-74 1478:-88 1989:-88 2182:-79 2319:-72 3053:-82 4356:-51 4723:-83 5151:-75 5409:-999
34936 0:-999 9:-52 1338:-53 2066:-61 2185:-73 2289:-62 2501:-81 3081:-77 3288:-59 3895:-78 4427:-64 5409:-999
221050 0:-999 182:-75 446:-69 3918:-62 3974:-69 4518:-75 4732:-71 5147:-70 5409:-999
55504 0:-999 490:-46 711:-65 1118:-63 1965:-66 2374:-78 3821:-51 3835:-64 4475:-64 4830:-50 5409:-999
120211 0:-999 981:-79 1461:-58 1684:-65 1938:-78 2487:-79 2533:-38 2688:-79 2909:-67 3613:-79 4300:-75 5409:-999
120212 0:-999 168:-71 981:-81 1684:-66 1938:-80 2487:-80 2533:-39 2688:-80 2909:-66 3613:-80 4300:-68 5409:-999
120213 0:-999 981:-80 1256:-89 1684:-74 1938:-80 2487:-79 2533:-37 2688:-79 3349:-72 3463:-79 3613:-79 5409:-999
221084 0:-999 490:-81 1429:-73 2364:-81 2370:-67 3453:-80 3835:-74 4356:-76 4464:-81 5409:-999
120214 0:-999 1646:-68 1686:-55 1692:-70 1967:-71 2711:-55 2750:-72 2784:-60 2912:-51 4835:-55 5061:-80 5409:-999
221085 0:-999 53:-68 446:-59 545:-67 1604:-64 1881:-76 3038:-71 3182:-74 3207:-81 3835:-69 3918:-55 5409:-999
221086 0:-999 53:-69 446:-55 545:-60 1604:-64 1881:-69 3038:-72 3182:-77 3207:-79 3835:-68 3918:-61 5409:-999
55526 0:-999 240:-61 1848:-60 2785:-55 3424:-75 3656:-66 3776:-63 4427:-60 4811:-51 5203:-86 5288:-53 5409:-999
120244 0:-999 1140:-89 1680:-83 1814:-68 2541:-57 3199:-69 3556:-80 3604:-62 4642:-34 4723:-77 5409:-999
120245 0:-999 340:-72 1075:-71 1500:-73 1914:-72 2104:-72 3131:-80 3193:-66 3995:-67 5203:-73 5409:-999
55556 0:-999 1241:-83 1864:-77 2976:-76 3070:-71 3131:-66 3365:-62 3533:-54 4235:-76 4240:-83 4889:-42 5409:-999
55559 0:-999 74:-65 654:-84 750:-83 840:-70 2750:-82 3359:-75 3922:-80 4835:-69 5061:-71 5146:-77 5409:-999
55560 0:-999 74:-76 654:-84 750:-86 840:-70 2750:-82 3359:-74 3922:-80 4835:-70 5061:-76 5146:-94 5409:-999
55561 0:-999 74:-65 654:-84 750:-83 840:-70 2750:-82 3359:-75 3922:-80 4835:-69 5061:-71 5146:-77 5409:-999
55562 0:-999 74:-76 654:-84 750:-86 840:-70 2750:-82 3359:-74 3922:-80 4835:-70 5061:-76 5146:-94 5409:-999
221169 0:-999 183:-78 760:-87 1004:-84 1736:-85 1822:-66 2402:-78 2784:-74 4288:-69 4531:-60 4554:-73 5409:-999
120307 0:-999 20:-77 828:-66 1374:-57 2498:-68 2845:-57 3359:-63 3555:-68 4564:-48 5146:-61 5366:-41 5409:-999
221180 0:-999 446:-78 2079:-45 2220:-68 2416:-73 2831:-65 2849:-62 2971:-52 3014:-74 4674:-59 4837:-77 5409:-999
221181 0:-999 295:-67 693:-66 1500:-61 2314:-66 2830:-74 2964:-82 3015:-70 3816:-64 4829:-67 5149:-85 5409:-999
55680 0:-999 490:-65 847:-80 1254:-71 1429:-64 2182:-77 2319:-60 2370:-60 3053:-78 4356:-56 4838:-66 5409:-999
55681 0:-999 847:-86 2102:-92 2182:-82 2319:-69 2370:-74 2600:-91 2829:-89 3053:-84 3757:-89 4568:-84 5409:-999
55685 0:-999 183:-59 894:-80 1736:-71 4065:-74 4289:-77 4432:-85 4629:-89 4692:-86 4701:-79 5347:-89 5409:-999
55710 0:-999 32:-74 840:-83 1967:-57 3108:-48 3632:-51 4289:-85 4301:-51 4597:-86 4835:-44 5409:-999
35328 0:-999 458:-85 780:-77 1712:-91 1898:-66 2180:-93 3012:-71 3403:-83 3576:-72 3788:-64 4427:-80 5409:-999
35333 0:-999 485:-65 570:-45 1013:-79 2079:-52 2910:-76 2971:-75 3675:-65 5132:-84 5282:-67 5359:-67 5409:-999
35334 0:-999 260:-85 2416:-67 2496:-72 2910:-50 3220:-85 3590:-50 3692:-89 4122:-65 4739:-79 4837:-67 5409:-999
221302 0:-999 330:-77 545:-76 711:-86 1118:-82 1604:-71 2831:-71 3821:-69 4568:-76 4830:-73 4838:-71 5409:-999
221303 0:-999 182:-71 446:-66 866:-67 1881:-69 2223:-73 2530:-80 2849:-75 3918:-56 3940:-68 4194:-82 5409:-999
221368 0:-999 134:-71 570:-79 1290:-75 1319:-54 1712:-77 2425:-67 2859:-64 2878:-73 4932:-86 5282:-67 5409:-999
120526 0:-999 112:-79 431:-66 1966:-72 2431:-86 2469:-84 2882:-83 3451:-76 3536:-83 4258:-84 4986:-86 5409:-999
55872 0:-999 545:-76 1478:-76 2319:-54 2370:-63 2831:-70 2849:-73 3821:-78 3940:-69 4518:-70 4830:-77 5409:-999
35478 0:-999 623:-60 923:-60 1110:-81 1239:-68 2347:-61 2402:-82 2784:-74 4092:-49 4246:-87 4288:-72 5409:-999
55883 0:-999 53:-59 446:-76 490:-76 711:-90 1965:-78 2319:-73 3038:-82 3835:-70 4356:-78 4838:-84 5409:-999
221488 0:-999 1151:-58 1160:-79 1864:-58 2015:-81 2219:-58 3070:-80 3591:-73 4458:-88 4889:-56 5064:-84 5409:-999
221489 0:-999 1440:-88 2405:-59 2782:-42 3015:-58 3234:-81 3387:-81 3559:-71 3645:-64 4173:-78 4383:-78 5409:-999
55956 0:-999 436:-70 485:-49 1013:-79 1626:-69 1789:-58 2079:-72 2971:-36 4534:-74 5132:-75 5409:-999
55983 0:-999 393:-45 760:-74 1686:-57 1736:-47 2711:-56 2750:-71 2912:-58 3532:-59 4246:-62 4835:-64 5409:-999
55994 0:-999 330:-84 711:-88 1604:-66 2319:-79 2370:-75 3821:-73 4356:-63 4568:-83 4830:-79 5409:-999
55995 0:-999 711:-87 1429:-82 2319:-76 2370:-67 3053:-82 3821:-74 4356:-68 4723:-88 4830:-74 5409:-999
56007 0:-999 780:-75 1807:-73 2623:-81 3576:-63 3757:-90 4157:-73 4242:-85 4566:-83 4980:-75 5152:-89 5409:-999
56008 0:-999 1461:-77 1585:-83 1711:-88 1799:-75 2464:-62 3359:-76 4065:-65 4564:-58 4629:-71 5409:-999
56009 0:-999 443:-73 852:-70 1898:-68 1970:-50 2878:-83 3403:-74 3576:-68 3788:-74 4006:-41 4932:-51 5409:-999
120710 0:-999 591:-62 992:-67 2024:-55 2186:-44 2239:-84 2416:-85 2496:-43 3876:-77 4837:-82 5041:-70 5409:-999
120751 0:-999 485:-54 570:-61 1013:-78 1325:-69 1626:-76 2079:-88 2971:-46 4534:-76 5132:-75 5282:-63 5409:-999
221624 0:-999 112:-58 231:-60 2416:-68 3536:-73 3590:-50 4236:-90 4768:-77 4837:-68 4928:-79 4986:-72 5409:-999
35704 0:-999 446:-75 866:-72 1429:-77 2182:-79 2319:-73 2370:-69 3053:-83 3453:-85 4356:-63 4830:-74 5409:-999
56148 0:-999 1290:-81 1602:-86 1712:-84 1898:-70 1970:-53 2013:-81 2878:-83 3403:-74 4124:-68 4932:-46 5409:-999
56149 0:-999 433:-56 535:-61 852:-50 1487:-68 1712:-62 2094:-67 2628:-60 3201:-74 3691:-70 5112:-57 5409:-999
221735 0:-999 446:-76 847:-83 1254:-88 1429:-83 1478:-84 1680:-87 2319:-71 2370:-68 3053:-81 4723:-86 5409:-999
221736 0:-999 446:-71 847:-84 1254:-84 1429:-79 1478:-82 1680:-86 2319:-62 2370:-70 3053:-88 4723:-86 5409:-999
221737 0:-999 446:-76 847:-85 1254:-88 1429:-83 1478:-85 1680:-91 2319:-69 2370:-68 3053:-84 4723:-86 5409:-999
221741 0:-999 53:-76 446:-73 490:-83 545:-74 3835:-75 3918:-66 3974:-76 4518:-80 4732:-74 5409:-999
35831 0:-999 372:-75 1324:-66 1401:-81 1448:-66 3070:-45 3355:-64 3533:-74 3540:-69 4291:-69 4869:-65 5409:-999
56234 0:-999 6:-86 267:-65 773:-73 980:-72 2306:-54 3231:-39 3517:-77 4208:-47 4645:-28 5079:-89 5409:-999
221816 0:-999 107:-81 894:-70 1006:-79 1216:-81 1461:-79 1711:-78 2928:-76 4065:-58 4692:-66 4701:-61 5409:-999
35909 0:-999 32:-64 1943:-72 1967:-47 2750:-85 3108:-42 3632:-44 4301:-46 4597:-72 4835:-26 5409:-999
56341 0:-999 446:-86 569:-88 866:-72 1674:-77 2182:-75 2319:-74 2444:-83 3821:-75 3835:-76 4830:-75 5409:-999
56342 0:-999 847:-83 1429:-79 1478:-82 1680:-88 2319:-70 3053:-85 3835:-76 3918:-64 4356:-74 4723:-84 5409:-999
56343 0:-999 334:-80 570:-90 711:-83 1478:-78 2182:-80 2319:-66 2370:-68 3053:-79 3207:-80 4356:-55 5409:-999
35952 0:-999 866:-56 1277:-59 1604:-60 2831:-59 3038:-67 3207:-66 3643:-61 3835:-62 3918:-76 4838:-74 5409:-999
35953 0:-999 294:-60 490:-42 1118:-54 1143:-52 1965:-53 2444:-49 3207:-59 3821:-42 3835:-54 4830:-42 5409:-999
35954 0:-999 83:-71 330:-71 490:-66 866:-62 1674:-72 2831:-65 3835:-62 3940:-67 4568:-71 4838:-69 5409:-999
35964 0:-999 360:-75 748:-67 888:-64 934:-58 1044:-89 1448:-78 1848:-72 3070:-47 4746:-75 4849:-64 5409:-999
121138 0:-999 168:-85 1375:-86 1655:-80 1684:-74 2498:-41 3458:-45 4677:-46 4815:-51 5409:-999
222038 0:-999 545:-87 866:-74 1429:-89 2319:-80 2370:-88 3821:-92 3835:-73 3940:-82 4569:-58 4828:-40 5409:-999
56471 0:-999 228:-63 1018:-80 1696:-70 2102:-38 2306:-72 2600:-67 2829:-77 5104:-75 5125:-20 5230:-78 5409:-999
222047 0:-999 355:-71 436:-65 1294:-70 1487:-69 1626:-48 1816:-65 2416:-80 2971:-53 3201:-67 4534:-49 5409:-999
121184 0:-999 206:-62 980:-68 1161:-63 1205:-62 2778:-61 2829:-56 3517:-61 4158:-78 5079:-62 5230:-69 5409:-999
121186 0:-999 183:-88 1452:-42 2784:-71 3666:-65 4288:-71 4502:-41 4554:-76 4605:-40 5170:-82 5409:-999
36097 0:-999 447:-77 570:-80 781:-66 1064:-81 1294:-74 1626:-68 3014:-71 4534:-75 4719:-81 5282:-78 5409:-999
56495 0:-999 20:-72 1374:-62 3359:-69 3589:-70 5025:-75 5146:-69 5366:-47 5409:-999
56546 0:-73 295:-72 1864:-52 3131:-58 3367:-77 3424:-48 3533:-57 4235:-36 4889:-75 4916:-75 5409:-999
56547 0:-999 1290:-81 1480:-88 2286:-62 2527:-51 3193:-77 3569:-66 3597:-64 4124:-55 4874:-43 5010:-65 5409:-999
56548 0:-999 458:-82 1028:-47 1369:-77 2413:-87 2623:-79 3995:-65 4157:-74 4566:-78 4932:-80 4980:-64 5409:-999
56553 0:-999 134:-81 1898:-86 2425:-66 3084:-81 3403:-82 4121:-80 4296:-85 4880:-80 4932:-82 5203:-87 5409:-999
121258 0:-999 166:-77 183:-53 760:-62 1004:-61 1072:-68 1110:-89 1822:-67 4288:-50 4289:-79 4554:-51 5409:-999
56580 0:-999 446:-72 847:-84 1254:-81 1429:-72 2319:-76 2370:-79 3053:-88 3453:-86 3835:-80 4356:-83 5409:-999
56597 0:-999 168:-79 894:-66 1216:-50 1684:-69 3458:-68 4677:-42 4692:-58 4701:-59 4815:-50 5409:-999
56598 0:-999 107:-62 894:-64 1216:-47 1684:-62 3458:-50 4677:-37 4692:-65 4701:-56 4815:-48 5409:-999
121344 0:-999 258:-57 816:-56 1322:-82 1947:-47 2786:-59 3406:-50 3799:-66 4104:-56 5039:-83 5203:-55 5409:-999
222216 0:-999 490:-43 569:-63 711:-75 2374:-80 2444:-61 3207:-67 3821:-39 4215:-65 4475:-62 4830:-40 5409:-999
222217 0:-999 490:-66 569:-78 711:-77 2182:-71 2374:-86 2444:-72 3053:-74 3207:-64 3821:-62 4830:-62 5409:-999
222229 0:-999 1272:-68 1858:-58 1877:-79 2021:-51 2961:-53 3211:-52 3919:-74 4029:-65 4215:-76 5152:-49 5409:-999
222235 0:-999 490:-71 545:-81 711:-84 3207:-82 3821:-76 3835:-80 4518:-84 4568:-76 4830:-76 4838:-76 5409:-999
222263 0:-999 431:-68 485:-75 1429:-59 1680:-72 1816:-66 1881:-64 1966:-81 3453:-69 3940:-68 4723:-76 5409:-999
