118828 0:-999 379:-54 695:-74 1454:-80 2007:-49 2110:-69 2239:-74 2829:-62 3250:-51 4042:-72 4414:-999
220629 0:-999 284:-45 698:-40 903:-67 2284:-58 2766:-48 2969:-61 3064:-45 3351:-49 3785:-54 4414:-999
220630 0:-999 379:-63 695:-78 971:-86 1088:-81 1552:-32 1573:-74 1993:-57 2007:-28 2110:-58 2829:-75 4414:-999
220631 0:-999 379:-64 695:-77 971:-88 1552:-36 1573:-74 1993:-57 2007:-30 2110:-57 2829:-73 3789:-80 4414:-999
119773 0:-999 547:-64 572:-56 918:-66 1564:-39 1666:-81 2506:-86 3545:-50 3876:-38 4172:-85 4414:-999
34708 0:-999 693:-72 856:-64 2222:-48 2703:-43 2712:-62 2855:-79 3048:-70 3690:-58 4149:-73 4235:-64 4414:-999
34709 0:-999 348:-82 1221:-82 1255:-86 1693:-69 2022:-82 2698:-86 2855:-87 3049:-85 3640:-79 4323:-65 4414:-999
34739 0:-999 67:-74 460:-49 719:-70 2013:-64 2196:-54 3574:-85 3824:-82 3832:-57 4249:-82 4346:-74 4414:-999
34795 0:-999 242:-69 1792:-56 1859:-56 2609:-41 2698:-67 3049:-66 3051:-49 3640:-67 4081:-62 4362:-61 4414:-999
119893 0:-999 483:-56 571:-54 1444:-45 2798:-53 3283:-43 3638:-57 3714:-57 4105:-43 4269:-52 4318:-67 4414:-999
220775 0:-999 46:-84 298:-84 467:-83 837:-78 1633:-65 1737:-78 2698:-65 2952:-78 3049:-65 3558:-84 4414:-999
119922 0:-999 379:-64 695:-75 971:-76 1552:-49 1573:-61 1993:-71 2110:-65 2212:-78 2829:-74 3250:-59 4414:-999
55331 0:-999 31:-73 101:-73 147:-87 782:-75 2433:-77 2530:-67 2766:-73 3499:-76 4004:-77 4085:-78 4414:-999
120054 0:-999 323:-84 467:-84 831:-73 1381:-92 2240:-64 2324:-87 2628:-58 2740:-75 3444:-31 3589:-74 4414:-999
120069 0:-999 971:-68 1047:-65 1369:-56 1454:-71 2007:-76 2212:-71 2239:-54 2859:-71 3789:-62 4414:-999
120070 0:-999 391:-58 737:-62 930:-69 1121:-65 1422:-67 1456:-81 1472:-68 2498:-80 2942:-56 3269:-64 4414:-999
220971 0:-999 1288:-39 1550:-63 1592:-84 2621:-65 3102:-69 3502:-58 3578:-65 4050:-68 4243:-62 4280:-83 4414:-999
120111 0:-999 1288:-62 1375:-77 1550:-80 2408:-74 2621:-63 2883:-54 3427:-68 3578:-74 4050:-67 4280:-73 4414:-999
55420 0:-999 31:-84 101:-76 218:-73 733:-82 1253:-79 2530:-68 2766:-69 2959:-59 3322:-86 4085:-71 4414:-999
120146 0:-999  4414:-999
221100 0:-999 837:-76 1633:-74 1737:-76 2698:-75 2952:-76 3049:-74 3440:-36 3640:-75 4077:-65 4081:-49 4414:-999
221101 0:-999 210:-63 837:-76 1633:-76 1737:-76 2609:-72 2698:-75 2952:-75 3049:-76 3640:-75 4081:-46 4414:-999
221112 0:-999 147:-56 1139:-91 1398:-75 2057:-60 2305:-60 2584:-82 3180:-77 3842:-60 3908:-68 4237:-56 4414:-999
55546 0:-999 235:-75 591:-85 774:-65 1325:-66 1860:-42 2698:-82 2855:-80 3049:-82 3690:-62 4235:-42 4414:-999
221174 0:-999 288:-69 1051:-38 1255:-85 1381:-72 1607:-65 1634:-69 2115:-75 2617:-48 2842:-77 4079:-80 4414:-999
221175 0:-999 348:-65 754:-70 973:-57 1221:-65 2022:-65 2381:-64 3195:-64 3398:-68 3729:-68 3869:-65 4414:-999
55629 0:-999 460:-48 1051:-72 3287:-77 3589:-69 3651:-75 3832:-60 4414:-999
221197 0:-999 288:-79 1051:-82 2617:-88 2631:-59 2842:-34 3506:-92 3589:-76 4175:-54 4414:-999
221206 0:-999 971:-65 1454:-58 2007:-85 2212:-53 2239:-41 2717:-62 2859:-59 3451:-78 3485:-78 4001:-58 4414:-999
55647 0:-999 591:-87 1325:-46 1860:-68 2222:-45 2703:-56 2855:-86 3153:-46 3690:-54 4235:-63 4396:-87 4414:-999
35248 0:-999 379:-55 695:-84 1088:-84 1552:-25 1573:-74 1993:-62 2110:-58 2829:-81 3250:-62 3789:-81 4414:-999
35249 0:-999 272:-60 281:-68 698:-79 1626:-68 1920:-73 2005:-60 2288:-47 2549:-50 3252:-49 4410:-61 4414:-999
120399 0:-999 282:-82 288:-57 1381:-57 1607:-44 1634:-45 1693:-74 2740:-83 2951:-77 3556:-82 4079:-78 4414:-999
120474 0:-999 26:-66 159:-92 1090:-45 1131:-67 1393:-45 2232:-57 3197:-41 3346:-91 3961:-36 4058:-65 4414:-999
55817 0:-999 379:-58 695:-68 971:-69 1047:-75 1993:-58 2007:-46 2212:-77 2239:-76 2717:-86 2829:-67 4414:-999
55825 0:-999 272:-75 284:-60 668:-79 978:-58 1626:-72 2121:-60 2766:-57 3785:-58 4270:-73 4414:-999
120576 0:-999 496:-93 547:-64 733:-80 918:-74 1512:-74 1564:-46 3081:-92 3876:-41 4085:-79 4414:-999
120577 0:-999 91:-50 185:-67 482:-57 930:-49 1422:-59 2106:-56 2369:-57 2498:-83 3967:-52 4315:-71 4414:-999
35498 0:-999 379:-53 695:-63 1047:-77 1552:-41 1573:-47 1993:-67 2007:-51 2110:-67 2829:-72 3250:-45 4414:-999
221476 0:-999 948:-75 1139:-92 1788:-91 2451:-73 2530:-60 2766:-71 3254:-74 3255:-72 3785:-75 4085:-71 4414:-999
120609 0:-999 50:-69 210:-40 291:-48 1149:-50 1453:-66 1885:-64 3824:-57 4230:-42 4414:-999
221544 0:-999 129:-58 282:-83 348:-86 1221:-85 1394:-66 1783:-46 2022:-85 3049:-86 3506:-62 3640:-75 4414:-999
120692 0:-999 50:-57 323:-59 467:-54 979:-66 1607:-65 1634:-65 2740:-62 3287:-63 3556:-56 3558:-74 4414:-999
120693 0:-999 50:-22 323:-81 467:-69 979:-33 1607:-70 1634:-72 2740:-54 3287:-66 3556:-43 3558:-80 4414:-999
120694 0:-999 50:-22 323:-81 467:-69 979:-33 1607:-70 1634:-72 2740:-54 3287:-66 3556:-43 3558:-80 4414:-999
120695 0:-999 50:-57 323:-59 467:-54 979:-66 1607:-65 1634:-65 2740:-62 3287:-63 3556:-56 3558:-74 4414:-999
35603 0:-999 50:-87 67:-71 460:-50 1569:-81 2196:-45 2529:-80 3574:-86 3589:-77 3832:-59 4346:-63 4414:-999
35620 0:-999 1626:-77 2005:-66 2121:-64 2288:-62 2549:-65 2766:-51 3064:-45 3252:-63 3785:-53 4414:-999
120715 0:-999 272:-70 281:-44 1536:-62 1626:-63 1920:-66 2288:-57 2382:-59 3252:-58 4272:-74 4410:-39 4414:-999
221603 0:-999 235:-64 467:-80 492:-63 1633:-79 2094:-61 2421:-47 2480:-64 2698:-81 3049:-79 3195:-73 4414:-999
35664 0:-999 50:-33 1693:-65 2013:-61 3149:-61 3287:-71 3556:-42 3824:-67 4255:-73 4296:-67 4414:-999
35665 0:-999 284:-46 698:-46 939:-76 1626:-72 2005:-56 2766:-58 2969:-49 3064:-45 3785:-85 4270:-61 4414:-999
56069 0:-999 571:-32 1104:-51 1619:-46 1890:-62 2037:-61 2448:-61 2798:-32 3137:-51 4269:-32 4318:-51 4414:-999
56079 0:-999 274:-67 391:-58 737:-68 1121:-62 1422:-68 2664:-52 2942:-56 3269:-67 3302:-70 4414:-999
221682 0:-999 591:-88 897:-71 919:-91 1549:-57 1958:-70 2500:-57 2754:-57 3652:-84 4338:-73 4414:-999
221709 0:-999 7:-43 411:-42 747:-42 996:-63 1619:-42 1811:-43 2029:-63 2573:-63 3018:-41 4269:-51 4414:-999
120849 0:-999 38:-77 1454:-51 2212:-67 2239:-67 2859:-52 2914:-76 3451:-65 3485:-73 4001:-76 4124:-76 4414:-999
120850 0:-999 129:-74 1131:-79 1393:-65 1417:-65 2667:-66 3051:-84 3197:-69 3207:-47 3961:-65 4058:-42 4414:-999
120851 0:-999 322:-86 1423:-81 1694:-86 1746:-77 2348:-90 2451:-87 2530:-59 2766:-66 3785:-79 4011:-86 4414:-999
120852 0:-999 348:-83 1221:-82 1436:-62 1633:-88 2022:-83 2421:-51 2576:-70 2698:-89 3049:-89 3195:-83 4414:-999
56182 0:-999 348:-83 598:-69 754:-68 856:-62 1221:-84 2022:-83 2222:-57 2703:-53 3640:-80 4396:-83 4414:-999
56250 0:-999 348:-88 1221:-89 1633:-96 2022:-88 2480:-65 2746:-67 2855:-93 2897:-90 3195:-88 3289:-24 4414:-999
221837 0:-999 159:-85 1090:-48 1131:-50 1393:-47 2132:-65 2232:-67 3197:-42 3961:-35 4058:-68 4414:-999
120990 0:-999 379:-60 695:-62 1088:-70 1573:-56 1581:-84 2007:-40 2212:-79 2239:-69 3062:-76 3250:-58 4414:-999
120996 0:-999 698:-74 1626:-89 2005:-79 2766:-80 2969:-60 3064:-61 3588:-85 3785:-84 4270:-67 4410:-89 4414:-999
120997 0:-999 272:-86 284:-68 2005:-78 2766:-74 2969:-63 3064:-68 3588:-86 3785:-87 4270:-66 4410:-84 4414:-999
221900 0:-999 38:-53 971:-52 1369:-61 1454:-76 2212:-40 2239:-60 2717:-49 2914:-52 4001:-53 4414:-999
221901 0:-999 38:-64 1047:-57 1454:-59 2212:-59 2239:-47 2717:-59 2859:-58 2914:-59 3451:-68 4001:-69 4414:-999
221902 0:-999 379:-57 695:-75 1088:-69 1552:-44 1573:-58 1993:-72 2007:-59 2110:-68 3250:-55 4042:-75 4414:-999
121056 0:-999 483:-57 571:-36 1104:-50 1619:-44 2798:-36 3137:-50 3638:-54 3714:-57 4269:-36 4318:-50 4414:-999
221945 0:-999 210:-71 291:-63 323:-52 467:-56 831:-52 979:-84 1531:-92 2324:-75 3444:-72 3824:-50 4414:-999
56385 0:-999 379:-55 971:-81 1047:-85 1552:-45 1573:-77 2007:-47 2212:-85 2239:-80 2829:-66 3250:-52 4414:-999
222003 0:-999 971:-47 1047:-55 1369:-57 1454:-77 2212:-42 2239:-56 2717:-56 2859:-74 2914:-67 3451:-74 4414:-999
222004 0:-999 38:-56 600:-74 971:-50 1047:-50 1369:-72 1454:-68 2212:-40 2717:-49 2859:-68 4001:-56 4414:-999
222005 0:-999 600:-81 1233:-63 1369:-67 1454:-49 2212:-72 2239:-68 2859:-50 3485:-76 4124:-65 4410:-80 4414:-999
222013 0:-999 113:-94 147:-66 1615:-84 1788:-93 1877:-89 1901:-49 2057:-44 2305:-44 3254:-75 4240:-49 4414:-999
222015 0:-999 272:-62 980:-60 1626:-61 1920:-74 2005:-60 2288:-52 2549:-51 2969:-55 3252:-51 4410:-59 4414:-999
121143 0:-999 379:-53 1047:-74 1552:-40 1573:-55 1993:-62 2110:-67 2212:-76 2239:-69 2829:-62 3250:-56 4414:-999
222016 0:-999 38:-49 971:-50 1047:-51 1369:-59 2212:-38 2239:-62 2717:-51 2914:-71 3451:-81 4001:-49 4414:-999
222017 0:-999 391:-68 1121:-58 1422:-82 1472:-66 2369:-82 2498:-91 2942:-64 3269:-67 3967:-81 4414:-999
222018 0:-999 38:-72 1047:-77 1233:-71 2239:-74 2717:-83 2859:-46 2914:-71 3348:-68 3451:-68 3485:-69 4414:-999
36107 0:-999 50:-72 210:-35 1149:-55 1393:-88 1453:-71 1533:-79 3287:-79 3444:-81 4081:-73 4414:-999
36126 0:-999 598:-60 693:-63 1012:-50 1132:-54 1193:-64 2222:-66 3048:-62 3142:-61 3885:-66 3890:-58 4414:-999
222110 0:-999 185:-83 274:-78 391:-37 737:-61 1456:-63 2492:-84 2498:-81 2664:-74 3269:-49 4414:-999
56628 0:-999 281:-72 1490:-81 1536:-67 2382:-73 2539:-82 2549:-66 2965:-68 3216:-43 4272:-64 4410:-61 4414:-999
121346 0:-999 38:-70 971:-63 2212:-54 2239:-72 2717:-63 2829:-81 2859:-61 3451:-66 3789:-66 4001:-63 4414:-999
121399 0:-999 837:-86 1633:-65 1713:-88 1737:-87 2609:-40 2698:-66 2952:-86 3049:-65 3051:-49 3640:-59 4414:-999
121481 0:-999 492:-70 1417:-75 1859:-78 1918:-76 2553:-54 3289:-52 3410:-78 3690:-85 4058:-75 4414:-999
36690 0:-999 348:-88 914:-56 1221:-88 1255:-76 1633:-88 2022:-88 2698:-88 3049:-88 4079:-91 4414:-999
36755 0:-999 379:-67 1088:-88 1552:-31 1573:-75 1993:-61 2007:-28 2110:-61 2717:-95 2829:-80 4414:-999
121870 0:-999 40:-69 348:-73 754:-31 1193:-77 1221:-73 1278:-71 1404:-74 2022:-73 3729:-72 3869:-74 4414:-999
121891 0:-999 806:-86 1250:-80 1550:-68 1568:-53 2621:-66 3090:-67 3427:-77 3735:-88 3967:-92 4050:-64 4414:-999
36800 0:-999 348:-76 837:-91 1042:-91 1221:-75 1737:-92 2022:-76 2421:-48 2480:-72 2897:-89 2952:-90 4414:-999
57239 0:-999 418:-83 1233:-80 1490:-56 1954:-84 2397:-62 2539:-70 2965:-73 3216:-80 4124:-78 4272:-81 4414:-999
36921 0:-999 379:-61 695:-74 971:-79 1088:-72 1552:-39 1573:-61 2007:-43 2110:-75 2829:-71 3250:-54 4414:-999
57348 0:-999 67:-90 282:-83 288:-39 692:-88 1255:-89 1381:-48 1607:-35 2043:-63 3287:-65 4079:-78 4414:-999
122045 0:-999 482:-60 806:-76 1008:-63 1288:-72 1472:-72 2010:-64 2106:-74 3578:-68 3735:-81 3967:-77 4414:-999
222929 0:-999 411:-54 1104:-57 1444:-56 1619:-54 2798:-34 3018:-54 3137:-70 3714:-65 4269:-33 4318:-69 4414:-999
222958 0:-999 348:-71 1221:-71 1255:-82 1633:-82 2022:-71 2698:-82 2855:-82 3049:-82 3640:-71 4081:-68 4414:-999
222964 0:-999 547:-65 733:-83 918:-66 1512:-86 1564:-45 3025:-75 3545:-45 3876:-38 4085:-77 4414:-999
122101 0:-999 38:-53 971:-55 1047:-50 1369:-60 2212:-40 2239:-61 2397:-56 2717:-53 2914:-55 4001:-54 4414:-999
223013 0:-999 348:-84 492:-70 1221:-84 1436:-66 2022:-84 2421:-50 2480:-73 2698:-85 3049:-85 4414:-999
122134 0:-999 1188:-76 1332:-51 1713:-83 3287:-66 3444:-62 3556:-75 3589:-58 4249:-75 4296:-72 4414:-999
223018 0:-999 91:-75 274:-62 391:-54 737:-61 930:-74 1121:-58 1422:-75 2664:-64 2942:-64 3269:-61 4414:-999
223019 0:-999 185:-57 391:-58 482:-78 737:-63 1121:-59 1422:-59 1472:-71 2942:-60 3269:-62 4414:-999
223020 0:-999 38:-71 1047:-71 1369:-63 2110:-55 2212:-74 2239:-63 2717:-81 2859:-73 3789:-51 4001:-72 4414:-999
57484 0:-999 971:-62 1047:-61 1454:-71 1993:-60 2007:-70 2212:-66 2239:-53 2829:-83 2859:-69 3789:-46 4414:-999
122203 0:-999 348:-80 591:-85 1042:-90 1221:-80 2022:-80 2222:-54 2682:-91 2698:-81 2855:-84 3049:-82 4414:-999
57541 0:-999 284:-57 698:-55 1626:-63 2005:-58 2288:-64 2766:-57 2969:-44 3064:-57 3936:-83 4270:-51 4414:-999
37206 0:-999 1296:-83 1633:-91 2022:-86 2314:-84 2855:-80 2899:-88 2956:-70 3048:-64 3640:-84 3690:-57 4414:-999
223196 0:-999 645:-91 774:-63 794:-87 1397:-72 2679:-80 3033:-92 3205:-52 3480:-81 3891:-86 4268:-73 4414:-999
122316 0:-999 892:-68 1128:-77 1177:-58 1417:-69 1633:-92 1918:-68 2134:-60 3265:-67 4092:-36 4414:-999
122318 0:-999 391:-23 737:-60 1121:-57 1422:-67 1456:-52 1472:-69 2942:-69 3047:-56 3269:-43 4414:-999
37289 0:-999 669:-85 1253:-87 1423:-90 2254:-82 2451:-86 2530:-69 2766:-71 3255:-89 3785:-77 4063:-85 4414:-999
122406 0:-999 38:-70 1233:-69 1454:-49 2239:-66 2859:-49 2914:-65 3348:-63 3451:-53 3485:-75 4001:-71 4414:-999
122407 0:-999 903:-77 1626:-73 2005:-60 2121:-69 2288:-63 2549:-62 2766:-54 2969:-36 3785:-59 4270:-64 4414:-999
57692 0:-999 242:-74 892:-35 1633:-71 2609:-24 2698:-72 3049:-71 3051:-38 3640:-56 4081:-56 4323:-62 4414:-999
57693 0:-999 224:-61 397:-45 462:-82 1008:-57 1250:-56 2498:-81 2684:-57 2818:-68 3735:-68 3834:-64 4414:-999
122445 0:-999 38:-67 971:-73 1047:-75 1369:-68 1454:-43 2397:-72 2859:-42 3348:-62 3451:-54 3485:-60 4414:-999
223345 0:-999 547:-56 572:-51 643:-84 1564:-43 1666:-66 2506:-80 3545:-47 3876:-44 4414:-999
57756 0:-999 38:-77 971:-76 1047:-65 1454:-83 2212:-51 2239:-73 2717:-71 2914:-79 4001:-76 4414:-999
57791 0:-999 185:-77 274:-68 482:-67 930:-74 1986:-85 2106:-70 2664:-64 2942:-76 3302:-63 3967:-64 4414:-999
223400 0:-999 282:-91 288:-46 692:-91 1255:-87 1381:-52 1607:-38 1634:-37 2043:-79 2617:-69 4079:-85 4414:-999
37482 0:-999 38:-52 971:-53 1047:-59 2212:-36 2239:-58 2717:-52 2914:-57 3451:-72 4001:-53 4414:-999
57836 0:-999 7:-82 483:-55 571:-57 1444:-43 1811:-82 2002:-56 3283:-45 3638:-58 3714:-57 4105:-45 4414:-999
122571 0:-999 288:-74 454:-54 692:-36 1188:-34 1381:-86 1607:-65 1634:-65 1693:-79 1934:-77 3233:-80 4414:-999
37505 0:-999 1090:-74 1131:-83 1393:-58 1417:-55 2232:-80 3197:-67 3207:-50 3410:-67 3961:-63 4058:-17 4414:-999
122627 0:-999 91:-42 272:-70 939:-79 967:-69 2121:-44 2382:-73 2492:-68 2611:-69 2969:-72 3785:-36 4414:-999
122628 0:-999 291:-68 460:-60 719:-60 1956:-79 2013:-51 2196:-88 3444:-42 3651:-66 3832:-77 4346:-79 4414:-999
122629 0:-999 460:-58 1051:-70 1956:-78 2013:-53 2196:-77 3589:-74 3651:-67 3832:-57 4255:-66 4296:-71 4414:-999
122630 0:-999 1132:-40 1221:-98 1633:-94 2022:-99 2698:-92 2855:-98 3049:-92 3195:-97 3640:-92 4323:-69 4414:-999
122631 0:-999 598:-51 693:-54 1012:-36 1132:-37 1193:-53 2728:-53 3048:-46 3142:-52 3589:-63 3639:-54 4414:-999
122632 0:-999 460:-49 1569:-70 1956:-77 2196:-57 2617:-77 2780:-88 3287:-74 3589:-69 3651:-73 4255:-86 4414:-999
122633 0:-999 67:-64 460:-52 719:-91 1956:-65 2196:-52 2780:-85 3183:-85 3651:-60 3832:-51 4255:-85 4414:-999
122634 0:-999 291:-82 460:-50 719:-69 1051:-70 2013:-74 2196:-53 3589:-61 3651:-72 3832:-66 4296:-63 4414:-999
122635 0:-999 979:-91 1332:-75 1569:-69 2196:-53 2529:-68 3188:-80 3287:-71 3408:-70 3444:-77 3574:-84 4414:-999
122636 0:-999 67:-70 460:-46 1713:-89 2013:-66 2196:-52 3589:-65 4249:-84 4296:-64 4314:-74 4346:-63 4414:-999
122637 0:-999 460:-48 1051:-76 1868:-85 1956:-80 2196:-52 2331:-85 2780:-81 3589:-64 3651:-69 3832:-50 4414:-999
122638 0:-999 67:-65 460:-46 719:-66 2196:-55 3556:-70 3589:-65 3651:-61 3824:-73 3832:-52 4296:-63 4414:-999
122666 0:-999 284:-36 698:-36 2005:-63 2121:-59 2766:-48 2969:-41 3064:-38 3785:-63 4270:-66 4414:-999
57991 0:-999 274:-71 482:-76 1121:-85 1428:-81 2106:-69 2545:-79 2664:-65 2942:-75 3302:-65 3967:-74 4414:-999
57992 0:-999 971:-76 1047:-66 1369:-52 1454:-58 2007:-81 2212:-62 2239:-49 2859:-60 3451:-76 4001:-81 4414:-999
58100 0:-999 379:-62 695:-68 1552:-39 1573:-64 1993:-73 2007:-47 2110:-72 2829:-79 3250:-55 4042:-79 4414:-999
37773 0:-999 669:-72 777:-69 1336:-81 1430:-82 1876:-82 2118:-79 2348:-71 2835:-43 3143:-79 4135:-69 4414:-999
223743 0:-999 547:-73 572:-54 918:-72 1512:-70 1666:-69 3545:-46 3876:-44 4414:-999
223745 0:-999 698:-46 903:-61 1208:-78 1626:-68 1920:-84 2121:-66 2766:-51 2969:-63 3785:-61 4414:-999
223785 0:-999 91:-58 185:-68 391:-75 737:-58 930:-56 1620:-79 2106:-62 2369:-57 3302:-80 3967:-54 4414:-999
223786 0:-999 272:-73 939:-86 1626:-79 2005:-74 2284:-71 2288:-69 2766:-47 2969:-62 3252:-61 3785:-56 4414:-999
223787 0:-999 159:-85 1394:-59 1607:-72 1634:-70 1667:-55 1693:-71 1783:-61 2330:-64 4390:-55 4403:-55 4414:-999
37881 0:-999 50:-78 454:-68 467:-84 1188:-71 1332:-50 2529:-85 2740:-72 3444:-68 3589:-62 4249:-69 4414:-999
37882 0:-999 50:-81 979:-86 1188:-73 1332:-47 1607:-79 1634:-77 2529:-86 3287:-78 3444:-74 3589:-66 4414:-999
58266 0:-999 274:-64 391:-79 1428:-86 1472:-78 2545:-80 2664:-64 2942:-68 3302:-61 3967:-66 4414:-999
58267 0:-999 272:-79 281:-52 1536:-68 1626:-73 1920:-71 2005:-63 2382:-56 3216:-75 4272:-77 4410:-44 4414:-999
223871 0:-999 1250:-75 1288:-58 1550:-74 2408:-69 2621:-63 3368:-54 3427:-70 3502:-53 3578:-68 4280:-75 4414:-999
37958 0:-999 113:-78 147:-51 1788:-94 1877:-97 1901:-67 2057:-68 2305:-68 3254:-49 3653:-49 4237:-49 4414:-999
223927 0:-999 645:-60 912:-52 1391:-51 1746:-64 2018:-88 2555:-85 2794:-65 2843:-59 3584:-89 4414:-999
38038 0:-999 1436:-65 1859:-72 2094:-64 2421:-56 2480:-71 2609:-66 3049:-83 3289:-68 3640:-81 4058:-75 4414:-999
