33623 0:-999 472:-59 1608:-60 1959:-80 2360:-52 2498:-72 3489:-87 3564:-80 4358:-51 4637:-57 4722:-999
220800 0:-999 62:-77 1497:-86 1896:-83 2467:-89 2552:-77 2806:-81 3322:-91 3619:-82 3676:-91 4378:-49 4722:-999
34833 0:-999 932:-75 975:-63 1066:-73 2401:-71 2446:-30 2598:-38 2716:-30 2875:-22 3279:-43 4026:-68 4722:-999
34834 0:-999 417:-75 932:-59 975:-57 1693:-68 2598:-44 2871:-33 3084:-74 3488:-80 3953:-82 4026:-50 4722:-999
220866 0:-999 118:-69 181:-29 312:-68 486:-63 820:-57 968:-71 1226:-69 1460:-57 3048:-71 3228:-55 4722:-999
120000 0:-999 472:-64 690:-64 1608:-63 1865:-68 2360:-58 3489:-82 3619:-79 3620:-72 4413:-79 4637:-57 4722:-999
120021 0:-999 472:-70 1181:-88 2360:-59 2498:-68 2560:-91 3489:-84 4103:-69 4358:-56 4413:-80 4637:-59 4722:-999
220919 0:-999 426:-61 477:-76 491:-79 952:-63 1033:-77 2120:-93 2257:-61 2423:-75 3463:-78 3627:-66 4722:-999
55358 0:-999 728:-57 1123:-43 2418:-66 2646:-63 2711:-54 3889:-67 3991:-54 4034:-48 4296:-60 4718:-57 4722:-999
220927 0:-999 103:-60 633:-82 690:-84 1608:-29 1959:-81 3489:-84 4018:-39 4401:-86 4413:-34 4637:-79 4722:-999
120065 0:-999 25:-74 1307:-82 1693:-77 2839:-83 2871:-90 3279:-91 3569:-69 3953:-57 4722:-999
120071 0:-999 778:-55 929:-75 2111:-61 2304:-82 2755:-61 3848:-56 4047:-72 4202:-71 4722:-999
35053 0:-999 905:-76 1237:-67 1460:-80 2098:-69 2306:-74 3033:-70 3981:-59 4034:-68 4264:-66 4500:-63 4722:-999
55457 0:-999 793:-74 923:-70 1437:-56 1812:-64 2210:-56 2960:-51 3304:-63 3973:-54 4360:-63 4673:-62 4722:-999
221075 0:-999 932:-61 1307:-63 1693:-67 2182:-81 2677:-76 3084:-80 3279:-71 3569:-63 3953:-39 4444:-77 4722:-999
221076 0:-999 932:-58 1640:-88 1693:-71 2839:-70 3084:-78 3279:-65 3569:-56 3953:-41 4722:-999
221078 0:-999 528:-87 627:-85 923:-83 1812:-73 2889:-83 3146:-86 3531:-88 3709:-86 3710:-75 3973:-72 4722:-999
35127 0:-999 219:-74 417:-75 975:-71 1307:-84 2401:-75 2446:-31 2716:-31 2875:-50 3279:-69 4047:-73 4722:-999
120296 0:-999 567:-60 619:-52 1264:-44 1917:-67 2301:-59 2700:-79 3496:-63 3497:-70 3916:-80 4044:-72 4722:-999
35262 0:-999 426:-67 477:-70 952:-62 1150:-75 2257:-71 2423:-70 3238:-81 3463:-79 3519:-71 3627:-70 4722:-999
35288 0:-999 156:-74 1693:-84 2446:-34 2611:-82 2716:-34 2875:-33 3320:-83 4027:-71 4047:-78 4202:-82 4722:-999
120388 0:-999 219:-79 417:-73 932:-61 975:-57 1172:-65 2446:-77 2871:-29 3953:-71 4026:-56 4202:-76 4722:-999
35338 0:-999 6:-74 334:-76 615:-71 702:-71 1048:-77 2494:-70 2939:-85 3014:-78 3221:-81 3772:-69 4722:-999
35513 0:-999 219:-79 417:-75 975:-77 1062:-83 2401:-66 2446:-32 2875:-33 4026:-78 4047:-79 4366:-58 4722:-999
120641 0:-999 734:-89 781:-83 961:-80 1335:-88 2368:-86 2415:-85 3285:-80 3458:-81 4722:-999
55968 0:-999 1362:-44 1776:-51 2029:-63 2097:-60 2663:-52 2754:-63 2834:-64 3356:-44 4079:-52 4287:-63 4722:-999
221700 0:-999 690:-70 1608:-67 1959:-84 2360:-61 2498:-72 3489:-92 3564:-78 4358:-41 4413:-87 4637:-54 4722:-999
35745 0:-999 472:-65 690:-65 2360:-59 2498:-66 3470:-55 3550:-65 3768:-66 4103:-73 4637:-56 4722:-999
35746 0:-999 94:-62 345:-66 690:-65 1608:-70 1865:-73 2081:-81 3550:-63 4637:-70 4722:-999
35822 0:-999 86:-75 529:-63 633:-34 902:-72 1158:-72 1340:-66 2101:-45 3938:-60 3983:-53 4267:-61 4722:-999
120923 0:-999 885:-61 1208:-73 1528:-79 1825:-70 2737:-65 2962:-76 3199:-49 3431:-44 4017:-70 4689:-66 4722:-999
35868 0:-999 1307:-78 1558:-77 1604:-85 2124:-84 2668:-71 2693:-59 2984:-73 3911:-70 4120:-54 4722:-999
221898 0:-999 281:-49 923:-70 1437:-68 1812:-67 2210:-61 2960:-63 3304:-72 3973:-50 4360:-68 4673:-74 4722:-999
56379 0:-999 118:-88 181:-67 687:-83 820:-60 1237:-87 1460:-64 3048:-59 4034:-77 4500:-90 4616:-82 4722:-999
36132 0:-999 6:-64 615:-69 702:-75 1028:-77 1048:-73 3221:-88 3772:-65 4518:-72 4722:-999
121231 0:-999 943:-48 2067:-52 3406:-71 3472:-48 3788:-73 3799:-85 4492:-85 4653:-55 4662:-48 4722:-999
36138 0:-999 426:-85 1608:-66 1959:-86 2081:-75 2120:-88 2360:-74 2628:-79 4246:-76 4413:-77 4637:-68 4722:-999
36139 0:-999 426:-90 633:-74 690:-69 854:-85 1608:-78 2388:-82 3489:-84 3550:-60 3564:-75 4413:-81 4722:-999
36140 0:-999 690:-60 1390:-77 1608:-69 1865:-78 2360:-75 3489:-82 3550:-74 3564:-77 4413:-76 4637:-64 4722:-999
56601 0:-999 1192:-69 1512:-62 1577:-64 2693:-65 3521:-77 3555:-84 3911:-60 4120:-58 4722:-999
56618 0:-999 137:-54 1309:-80 2467:-73 2552:-62 2566:-77 2576:-84 2806:-70 3322:-85 3619:-59 4368:-43 4722:-999
222321 0:-999 177:-48 517:-58 2015:-57 2221:-52 3170:-49 3406:-70 3454:-79 4299:-81 4504:-50 4643:-75 4722:-999
121503 0:-999 395:-75 1181:-77 1568:-77 1589:-77 1959:-71 2360:-47 3768:-56 4103:-62 4413:-78 4637:-49 4722:-999
121504 0:-999 6:-66 334:-63 702:-65 1048:-67 1370:-78 1802:-71 2494:-70 3221:-73 3772:-63 4722:-999
36495 0:-999 160:-80 466:-66 1354:-73 1365:-80 1546:-88 2997:-67 3245:-74 3788:-66 3799:-80 4492:-78 4722:-999
56897 0:-999 343:-53 1583:-83 1696:-68 2181:-82 3307:-81 4081:-88 4124:-87 4165:-82 4544:-53 4698:-87 4722:-999
222524 0:-999 94:-53 270:-74 690:-64 1608:-72 2560:-79 3489:-82 3550:-63 3564:-76 4413:-81 4722:-999
121823 0:-999 466:-74 591:-63 943:-52 2958:-73 3472:-52 4261:-82 4492:-81 4653:-62 4662:-52 4722:-999
57209 0:-999 426:-85 472:-66 690:-78 2360:-64 2498:-66 3489:-86 3768:-70 4413:-74 4637:-59 4722:-999
222803 0:-999 1497:-51 1581:-62 1896:-84 1945:-78 2390:-82 3659:-81 3676:-38 4245:-57 4355:-61 4722:-999
222822 0:-999 224:-88 497:-82 1339:-89 1532:-87 2382:-82 2810:-86 3365:-64 3629:-87 4149:-82 4568:-83 4722:-999
57271 0:-999 690:-71 1181:-94 1568:-94 1589:-91 1608:-69 1959:-84 2360:-57 4358:-53 4413:-83 4637:-52 4722:-999
121976 0:-999 441:-83 923:-68 969:-74 1812:-64 1850:-61 2210:-53 3146:-75 3973:-64 4230:-62 4722:-999
57382 0:-999 181:-69 312:-78 1226:-66 1460:-69 2646:-60 3056:-64 3947:-69 4034:-41 4356:-55 4500:-64 4722:-999
37055 0:-999 932:-62 975:-64 1693:-73 2401:-78 2446:-79 2871:-38 3279:-75 3488:-91 4026:-64 4366:-75 4722:-999
37108 0:-999 62:-84 787:-76 886:-77 1497:-81 1581:-80 2390:-81 2467:-86 3619:-77 3676:-80 4378:-47 4722:-999
122192 0:-999 578:-31 743:-71 1173:-30 2657:-66 2787:-82 3443:-73 3667:-70 3706:-57 4722:-999
223122 0:-999 281:-62 1437:-79 2210:-76 2960:-56 3304:-65 3973:-62 4230:-77 4360:-82 4673:-68 4722:-999
122264 0:-999 472:-72 1315:-70 1608:-67 2360:-54 2498:-73 3550:-71 3768:-68 4103:-70 4246:-69 4637:-50 4722:-999
223158 0:-999 94:-58 345:-73 1340:-83 1475:-79 1608:-70 2101:-77 3550:-61 3564:-80 4276:-78 4637:-71 4722:-999
223170 0:-999 932:-58 1162:-75 1307:-63 1693:-66 2408:-78 2677:-75 3084:-69 3279:-67 3569:-54 3953:-41 4722:-999
223171 0:-999 932:-59 975:-79 1693:-60 2182:-72 2339:-71 2677:-67 2829:-62 3084:-77 3569:-53 3953:-39 4722:-999
122369 0:-999 270:-83 345:-84 426:-89 1181:-91 1568:-90 1589:-91 1959:-77 3489:-84 4388:-89 4413:-75 4722:-999
122424 0:-999 194:-59 491:-85 690:-90 1150:-58 1170:-67 1475:-80 2307:-73 2607:-44 3235:-72 3519:-66 4722:-999
37400 0:-999 103:-79 825:-86 1315:-22 1484:-63 1608:-71 1673:-83 2452:-81 2509:-67 4642:-85 4722:-999
37433 0:-999 151:-84 245:-67 309:-86 439:-82 619:-86 1770:-53 1775:-86 1917:-72 3497:-85 4239:-66 4722:-999
37458 0:-999 156:-71 823:-75 1262:-74 1649:-48 2151:-57 2175:-46 2401:-74 2779:-31 3212:-75 4123:-77 4722:-999
37479 0:-999 270:-89 426:-92 472:-64 1181:-94 2360:-57 2560:-87 3489:-88 4413:-74 4637:-59 4722:-999
122582 0:-999 728:-66 905:-58 1123:-49 1226:-67 2711:-61 2887:-62 3889:-75 3991:-63 4034:-26 4718:-63 4722:-999
37602 0:-999 932:-61 975:-60 1172:-73 2401:-76 2446:-77 2716:-77 2871:-32 3953:-62 4026:-64 4202:-71 4722:-999
57946 0:-999 194:-68 477:-83 561:-78 706:-77 1150:-71 1170:-80 2307:-67 2428:-76 2607:-46 4717:-78 4722:-999
37608 0:-999 417:-66 932:-60 975:-54 2401:-71 2871:-32 3084:-82 3279:-53 3953:-75 4026:-61 4722:-999
37609 0:-999 219:-67 417:-63 932:-62 975:-57 2401:-68 2716:-73 2871:-32 2875:-72 4026:-49 4202:-73 4722:-999
37635 0:-999 1569:-75 1592:-70 1649:-63 1729:-78 1835:-72 2163:-72 2779:-51 3212:-55 4123:-61 4411:-69 4722:-999
37636 0:-999 823:-59 1592:-70 1649:-72 1835:-75 2163:-71 2779:-56 3121:-63 3212:-62 3343:-85 3702:-69 4722:-999
37637 0:-999 1107:-86 1592:-80 1649:-67 1835:-83 2779:-61 2944:-80 3212:-62 4123:-67 4722:-999
58000 0:-999 472:-66 1181:-86 1390:-81 2081:-71 2360:-61 2498:-80 3456:-88 4103:-74 4413:-81 4637:-55 4722:-999
223630 0:-999 288:-83 678:-73 943:-47 1354:-78 1365:-85 2067:-61 3091:-87 3788:-69 4653:-51 4662:-47 4722:-999
37706 0:-999 194:-61 426:-85 690:-78 1150:-62 1170:-75 2307:-76 2607:-48 3507:-73 3519:-68 4181:-78 4722:-999
223669 0:-999 529:-86 744:-89 1315:-23 1484:-74 1608:-80 1673:-84 2509:-74 3115:-79 4103:-88 4637:-93 4722:-999
223677 0:-999 384:-63 453:-79 1776:-64 2395:-71 2804:-62 2812:-74 3036:-63 3698:-80 3864:-72 4722:-999
223789 0:-999 545:-67 1181:-78 1608:-69 2360:-53 2467:-82 2498:-70 3620:-79 4103:-73 4246:-70 4637:-59 4722:-999
223790 0:-999 1315:-34 1484:-72 1608:-71 1673:-85 1959:-89 2081:-89 2360:-83 2483:-91 2509:-70 4413:-84 4722:-999
223798 0:-999 1637:-62 2235:-55 2878:-58 3406:-52 3454:-55 3559:-63 3738:-65 3979:-67 4273:-54 4722:-999
58265 0:-999 181:-65 312:-70 905:-58 1226:-52 1237:-53 1460:-73 1846:-55 3033:-48 4034:-57 4356:-51 4722:-999
122999 0:-999 690:-65 1181:-89 1568:-89 1589:-90 1937:-76 1959:-85 4103:-70 4246:-70 4413:-83 4722:-999
58303 0:-999 803:-61 1553:-59 1755:-54 2235:-54 2878:-57 3406:-52 3454:-60 3701:-59 4501:-67 4722:-999
58304 0:-999 1776:-57 2029:-68 2097:-68 2395:-67 2754:-69 2772:-74 2804:-52 2834:-72 3036:-63 4287:-78 4722:-999
58329 0:-999 567:-59 859:-78 1001:-64 1264:-57 1557:-61 2301:-60 2506:-59 4312:-71 4598:-60 4722:-999
123059 0:-999 219:-81 417:-77 932:-70 975:-68 1307:-81 1693:-72 2716:-84 2871:-42 4026:-64 4202:-72 4722:-999
223931 0:-999 230:-77 375:-58 647:-49 1121:-74 1287:-72 1621:-74 2126:-57 2693:-84 2860:-62 3602:-71 4722:-999
223932 0:-999 230:-77 375:-58 647:-49 1121:-74 1287:-72 1621:-74 2126:-57 2693:-84 2860:-62 3602:-71 4722:-999
223933 0:-999  4722:-999
223934 0:-999  4722:-999
123069 0:-999 905:-77 1226:-68 1460:-72 2306:-80 2646:-57 3056:-73 3947:-73 4034:-47 4356:-62 4500:-65 4722:-999
123075 0:-999 94:-67 270:-67 426:-86 854:-83 2560:-66 3489:-72 3550:-61 4388:-72 4413:-72 4637:-82 4722:-999
38064 0:-999 426:-85 760:-86 1583:-88 2181:-87 3307:-80 3519:-70 3839:-87 4096:-41 4165:-88 4698:-91 4722:-999
224034 0:-999 94:-61 270:-74 345:-70 690:-65 1390:-76 2560:-78 3489:-86 3550:-59 4637:-73 4722:-999
224035 0:-999 472:-69 1608:-69 1959:-75 2081:-71 2360:-78 2498:-67 3768:-68 4413:-81 4637:-59 4722:-999
224057 0:-999 245:-69 344:-59 637:-78 1110:-60 1770:-57 3103:-85 3428:-71 3844:-83 4239:-69 4571:-41 4722:-999
224074 0:-999 354:-70 728:-58 1226:-72 1237:-67 2060:-64 3228:-67 3981:-61 4500:-75 4573:-64 4718:-58 4722:-999
58591 0:-999 1192:-68 1512:-75 1558:-81 1577:-77 2668:-72 2984:-79 3084:-82 3911:-68 4120:-58 4722:-999
58592 0:-999 1192:-65 1512:-70 1558:-89 1577:-79 2693:-73 2761:-68 2984:-81 3084:-86 3911:-71 4120:-55 4722:-999
58593 0:-999 1192:-68 1512:-75 1558:-81 1577:-77 2668:-72 2984:-79 3084:-82 3911:-68 4120:-58 4722:-999
58594 0:-999 1192:-65 1512:-70 1558:-89 1577:-79 2693:-73 2761:-68 2984:-81 3084:-86 3911:-71 4120:-55 4722:-999
123319 0:-999 262:-89 566:-75 658:-78 1837:-75 2031:-77 2317:-85 2777:-79 4310:-76 4615:-70 4722:-999
224220 0:-999 1063:-88 1985:-89 2012:-85 2048:-86 2134:-90 3091:-85 3668:-91 3933:-86 3986:-86 4019:-69 4722:-999
38371 0:-999 160:-82 678:-70 1354:-76 1669:-45 1798:-74 2660:-62 2997:-60 3406:-66 4113:-86 4299:-77 4722:-999
123533 0:-999 629:-92 1446:-91 2111:-87 2716:-53 2755:-90 3107:-87 3488:-88 4027:-87 4127:-92 4366:-77 4722:-999
123534 0:-999 156:-80 975:-65 2401:-74 2446:-54 2716:-53 2875:-63 4027:-88 4047:-78 4202:-80 4722:-999
123535 0:-999 137:-75 501:-94 2188:-88 2390:-68 2467:-78 2589:-95 3322:-91 3619:-92 4171:-92 4722:-999
58856 0:-999 175:-86 594:-89 836:-73 2035:-74 2652:-85 3774:-83 4211:-85 4719:-82 4722:-999
58857 0:-999 872:-85 1375:-85 3440:-72 3645:-82 4722:-999
58869 0:-999 932:-63 1307:-67 1640:-79 1693:-71 2182:-76 2339:-66 2839:-67 3569:-55 3953:-50 4141:-86 4722:-999
58936 0:-999 519:-84 682:-65 968:-83 1000:-86 1124:-60 1482:-95 1966:-94 2688:-92 3896:-68 4722:-999
158575 0:-999 281:-88 923:-83 1073:-62 1437:-43 1812:-72 2210:-64 2960:-51 3973:-88 4360:-71 4722:-999
59079 0:-999 151:-79 928:-83 1108:-35 1264:-73 1917:-45 2042:-81 2347:-71 2830:-83 4312:-69 4722:-999
38881 0:-999 630:-88 1583:-82 1696:-58 2181:-82 2769:-90 3307:-76 3398:-24 4160:-88 4165:-83 4544:-48 4722:-999
38882 0:-999 343:-41 630:-87 1583:-83 2181:-83 2769:-87 3307:-76 3398:-27 4160:-87 4165:-82 4722:-999
158990 0:-999 787:-73 886:-76 1497:-79 1581:-72 1896:-71 2070:-81 2467:-89 3619:-76 4378:-43 4722:-999
158991 0:-999 529:-79 825:-84 1315:-27 1484:-70 1608:-70 1673:-74 2509:-75 3115:-78 4413:-80 4722:-999
158992 0:-999 1181:-87 1589:-86 1959:-79 2360:-65 2467:-91 3489:-87 4246:-74 4413:-85 4637:-54 4722:-999
39042 0:-999 288:-82 911:-87 1365:-83 1755:-71 1839:-80 2997:-71 3361:-77 3788:-69 3799:-83 4299:-79 4722:-999
39103 0:-999 6:-85 334:-74 615:-75 702:-75 1048:-72 1659:-78 2494:-77 2939:-84 3488:-81 4722:-999
39105 0:-999 107:-46 852:-54 870:-46 907:-43 1339:-69 1657:-74 3175:-62 3878:-70 3884:-76 4440:-71 4722:-999
159083 0:-999 1181:-91 1568:-91 1589:-91 1608:-65 1959:-82 2081:-73 2360:-54 2498:-67 4413:-76 4637:-49 4722:-999
59474 0:-999 706:-78 727:-84 1150:-59 1170:-79 1475:-81 2307:-78 2308:-85 2428:-83 2607:-43 3519:-72 4722:-999
124214 0:-999 281:-34 700:-76 923:-69 988:-69 2367:-85 2754:-83 3146:-66 3973:-37 4476:-86 4722:-999
39162 0:-999 343:-54 630:-83 1696:-67 2181:-83 3307:-72 3398:-46 3556:-78 3839:-84 4165:-83 4544:-54 4722:-999
39171 0:-999 1354:-72 2067:-59 2489:-77 2536:-73 2539:-85 2708:-83 3245:-72 3406:-62 3687:-92 3731:-75 4722:-999
39172 0:-999 825:-85 1315:-24 1484:-66 1673:-72 2291:-78 2509:-65 3115:-72 4722:-999
59526 0:-999 156:-76 219:-75 417:-75 975:-75 2401:-68 2446:-50 2716:-50 2875:-55 3279:-66 4366:-68 4722:-999
59527 0:-999 4269:-82 4722:-999
59528 0:-999 426:-69 477:-69 491:-84 706:-90 952:-60 1153:-86 2257:-73 3627:-75 4591:-89 4722:-999
59529 0:-999 743:-60 1181:-82 1568:-81 1589:-81 1959:-65 2081:-55 2467:-73 2483:-61 3456:-80 4413:-72 4722:-999
59574 0:-999 483:-85 688:-67 1625:-67 2213:-67 2367:-80 2473:-76 2899:-68 3531:-84 4006:-86 4129:-67 4722:-999
159212 0:-999 1497:-51 1518:-80 1581:-62 2285:-36 2343:-80 3342:-72 3676:-32 4245:-60 4355:-73 4378:-77 4722:-999
124358 0:-999 145:-79 1181:-86 2081:-67 2390:-75 2467:-80 3456:-82 3619:-80 4246:-65 4413:-77 4637:-56 4722:-999
59757 0:-999 529:-42 633:-56 1540:-60 1608:-64 1673:-74 3982:-41 3983:-60 4267:-87 4413:-73 4722:-999
159382 0:-999 472:-68 690:-66 2360:-68 2498:-69 3550:-73 3564:-76 4103:-69 4246:-69 4637:-58 4722:-999
59782 0:-999 1103:-80 3013:-84 3320:-85 3615:-65 3871:-82 4141:-71 4444:-67 4580:-70 4614:-71 4720:-48 4722:-999
39446 0:-999 417:-74 932:-63 975:-62 1693:-72 2111:-80 2401:-72 2716:-85 2871:-37 3279:-76 4026:-57 4722:-999
159641 0:-999 886:-88 1497:-78 1581:-73 1896:-80 2467:-83 2552:-85 2770:-81 3676:-78 4378:-51 4722:-999
60028 0:-999 384:-65 439:-87 2097:-59 2559:-80 2663:-82 2696:-75 2812:-76 3036:-64 3698:-76 4079:-82 4722:-999
171689 0:-999 932:-59 1307:-67 1693:-72 2182:-65 2408:-81 3084:-80 3279:-69 3953:-42 4141:-81 4444:-78 4722:-999
60115 0:-999 637:-85 764:-85 1776:-72 2156:-80 2696:-80 2812:-81 3428:-81 3698:-76 3718:-73 4722:-999
171756 0:-999 543:-84 972:-86 1571:-76 1788:-88 2419:-70 3391:-53 3436:-47 4070:-75 4127:-65 4722:-999
171757 0:-999 505:-74 1592:-64 1649:-57 1729:-70 1835:-69 2175:-64 2672:-82 2779:-51 3212:-48 4123:-71 4722:-999
60175 0:-999 421:-56 439:-54 637:-65 686:-57 1219:-45 1743:-69 3059:-59 3421:-46 3588:-68 4225:-67 4722:-999
171784 0:-999 210:-80 1226:-78 2098:-75 2306:-82 2646:-77 3689:-97 3981:-81 4034:-81 4296:-77 4500:-41 4722:-999
171801 0:-999 1497:-58 1945:-82 2390:-75 2917:-78 3342:-68 3659:-77 3676:-43 4245:-60 4355:-59 4722:-999
171802 0:-999 561:-71 641:-73 656:-75 763:-74 1271:-73 2308:-71 2749:-69 3519:-60 4096:-47 4717:-73 4722:-999
171839 0:-999 159:-72 821:-69 2067:-75 2675:-74 2863:-70 3466:-74 3559:-69 3701:-69 4406:-70 4722:-999
60258 0:-999 441:-83 606:-86 923:-85 1073:-74 1437:-53 2210:-74 2960:-54 4230:-71 4360:-72 4673:-48 4722:-999
159927 0:-999 312:-65 905:-60 1226:-61 1460:-61 2646:-51 3048:-72 3056:-56 3947:-55 4034:-36 4500:-56 4722:-999
125006 0:-999 728:-53 824:-73 957:-60 1123:-60 1691:-61 1819:-72 2887:-73 3228:-57 4382:-76 4718:-53 4722:-999
60326 0:-999 181:-66 728:-57 1226:-63 1691:-64 2418:-67 2913:-66 3228:-69 3405:-75 3889:-68 4718:-57 4722:-999
171955 0:-999 529:-78 690:-93 1315:-25 1484:-60 1608:-78 2291:-70 2509:-68 3115:-69 3908:-84 4722:-999
125101 0:-999 94:-56 270:-76 1865:-69 2560:-83 3489:-86 3550:-53 3564:-75 4388:-79 4413:-69 4637:-65 4722:-999
60456 0:-999 583:-37 1063:-68 1067:-48 1598:-54 1616:-76 2202:-68 3933:-74 4201:-65 4455:-44 4464:-56 4722:-999
172113 0:-999 118:-60 181:-45 312:-61 486:-72 905:-62 1460:-57 2913:-66 3048:-72 3228:-52 4014:-60 4722:-999
160139 0:-999 343:-45 1696:-63 1910:-73 3307:-79 3343:-90 3398:-31 3556:-66 4544:-45 4722:-999
125237 0:-999 181:-33 312:-63 728:-65 1123:-64 1460:-58 1819:-56 2605:-60 2887:-56 4382:-61 4718:-65 4722:-999
60628 0:-999 94:-59 270:-67 345:-76 1865:-69 2527:-79 2628:-83 3470:-77 3550:-58 3564:-76 4722:-999
